id,lexeme,translation,note,source,license
termin:2,termin,"деловая встреча как таковая, посещение врача и т. п. Nächste Woche hab' ich keine Zeit, ich hab' lauter Termine.",,kaikki-ru,CC BY-SA 4.0
test:1,test,испытание (тж. тех.); проба; опробование,,kaikki-ru,CC BY-SA 4.0
test:2,test,"психол. тест, испытание",,kaikki-ru,CC BY-SA 4.0
test:3,test,матем. тест; критерий,,kaikki-ru,CC BY-SA 4.0
text:1,text,текст,,kaikki-ru,CC BY-SA 4.0
thema:1,thema,тема,,kaikki-ru,CC BY-SA 4.0
unterricht:1,unterricht,"преподавание, обучение; (учебные) занятия, уроки",,kaikki-ru,CC BY-SA 4.0
lieben:1,lieben,любить,,kaikki-ru,CC BY-SA 4.0
arbeiten:1,arbeiten,"работать, трудиться; заниматься; действовать; функционировать",,kaikki-ru,CC BY-SA 4.0
baden:1,baden,"купаться, купать",,kaikki-ru,CC BY-SA 4.0
baden:2,baden,принимать ванну,,kaikki-ru,CC BY-SA 4.0
brauchen:1,brauchen,"употреблять (что-л.), пользоваться (чем-л.)",,kaikki-ru,CC BY-SA 4.0
brauchen:2,brauchen,нуждаться (в чём-л.),,kaikki-ru,CC BY-SA 4.0
brauchen:3,brauchen,"использовать, расходовать",,kaikki-ru,CC BY-SA 4.0
brauchen:4,brauchen,"(с отрицанием + zu + inf) не нужно, не стоит, не следует (делать чего-л.)",,kaikki-ru,CC BY-SA 4.0
danken:1,danken,(j-m für A) благодарить (кого-л. за что-л.),,kaikki-ru,CC BY-SA 4.0
danken:2,danken,"отвечать (на приветствие, приглашение)",,kaikki-ru,CC BY-SA 4.0
fragen:1,fragen,"(nach D, wegen G) спрашивать, справляться, осведомляться, задавать вопрос(ы) (о ком-л., о чём-л.)",,kaikki-ru,CC BY-SA 4.0
fragen:2,fragen,юр. допрашивать,,kaikki-ru,CC BY-SA 4.0
fragen:3,fragen,предъявлять спрос (на что-л.),,kaikki-ru,CC BY-SA 4.0
fruehstuecken:1,fruehstuecken,завтракать,,kaikki-ru,CC BY-SA 4.0
glauben:1,glauben,"полагать, думать; верить",,kaikki-ru,CC BY-SA 4.0
glauben:2,glauben,"верить (в кого-л., во что-л.), веровать (во что-л.)",,kaikki-ru,CC BY-SA 4.0
hoeren:1,hoeren,слышать; слушать,,kaikki-ru,CC BY-SA 4.0
hoeren:2,hoeren,"слушать, слушаться; выслушать (кого-л., чьё-л. мнение)",,kaikki-ru,CC BY-SA 4.0
kaufen:1,kaufen,покупать (купить),,kaikki-ru,CC BY-SA 4.0
kochen:1,kochen,"варить, готовить (пищу); стряпать; кипятить",,kaikki-ru,CC BY-SA 4.0
kochen:2,kochen,вариться; кипеть (тж. перен.),,kaikki-ru,CC BY-SA 4.0
kosten:1,kosten,"стоить (чего-л.), обходиться (в какую-л. сумму)",,kaikki-ru,CC BY-SA 4.0
lachen:1,lachen,"смеяться, хохотать",,kaikki-ru,CC BY-SA 4.0
lachen:2,lachen,(über A) смеяться (над кем-либо / чем-либо),,kaikki-ru,CC BY-SA 4.0
lachen:3,lachen,"спец. метить (дерево, предназначенное для срубки); делать зарубки (на дереве)",,kaikki-ru,CC BY-SA 4.0
lachen:4,lachen,надрезать (кору для сбора живицы),,kaikki-ru,CC BY-SA 4.0
leben:1,leben,"жить; быть, существовать",,kaikki-ru,CC BY-SA 4.0
lernen:1,lernen,"учиться, обучаться, научиться (чему-л.); учить, изучать, выучить (что-л.)",,kaikki-ru,CC BY-SA 4.0
machen:1,machen,"делать, совершать, выполнить (какую-л. работу); заниматься (чем-л.)",,kaikki-ru,CC BY-SA 4.0
machen:2,machen,"делать, изготовлять, производить",,kaikki-ru,CC BY-SA 4.0
machen:3,machen,делать; поступать (каким-л. образом),,kaikki-ru,CC BY-SA 4.0
machen:4,machen,"приводить в порядок, убирать; приготовлять",,kaikki-ru,CC BY-SA 4.0
machen:5,machen,"заставлять, побуждать (делать что-л.)",,kaikki-ru,CC BY-SA 4.0
rauchen:1,rauchen,дымить; дымиться; чадить,,kaikki-ru,CC BY-SA 4.0
rauchen:2,rauchen,курить,,kaikki-ru,CC BY-SA 4.0
regnen:1,regnen,безл. es regnet — идёт дождь,,kaikki-ru,CC BY-SA 4.0
reisen:1,reisen,"путешествовать, ездить",,kaikki-ru,CC BY-SA 4.0
reisen:2,reisen,"уезжать, отправляться (в путь, в путешествие)",,kaikki-ru,CC BY-SA 4.0
reisen:3,reisen,быть коммивояжёром,,kaikki-ru,CC BY-SA 4.0
sagen:1,sagen,"сказать, говорить",,kaikki-ru,CC BY-SA 4.0
sagen:2,sagen,"значить, означать",,kaikki-ru,CC BY-SA 4.0
schmecken:1,schmecken,"пробовать на вкус, отведывать",,kaikki-ru,CC BY-SA 4.0
schmecken:2,schmecken,иметь вкус,,kaikki-ru,CC BY-SA 4.0
schmecken:3,schmecken,быть по вкусу,,kaikki-ru,CC BY-SA 4.0
spielen:1,spielen,играть,,kaikki-ru,CC BY-SA 4.0
suchen:1,suchen,"искать, разыскивать",,kaikki-ru,CC BY-SA 4.0
suchen:2,suchen,"собирать, искать",,kaikki-ru,CC BY-SA 4.0
suchen:3,suchen,"искать, жаждать (чего-либо), стремиться (к чему-либо)",,kaikki-ru,CC BY-SA 4.0
suchen:4,suchen,"пытаться, стараться; домогаться (чего-либо)",,kaikki-ru,CC BY-SA 4.0
tanzen:1,tanzen,"танцевать, плясать",,kaikki-ru,CC BY-SA 4.0
warten:1,warten,"(auf A) ждать (кого-л., чего-л.), ожидать, дожидаться",,kaikki-ru,CC BY-SA 4.0
wohnen:1,wohnen,"жить, обитать; проживать (в каком-л. месте)",,kaikki-ru,CC BY-SA 4.0
kriegen:1,kriegen,получать,,kaikki-ru,CC BY-SA 4.0
legen:1,legen,"класть (положить), укладывать (уложить)",,kaikki-ru,CC BY-SA 4.0
legen:2,legen,"сажать (овощи, растения)",,kaikki-ru,CC BY-SA 4.0
legen:3,legen,помещать (поместить),,kaikki-ru,CC BY-SA 4.0
legen:4,legen,"биол. откладывать, нести (яйца)",,kaikki-ru,CC BY-SA 4.0
abfahren:1,abfahren,"отъезжать, отплывать, отходить;отправляться, трогаться, уезжать",,kaikki-ru,CC BY-SA 4.0
abfahren:2,abfahren,"неперех. сворачивать (с пути), изменять направление",,kaikki-ru,CC BY-SA 4.0
abfahren:3,abfahren,изнашиваться (о шинах),,kaikki-ru,CC BY-SA 4.0
abfahren:4,abfahren,"перех. объезжать, объездить, изъездить",,kaikki-ru,CC BY-SA 4.0
abfahren:5,abfahren,"перех. вывозить; свозить, увозить",,kaikki-ru,CC BY-SA 4.0
abfahren:6,abfahren,"отдавливать, отрезать (колёсами); отбивать, разрушать (при наезде)",,kaikki-ru,CC BY-SA 4.0
abfahren:7,abfahren,"изнашивать, портить (ездой)",,kaikki-ru,CC BY-SA 4.0
abfahren:8,abfahren,плениться,,kaikki-ru,CC BY-SA 4.0
abgeben:1,abgeben,"отдавать, сдавать",,kaikki-ru,CC BY-SA 4.0
abgeben:2,abgeben,"спорт. пасовать, подавать",,kaikki-ru,CC BY-SA 4.0
abgeben:3,abgeben,форма настоящего времени первого лица множественного числа изъявительного наклонения глагола abgeben,,kaikki-ru,CC BY-SA 4.0
abgeben:4,abgeben,форма настоящего времени третьего лица множественного числа изъявительного наклонения глагола abgeben,,kaikki-ru,CC BY-SA 4.0
anbieten:1,anbieten,предлагать,,kaikki-ru,CC BY-SA 4.0
anbieten:2,anbieten,угощать; подносить,,kaikki-ru,CC BY-SA 4.0
anbieten:3,anbieten,экон. делать оферту,,kaikki-ru,CC BY-SA 4.0
anbieten:4,anbieten,форма настоящего времени первого лица множественного числа изъявительного наклонения глагола anbieten,,kaikki-ru,CC BY-SA 4.0
anbieten:5,anbieten,форма настоящего времени третьего лица множественного числа изъявительного наклонения глагола anbieten,,kaikki-ru,CC BY-SA 4.0
anfangen:1,anfangen,начинать,,kaikki-ru,CC BY-SA 4.0
anfangen:2,anfangen,начинаться,,kaikki-ru,CC BY-SA 4.0
ankommen:1,ankommen,"прибывать, приходить, приезжать",,kaikki-ru,CC BY-SA 4.0
ankommen:2,ankommen,спорт. финишировать,,kaikki-ru,CC BY-SA 4.0
ankommen:3,ankommen,"(bei D) подступать, подходить (к кому-л., к чему-либо)",,kaikki-ru,CC BY-SA 4.0
ankommen:4,ankommen,"(bei D) быть принятым (кем-л.), встречать приём (у кого-л.) ◆ Mit seiner unkonventionellen und radikal ehrlichen Kunst konnte der junge Maler zunächst nicht bei den etablierten Kritikern ankommen, fand jedoch eine begeisterte Fangemeinde unter der jüngeren Generation. — Со своим нетрадиционным и радикально честным искусством молодой художник поначалу не мог быть принят признанными критиками, однако нашёл восторженное сообщество поклонников среди молодого поколения.",,kaikki-ru,CC BY-SA 4.0
ankommen:5,ankommen,"быть принятым (на место), устроиться ◆ Nach zahlreichen Absagen und enttäuschenden Vorstellungsgesprächen gelang es ihm endlich, bei einer innovativen Tech-Firma in Berlin anzukommen, wo man seine kreativen Ideen sofort zu schätzen wusste. — После многочисленных отказов и разочаровывающих собеседований ему наконец удалось устроиться в инновационную IT-компанию в Берлине, где его творческие идеи сразу же оценили по достоинству.",,kaikki-ru,CC BY-SA 4.0
ankommen:6,ankommen,"(gegen A) тягаться, мериться (с кем-л.) ◆ Als Newcomer in der Liga wusste das junge Team, dass es mit den etablierten, erfahrenen Mannschaften noch nicht wirklich ankommen konnte, aber es kämpfte in jedem Spiel um Respekt und Erfahrung. — Как новичок в лиге, молодая команда понимала, что она пока не может по-настоящему тягаться с устоявшимися, опытными коллективами, но в каждом матче она боролась за уважение и опыт.",,kaikki-ru,CC BY-SA 4.0
ankommen:7,ankommen,"(auf A) зависеть (от кого-л., от чего-л.), определяться (чем-л.) ◆ Der Erfolg des gesamten Projekts wird letztlich darauf ankommen, ob es gelingt, die letzten technischen Hürden zu überwinden und die Finanzierung für die entscheidende Phase zu sichern. — Успех всего проекта в конечном счёте будет зависеть от того, удастся ли преодолеть последние технические препятствия и обеспечить финансирование решающего этапа.",,kaikki-ru,CC BY-SA 4.0
ankommen:8,ankommen,"охватывать, овладевать (о чувствах) ◆ In der Stille des alten Waldes kam eine tiefe, fast vergessene Ruhe über sie, die alle Sorgen des Alltags für einen kurzen Moment verschwinden ließ. — В тишине старого леса её охватило глубокое, почти забытое спокойствие, заставившее все повседневные заботы на мгновение исчезнуть.",,kaikki-ru,CC BY-SA 4.0
ankommen:9,ankommen,иметь существенное значение (для кого-либо),,kaikki-ru,CC BY-SA 4.0
ankommen:10,ankommen,форма настоящего времени первого лица множественного числа изъявительного наклонения глагола ankommen,,kaikki-ru,CC BY-SA 4.0
ankommen:11,ankommen,форма настоящего времени третьего лица множественного числа изъявительного наклонения глагола ankommen,,kaikki-ru,CC BY-SA 4.0
ankreuzen:1,ankreuzen,отмечать (обычно крестиком),,kaikki-ru,CC BY-SA 4.0
anmachen:1,anmachen,кулин. заправлять,,kaikki-ru,CC BY-SA 4.0
anmachen:2,anmachen,разг. замешивать что-либо,,kaikki-ru,CC BY-SA 4.0
anmachen:3,anmachen,разг. разводить (костер),,kaikki-ru,CC BY-SA 4.0
anmachen:4,anmachen,разг. включать,,kaikki-ru,CC BY-SA 4.0
anmachen:5,anmachen,разг. заканчивать какую-либо работу,,kaikki-ru,CC BY-SA 4.0
anmachen:6,anmachen,разг. (jmdn.) флиртовать,,kaikki-ru,CC BY-SA 4.0
anmachen:7,anmachen,"разг. доводить до ссоры, до конфликта",,kaikki-ru,CC BY-SA 4.0
anmachen:8,anmachen,возбуждать аппетит,,kaikki-ru,CC BY-SA 4.0
antworten:1,antworten,"отвечать, давать ответ",,kaikki-ru,CC BY-SA 4.0
antworten:2,antworten,"реагировать, отвечать (на раздражение)",,kaikki-ru,CC BY-SA 4.0
antworten:3,antworten,"устар. отвечать, соответствовать чему-либо",,kaikki-ru,CC BY-SA 4.0
aufstehen:1,aufstehen,"вставать, подниматься",,kaikki-ru,CC BY-SA 4.0
aufstehen:2,aufstehen,"восставать, подниматься на борьбу",,kaikki-ru,CC BY-SA 4.0
aufstehen:3,aufstehen,"возникать, зарождаться (о чувстве и т. п.)",,kaikki-ru,CC BY-SA 4.0
aufstehen:4,aufstehen,"быть открытым (о двери, окне)",,kaikki-ru,CC BY-SA 4.0
aufstehen:5,aufstehen,фин. объявлять себя банкротом,,kaikki-ru,CC BY-SA 4.0
aussehen:1,aussehen,выглядеть,,kaikki-ru,CC BY-SA 4.0
aussehen:2,aussehen,форма настоящего времени первого лица множественного числа изъявительного наклонения глагола aussehen,,kaikki-ru,CC BY-SA 4.0
aussehen:3,aussehen,форма настоящего времени третьего лица множественного числа изъявительного наклонения глагола aussehen,,kaikki-ru,CC BY-SA 4.0
bedeuten:1,bedeuten,"значить, означать; иметь значение",,kaikki-ru,CC BY-SA 4.0
beginnen:1,beginnen,"начинать (что-л., mit D что-л. с чего-л.); приступать (к чему-л.)",,kaikki-ru,CC BY-SA 4.0
beginnen:2,beginnen,"делать, предпринимать; затевать",,kaikki-ru,CC BY-SA 4.0
bekommen:1,bekommen,получать; приобретать,,kaikki-ru,CC BY-SA 4.0
bekommen:2,bekommen,форма настоящего времени первого лица множественного числа изъявительного наклонения глагола bekommen,,kaikki-ru,CC BY-SA 4.0
bekommen:3,bekommen,форма настоящего времени третьего лица множественного числа изъявительного наклонения глагола bekommen,,kaikki-ru,CC BY-SA 4.0
benutzen:1,benutzen,"пользоваться (чем-л.), использовать (кого-л., что-л.), употреблять (что-л.)",,kaikki-ru,CC BY-SA 4.0
besuchen:1,besuchen,"посещать, навещать",,kaikki-ru,CC BY-SA 4.0
besuchen:2,besuchen,"наведываться, проведывать",,kaikki-ru,CC BY-SA 4.0
bezahlen:1,bezahlen,"оплатить, платить за что-либо",,kaikki-ru,CC BY-SA 4.0
