id,lexeme,translation,note,source,license
sehen:1,sehen,смотреть; глядеть,,kaikki-ru,CC BY-SA 4.0
sehen:2,sehen,видеть,,kaikki-ru,CC BY-SA 4.0
sehen:3,sehen,"смотреть, присматривать, ухаживать (за кем-либо)",,kaikki-ru,CC BY-SA 4.0
sehen:4,sehen,выглядеть,,kaikki-ru,CC BY-SA 4.0
sehen:5,sehen,форма настоящего времени первого лица множественного числа изъявительного наклонения глагола sehen,,kaikki-ru,CC BY-SA 4.0
sehen:6,sehen,форма настоящего времени третьего лица множественного числа изъявительного наклонения глагола sehen,,kaikki-ru,CC BY-SA 4.0
sitzen:1,sitzen,сидеть,,kaikki-ru,CC BY-SA 4.0
sitzen:2,sitzen,находиться; иметь местожительство; сидеть (на одном месте),,kaikki-ru,CC BY-SA 4.0
sitzen:3,sitzen,разг. сидеть (в заключении),,kaikki-ru,CC BY-SA 4.0
sitzen:4,sitzen,"сидеть, приходиться по фигуре (об одежде)",,kaikki-ru,CC BY-SA 4.0
sitzen:5,sitzen,заседать; восседать,,kaikki-ru,CC BY-SA 4.0
sitzen:6,sitzen,форма настоящего времени первого лица множественного числа изъявительного наклонения глагола sitzen,,kaikki-ru,CC BY-SA 4.0
sitzen:7,sitzen,форма настоящего времени третьего лица множественного числа изъявительного наклонения глагола sitzen,,kaikki-ru,CC BY-SA 4.0
sollen:1,sollen,быть должным; быть обязанным; следовать; надлежать (кому-либо),,kaikki-ru,CC BY-SA 4.0
sollen:2,sollen,выражает согласие; пожелание; приказание или скрытую угрозу; в вопросительных предложениях и в косвенном вопросе часто переводится инфинитивом,,kaikki-ru,CC BY-SA 4.0
sollen:3,sollen,выражает возможность; вероятность,,kaikki-ru,CC BY-SA 4.0
sollen:4,sollen,выражает уступительное значение,,kaikki-ru,CC BY-SA 4.0
sollen:5,sollen,форма настоящего времени первого лица множественного числа изъявительного наклонения глагола sollen,,kaikki-ru,CC BY-SA 4.0
sollen:6,sollen,форма настоящего времени третьего лица множественного числа изъявительного наклонения глагола sollen,,kaikki-ru,CC BY-SA 4.0
sprechen:1,sprechen,"(mit j-m über A или von D) говорить, разговаривать (с кем-л. о ком-л., о чём-л.)",,kaikki-ru,CC BY-SA 4.0
sprechen:2,sprechen,"(auf A) отзываться, высказываться (о ком-л., о чём-л.)",,kaikki-ru,CC BY-SA 4.0
sprechen:3,sprechen,"выступать, говорить, докладывать, держать речь",,kaikki-ru,CC BY-SA 4.0
sprechen:4,sprechen,"перен. (aus D) говорить, выражать",,kaikki-ru,CC BY-SA 4.0
sprechen:5,sprechen,"(für A, gegen A) говорить, свидетельствовать (в пользу кого-л., чего-л., против кого-л., чего-л.)",,kaikki-ru,CC BY-SA 4.0
sprechen:6,sprechen,форма настоящего времени первого лица множественного числа изъявительного наклонения глагола sprechen,,kaikki-ru,CC BY-SA 4.0
sprechen:7,sprechen,форма настоящего времени третьего лица множественного числа изъявительного наклонения глагола sprechen,,kaikki-ru,CC BY-SA 4.0
stehen:1,stehen,стоять (находиться в вертикальном положении),,kaikki-ru,CC BY-SA 4.0
stehen:2,stehen,"стоять, находиться, располагаться, быть расположенным",,kaikki-ru,CC BY-SA 4.0
stehen:3,stehen,"пребывать, быть в каком-либо состоянии; стоять",,kaikki-ru,CC BY-SA 4.0
stehen:4,stehen,"стоять, не двигаться; не действовать, бездействовать",,kaikki-ru,CC BY-SA 4.0
stehen:5,stehen,"стоять (за кого-либо, за что-либо), поддерживать (кого-либо, что-либо)",,kaikki-ru,CC BY-SA 4.0
stellen:1,stellen,"ставить, помещать, устанавливать",,kaikki-ru,CC BY-SA 4.0
stellen:2,stellen,"определять, назначать",,kaikki-ru,CC BY-SA 4.0
stellen:3,stellen,"перен. ставить, ценить",,kaikki-ru,CC BY-SA 4.0
stellen:4,stellen,"направлять, ориентировать",,kaikki-ru,CC BY-SA 4.0
stellen:5,stellen,"представлять, вносить (предложение), задавать (вопрос)",,kaikki-ru,CC BY-SA 4.0
stellen:6,stellen,"(sich) становиться, стать, встать",,kaikki-ru,CC BY-SA 4.0
studieren:1,studieren,изучать,,kaikki-ru,CC BY-SA 4.0
studieren:2,studieren,учиться в вузе,,kaikki-ru,CC BY-SA 4.0
telefonieren:1,telefonieren,"телефонировать, звонить, разговаривать по телефону",,kaikki-ru,CC BY-SA 4.0
trinken:1,trinken,пить,,kaikki-ru,CC BY-SA 4.0
trinken:2,trinken,"неперех. пить, выпивать, пьянствовать",,kaikki-ru,CC BY-SA 4.0
trinken:3,trinken,форма настоящего времени первого лица множественного числа изъявительного наклонения глагола trinken,,kaikki-ru,CC BY-SA 4.0
trinken:4,trinken,форма настоящего времени третьего лица множественного числа изъявительного наклонения глагола trinken,,kaikki-ru,CC BY-SA 4.0
tun:1,tun,"делать, сделать, совершать, выполнять, исполнять",,kaikki-ru,CC BY-SA 4.0
tun:2,tun,помещать (кого-либо или чего-либо куда-либо),,kaikki-ru,CC BY-SA 4.0
tun:3,tun,"обозначает действие, на характер которого указывает существительное .",,kaikki-ru,CC BY-SA 4.0
tun:4,tun,"притворяться, делать вид",,kaikki-ru,CC BY-SA 4.0
verkaufen:1,verkaufen,продавать,,kaikki-ru,CC BY-SA 4.0
verkaufen:2,verkaufen,продать,,kaikki-ru,CC BY-SA 4.0
verstehen:1,verstehen,"понимать, осознавать; разуметь, подразумевать",,kaikki-ru,CC BY-SA 4.0
verstehen:2,verstehen,"понимать, разбирать, различать (на слух)",,kaikki-ru,CC BY-SA 4.0
verstehen:3,verstehen,"уметь; знать (напр, какой-л иностранный язык); владеть (каким-л умением)",,kaikki-ru,CC BY-SA 4.0
verstehen:4,verstehen,sich ~ понимать друг друга,,kaikki-ru,CC BY-SA 4.0
verstehen:5,verstehen,"sich ~ (auf A) знать толк, разбираться (в чём-л)",,kaikki-ru,CC BY-SA 4.0
wandern:1,wandern,"путешествовать (пешком); странствовать, бродить, скитаться; заниматься туризмом",,kaikki-ru,CC BY-SA 4.0
wandern:2,wandern,"блуждать, перемещаться",,kaikki-ru,CC BY-SA 4.0
werden:1,werden,"становиться, делаться",,kaikki-ru,CC BY-SA 4.0
werden:2,werden,используется в качестве вспомогательного глагола для образования будущего времени (Futur),,kaikki-ru,CC BY-SA 4.0
werden:3,werden,используется в качестве вспомогательного глагола для образования страдательного залога (Passiv),,kaikki-ru,CC BY-SA 4.0
werden:4,werden,форма настоящего времени первого лица множественного числа изъявительного наклонения глагола werden,,kaikki-ru,CC BY-SA 4.0
werden:5,werden,форма настоящего времени третьего лица множественного числа изъявительного наклонения глагола werden,,kaikki-ru,CC BY-SA 4.0
wiederholen:1,wiederholen,повторять,,kaikki-ru,CC BY-SA 4.0
wissen:1,wissen,"(von D, um A) знать (что-л. о ком-л., о чём-л.)",,kaikki-ru,CC BY-SA 4.0
wollen:1,wollen,шерстяной,,kaikki-ru,CC BY-SA 4.0
wollen-verb:1,wollen-verb,"хотеть, желать; стремиться",,kaikki-ru,CC BY-SA 4.0
wollen-verb:2,wollen-verb,"хотеть, требовать, добиваться",,kaikki-ru,CC BY-SA 4.0
wollen-verb:3,wollen-verb,"хотеть, собираться, намереваться",,kaikki-ru,CC BY-SA 4.0
wollen-verb:4,wollen-verb,утверждать,,kaikki-ru,CC BY-SA 4.0
zahlen:1,zahlen,платить,,kaikki-ru,CC BY-SA 4.0
broetchen:1,broetchen,"булка, булочка, хлебец",,kaikki-ru,CC BY-SA 4.0
bei:1,bei,"у, при, под, возле, подле (указывает на местонахождение поблизости от кого-либо, чего-либо)",,kaikki-ru,CC BY-SA 4.0
bei:2,bei,"при, во время, на, по, в (указывает на время; сочетание его с существительным может переводиться на русский творительным падежом соответствующего существительного)",,kaikki-ru,CC BY-SA 4.0
bei:3,bei,"за, при, во время (указывает на занятие, состояние)",,kaikki-ru,CC BY-SA 4.0
bei:4,bei,"при, в, под (указывает на условие, обстоятельства)",,kaikki-ru,CC BY-SA 4.0
bei:5,bei,"у (указывает на связь с лицом, учреждением или организацией)",,kaikki-ru,CC BY-SA 4.0
bei:6,bei,"при, в (указывает на обладание чем-либо, наличие чего-либо)",,kaikki-ru,CC BY-SA 4.0
bei:7,bei,"в клятвах, просьбах и т. п. сочетание его с существительным переводится на русский язык творительным падежом",,kaikki-ru,CC BY-SA 4.0
bei:8,bei,"за (указывает на то, за что берутся)",,kaikki-ru,CC BY-SA 4.0
bei:9,bei,около (указывает при числительных на примерное количество),,kaikki-ru,CC BY-SA 4.0
auskunft:1,auskunft,"справка; сведения, информация",,kaikki-ru,CC BY-SA 4.0
auskunft:2,auskunft,справочная; справочное бюро,,kaikki-ru,CC BY-SA 4.0
auskunft:3,auskunft,выход (из положения),,kaikki-ru,CC BY-SA 4.0
drucker:1,drucker,"печатник, набойщик",,kaikki-ru,CC BY-SA 4.0
drucker:2,drucker,"принтер, печатное устройство",,kaikki-ru,CC BY-SA 4.0
bis-prep:1,bis-prep,"(указывает на предел в пространстве или во времени) до, вплоть до — В своём путешествии он дошёл до Индии — Совещание продолжалось с 5 по 9 мая.",,kaikki-ru,CC BY-SA 4.0
bis-prep:2,bis-prep,"(указывает на приблизительное количество) от … до, c … по — восемь-девять часов, от восьми до девяти часов — восемь-девять раз, от восьми до девяти раз",,kaikki-ru,CC BY-SA 4.0
sich:1,sich,(в A) себя,,kaikki-ru,CC BY-SA 4.0
sich:2,sich,(в D) себе,,kaikki-ru,CC BY-SA 4.0
sich:3,sich,в составе возвратных глаголов обычно переводится русской частицей -ся/-сь в возвратном глаголе,,kaikki-ru,CC BY-SA 4.0
ab-adv:1,ab-adv,вниз (направление сверху вниз),,kaikki-ru,CC BY-SA 4.0
ab-adv:2,ab-adv,(указывает на исчезание какого-либо объекта),,kaikki-ru,CC BY-SA 4.0
zurueck:1,zurueck,"(про направление в пространстве) назад, в обратную сторону",,kaikki-ru,CC BY-SA 4.0
zurueck:2,zurueck,"обратно
Er ist noch nicht zurück. — Он ещё не вернулся.",,kaikki-ru,CC BY-SA 4.0
zurueck:3,zurueck,"позади, сзади
Sie ist noch weit zurück. — Она ещё далеко позади.",,kaikki-ru,CC BY-SA 4.0
zurueck:4,zurueck,"(про время) тому назад
zehn Jahre zurück — десять лет тому назад",,kaikki-ru,CC BY-SA 4.0
zwischen:1,zwischen,"(D, указывает на местонахождение) между, среди",,kaikki-ru,CC BY-SA 4.0
zwischen:2,zwischen,"(A, указывает на направление) между, среди",,kaikki-ru,CC BY-SA 4.0
zwischen:3,zwischen,"(D, указывает на время) между",,kaikki-ru,CC BY-SA 4.0
zwischen:4,zwischen,"(D, указывает на объекты взаимодействия) между",,kaikki-ru,CC BY-SA 4.0
ueber:1,ueber,"над, поверх (указывает на местонахождение: где?)",,kaikki-ru,CC BY-SA 4.0
ueber:2,ueber,"над, поверх, на (указывает на направление: куда?)",,kaikki-ru,CC BY-SA 4.0
ueber:3,ueber,по; через (указывает на распространение по поверхности или преодоление препятствия),,kaikki-ru,CC BY-SA 4.0
ueber:4,ueber,"за, через (указывает на местонахождение по ту сторону)",,kaikki-ru,CC BY-SA 4.0
ueber:5,ueber,"через, по истечении; в течение (указывает на время)",,kaikki-ru,CC BY-SA 4.0
ueber:6,ueber,"более, выше, свыше, сверх (указывает на превышение какого-либо предела)",,kaikki-ru,CC BY-SA 4.0
ueber:7,ueber,"над (указывает на преимущество, преобладание, господство, главенство)",,kaikki-ru,CC BY-SA 4.0
ueber:8,ueber,"о; по поводу; из-за; над (указывает на содержание чего-либо, отношение к кому-либо, чему-либо)",,kaikki-ru,CC BY-SA 4.0
ueber:9,ueber,"над, за (указывает на занятие, на сосредоточенность на чём-либо)",,kaikki-ru,CC BY-SA 4.0
ueber:10,ueber,"от, из-за, по (указывает на причину, источник)",,kaikki-ru,CC BY-SA 4.0
ueber:11,ueber,"за, на (указывает на прирост, увеличение, скопление)",,kaikki-ru,CC BY-SA 4.0
unter:1,unter,под,,kaikki-ru,CC BY-SA 4.0
unter:2,unter,"среди, между",,kaikki-ru,CC BY-SA 4.0
unter:3,unter,"ниже, меньше",,kaikki-ru,CC BY-SA 4.0
unter:4,unter,"при, под, с, в",,kaikki-ru,CC BY-SA 4.0
unter-adj:1,unter-adj,нижний,,kaikki-ru,CC BY-SA 4.0
unter-adj:2,unter-adj,младший (о классе),,kaikki-ru,CC BY-SA 4.0
unter-adj:3,unter-adj,низший,,kaikki-ru,CC BY-SA 4.0
fuer:1,fuer,"для (указывает на предназначенность для кого-либо, чего-либо)",,kaikki-ru,CC BY-SA 4.0
fuer:2,fuer,"за, ради, в пользу, на стороне",,kaikki-ru,CC BY-SA 4.0
fuer:3,fuer,"за, вместо, взамен (указывает на замену одного лица или предмета другим)",,kaikki-ru,CC BY-SA 4.0
fuer:4,fuer,"за, на (указывает на цену, количество)",,kaikki-ru,CC BY-SA 4.0
fuer:5,fuer,"на (указывает на срок, ограниченность во времени)",,kaikki-ru,CC BY-SA 4.0
fuer:6,fuer,"против, от (указывает на средство против чего-либо)",,kaikki-ru,CC BY-SA 4.0
fuer:7,fuer,"за, в, из... в (указывает на последовательность или полное соответствие)",,kaikki-ru,CC BY-SA 4.0
fuer:8,fuer,"для (по меркам, сравнительно с)",,kaikki-ru,CC BY-SA 4.0
durch:1,durch,"через, сквозь, по, в (указывает на прохождение через что-либо) ◆ durch den Wald gehen — идти через лес, идти лесом ◆ ein Loch durch das Brett bohren — просверлить отверстие в доске ◆ durch das Fenster sehen — смотреть в окно",,kaikki-ru,CC BY-SA 4.0
durch:2,durch,по; на (указывает на распространение в пространстве или времени),,kaikki-ru,CC BY-SA 4.0
durch:3,durch,"через, благодаря, посредством, из (указывает на средство для достижения цели) ◆ durch Fleiß — благодаря прилежанию ◆ durch die Zeitung erfahren — узнать из газеты",,kaikki-ru,CC BY-SA 4.0
durch:4,durch,на (указывает на делитель),,kaikki-ru,CC BY-SA 4.0
durch-adv:1,durch-adv,"разг. насквозь, напролёт",,kaikki-ru,CC BY-SA 4.0
durch-adj:1,durch-adj,разг. выдержанный,,kaikki-ru,CC BY-SA 4.0
auf:1,auf,на чём-либо,,kaikki-ru,CC BY-SA 4.0
auf:2,auf,на что-либо,,kaikki-ru,CC BY-SA 4.0
aus-prep:1,aus-prep,из,,kaikki-ru,CC BY-SA 4.0
aus:1,aus,вне,,kaikki-ru,CC BY-SA 4.0
aus:2,aus,выключено (о приборах),,kaikki-ru,CC BY-SA 4.0
nach:1,nach,"(указывает на направвление) в, на, к, за",,kaikki-ru,CC BY-SA 4.0
nach:2,nach,"(указывает на последовательность во времени) после, через, спустя",,kaikki-ru,CC BY-SA 4.0
nach:3,nach,"(указывает на порядок следования чего-либо) за, после",,kaikki-ru,CC BY-SA 4.0
nach:4,nach,"(указывает на соответствие или следование чему-либо, в этом значении часто стоит после существительного) по, согласно, в соответствии с Это гравюра с картины Дюрера.",,kaikki-ru,CC BY-SA 4.0
ohne-prep:1,ohne-prep,(указывает на отсутствие чего-либо; неопределённый артикль опускается) без,,kaikki-ru,CC BY-SA 4.0
ohne-prep:2,ohne-prep,"(указывает на исключение) кроме, помимо, без, не считая, за исключением",,kaikki-ru,CC BY-SA 4.0
ohne:1,ohne,"(в составе инфинитивного оборота с zu) без того чтобы, на русский язык обычно переводится деепричастным оборотом с отрицанием",,kaikki-ru,CC BY-SA 4.0
ohne:2,ohne,"(как связка, вместе с daß) хотя … и не, если подлежащие главного и придаточного предложений совпадают, то сочетание его с глаголом переводится на русский язык деепричастным оборотом с отрицанием",,kaikki-ru,CC BY-SA 4.0
gestern:1,gestern,вчера,,kaikki-ru,CC BY-SA 4.0
heute:1,heute,"сегодня, днесь, ныне",,kaikki-ru,CC BY-SA 4.0
schnell:1,schnell,"быстрый, скорый, проворный, поспешный",,kaikki-ru,CC BY-SA 4.0
schnell:2,schnell,наклонённый ветром (о дереве),,kaikki-ru,CC BY-SA 4.0
schnell:3,schnell,частый,,kaikki-ru,CC BY-SA 4.0
schnell-adv:1,schnell-adv,"быстро, скоро, проворно, поспешно",,kaikki-ru,CC BY-SA 4.0
ein:1,ein,один,,kaikki-ru,CC BY-SA 4.0
zu:1,zu,"к, на; в (указывает на направление, конечный пункт движения)",,kaikki-ru,CC BY-SA 4.0
zu:2,zu,"в, на, по (указывает на местонахождение)",,kaikki-ru,CC BY-SA 4.0
zu:3,zu,"в, на, к (указывает на время)",,kaikki-ru,CC BY-SA 4.0
zu:4,zu,"для, к, на (указывает на назначение, цель)",,kaikki-ru,CC BY-SA 4.0
zu:5,zu,"в (указывает на переход в новое состояние, превращение)",,kaikki-ru,CC BY-SA 4.0
zu:6,zu,указывает на образ действия,,kaikki-ru,CC BY-SA 4.0
zu:7,zu,"к, с (указывает на отношение к кому-л., чему-л., соотношение с чем-л.)",,kaikki-ru,CC BY-SA 4.0
zu:8,zu,"за, по (указывает на стоимость чего-л.)",,kaikki-ru,CC BY-SA 4.0
zu:9,zu,к (указывает на добавление к чему-л.),,kaikki-ru,CC BY-SA 4.0
zu-adv:1,zu-adv,указывает на направление,,kaikki-ru,CC BY-SA 4.0
zu-adv:2,zu-adv,указывает на нахождение в закрытом состоянии,,kaikki-ru,CC BY-SA 4.0
zu-adv:3,zu-adv,указывает на продолжение какого-л. действия,,kaikki-ru,CC BY-SA 4.0
zu-adv:4,zu-adv,разг. в хлам (пьян),,kaikki-ru,CC BY-SA 4.0
zu-part:1,zu-part,слишком (усилительная частица),,kaikki-ru,CC BY-SA 4.0
zu-part:2,zu-part,частица перед инфинитивом,,kaikki-ru,CC BY-SA 4.0
zu-part:3,zu-part,частица перед причастием I,,kaikki-ru,CC BY-SA 4.0
spaet-noun:1,spaet-noun,"поздний, запоздалый",,kaikki-ru,CC BY-SA 4.0
spaet-adv:1,spaet-adv,поздно. — Всё остальное мы можем обсудить позже.,,kaikki-ru,CC BY-SA 4.0
wer-noun:1,wer-noun,(вопросительное местоимение) кто?,,kaikki-ru,CC BY-SA 4.0
wer-noun:2,wer-noun,(относительное местоимение) кто,,kaikki-ru,CC BY-SA 4.0
ich:1,ich,я,,kaikki-ru,CC BY-SA 4.0
lieb:1,lieb,"милый, дорогой, любимый",,kaikki-ru,CC BY-SA 4.0
lieb:2,lieb,"приятный, очаровательный, прелестный",,kaikki-ru,CC BY-SA 4.0
leise:1,leise,тихий; едва слышный,,kaikki-ru,CC BY-SA 4.0
leise:2,leise,"лёгкий; едва заметный, слабый",,kaikki-ru,CC BY-SA 4.0
jetzt:1,jetzt,"теперь, сейчас, ныне",,kaikki-ru,CC BY-SA 4.0
dich:1,dich,тебя,,kaikki-ru,CC BY-SA 4.0
sie:1,sie,она,,kaikki-ru,CC BY-SA 4.0
sie:2,sie,они,,kaikki-ru,CC BY-SA 4.0
sie:3,sie,форма винительного падежа местоимения sie,,kaikki-ru,CC BY-SA 4.0
fuss:1,fuss,"анат. нога, ступня, стопа; нога, лапа (животного, птицы)",,kaikki-ru,CC BY-SA 4.0
fuss:2,fuss,"ножка (например, стола, стула)",,kaikki-ru,CC BY-SA 4.0
fuss:3,fuss,"подножие, основание (например, горы); цоколь; пьедестал (памятника и т. п.)",,kaikki-ru,CC BY-SA 4.0
fuss:4,fuss,матем. основание,,kaikki-ru,CC BY-SA 4.0
fuss:5,fuss,филол. стопа (стихотворная),,kaikki-ru,CC BY-SA 4.0
fuss:6,fuss,фут (мера длины),,kaikki-ru,CC BY-SA 4.0
wo:1,wo,где,,kaikki-ru,CC BY-SA 4.0
wohin:1,wohin,куда?,,kaikki-ru,CC BY-SA 4.0
fussball:1,fussball,спорт. футбол,,kaikki-ru,CC BY-SA 4.0
fussball:2,fussball,спорт. футбольный мяч,,kaikki-ru,CC BY-SA 4.0
oben:1,oben,"вверху, наверху, сверху.",,kaikki-ru,CC BY-SA 4.0
unten:1,unten,"внизу, снизу.",,kaikki-ru,CC BY-SA 4.0
links:1,links,(при указании места — где?) слева.,,kaikki-ru,CC BY-SA 4.0
links:2,links,"(при указании направления — куда?) налево, влево.",,kaikki-ru,CC BY-SA 4.0
links:3,links,наизнанку (о вязании или шитье).,,kaikki-ru,CC BY-SA 4.0
jung:1,jung,молодой,,kaikki-ru,CC BY-SA 4.0
viel-adv:1,viel-adv,много,,kaikki-ru,CC BY-SA 4.0
oft:1,oft,часто,,kaikki-ru,CC BY-SA 4.0
lang:1,lang,длинный,,kaikki-ru,CC BY-SA 4.0
lang:2,lang,"долгий, продолжительный",,kaikki-ru,CC BY-SA 4.0
muede:1,muede,"усталый, уставший, утомлённый",,kaikki-ru,CC BY-SA 4.0
muede:2,muede,истощённый (о почве),,kaikki-ru,CC BY-SA 4.0
muede:3,muede,металл. усталый (о металле),,kaikki-ru,CC BY-SA 4.0
einfach:1,einfach,простой (не сложный),,kaikki-ru,CC BY-SA 4.0
einfach:2,einfach,"одинарный (не двойной), однократный",,kaikki-ru,CC BY-SA 4.0
einfach:3,einfach,"простой, обыкновенный; рядовой, скромный",,kaikki-ru,CC BY-SA 4.0
einfach:4,einfach,"простой, несложный, лёгкий, нетрудный",,kaikki-ru,CC BY-SA 4.0
einfach-adv:1,einfach-adv,"просто, обыкновенно",,kaikki-ru,CC BY-SA 4.0
einfach-adv:2,einfach-adv,"просто, легко",,kaikki-ru,CC BY-SA 4.0
einfach-adv:3,einfach-adv,"просто, просто-напросто",,kaikki-ru,CC BY-SA 4.0
klein:1,klein,"маленький, малый, небольшой, мелкий",,kaikki-ru,CC BY-SA 4.0
klein:2,klein,"маленький, младший, малолетний",,kaikki-ru,CC BY-SA 4.0
klein:3,klein,"маленький, непродолжительный",,kaikki-ru,CC BY-SA 4.0
klein:4,klein,"небольшой, незначительный, неважный",,kaikki-ru,CC BY-SA 4.0
klein:5,klein,"скромный, небольшой, простой",,kaikki-ru,CC BY-SA 4.0
klein:6,klein,"небольшой, несильный",,kaikki-ru,CC BY-SA 4.0
klein:7,klein,"мелкий, ничтожный",,kaikki-ru,CC BY-SA 4.0
klein:8,klein,"малый, малочисленный",,kaikki-ru,CC BY-SA 4.0
nur:1,nur,"только, лишь, всего",,kaikki-ru,CC BY-SA 4.0
nur:2,nur,так и (выражает усиление),,kaikki-ru,CC BY-SA 4.0
und:1,und,и,,kaikki-ru,CC BY-SA 4.0
und:2,und,а,,kaikki-ru,CC BY-SA 4.0
krank:1,krank,больной,,kaikki-ru,CC BY-SA 4.0
schwer:1,schwer,"тяжёлый; тяжеловесный, массивный",,kaikki-ru,CC BY-SA 4.0
schwer:2,schwer,"тяжёлый, трудный; сложный",,kaikki-ru,CC BY-SA 4.0
schwer:3,schwer,"тяжёлый, тяжкий, серьёзный",,kaikki-ru,CC BY-SA 4.0
schwer:4,schwer,"насыщенный, крепкий",,kaikki-ru,CC BY-SA 4.0
schwer:5,schwer,"тяжёлый, тягостный; грустный",,kaikki-ru,CC BY-SA 4.0
immer:1,immer,"всегда, постоянно; каждый раз",,kaikki-ru,CC BY-SA 4.0
immer:2,immer,всё,,kaikki-ru,CC BY-SA 4.0
morgen:1,morgen,завтра,,kaikki-ru,CC BY-SA 4.0
wie:1,wie,"как, насколько",,kaikki-ru,CC BY-SA 4.0
wie:2,wie,"Также используется в нестандартных значениях «чем» и «когда» (в таких значениях не используется в официальной и формальной речи, средствах массовой информации, вместо этого в стандартной речи используется als).",,kaikki-ru,CC BY-SA 4.0
wie-conj:1,wie-conj,как (при сравнении или в значении насколько),,kaikki-ru,CC BY-SA 4.0
wie-conj:2,wie-conj,"как-то, как например, а именно (используется для приведения примера или иллюстрации)",,kaikki-ru,CC BY-SA 4.0
wie-conj:3,wie-conj,равно как (и),,kaikki-ru,CC BY-SA 4.0
rechts:1,rechts,"справа, направо; вправо, правее, на правой стороне; по правой стороне",,kaikki-ru,CC BY-SA 4.0
hobby:1,hobby,"хобби, увлечение",,kaikki-ru,CC BY-SA 4.0
leider:1,leider,к сожалению,,kaikki-ru,CC BY-SA 4.0
leider:2,leider,увы,,kaikki-ru,CC BY-SA 4.0
strasse:1,strasse,улица,,kaikki-ru,CC BY-SA 4.0
strasse:2,strasse,"дорога, шоссе",,kaikki-ru,CC BY-SA 4.0
strasse:3,strasse,геогр. пролив,,kaikki-ru,CC BY-SA 4.0
strasse:4,strasse,техн. линия прокатного стана; прокатный стан,,kaikki-ru,CC BY-SA 4.0
strasse:5,strasse,техн. автоматическая линия,,kaikki-ru,CC BY-SA 4.0
guenstig:1,guenstig,благоприятный; благосклонный,,kaikki-ru,CC BY-SA 4.0
guenstig:2,guenstig,выгодный,,kaikki-ru,CC BY-SA 4.0
geradeaus:1,geradeaus,"прямо, напрямик",,kaikki-ru,CC BY-SA 4.0
apartment:1,apartment,"квартира, жилище (только меблированное, сдаваемое внаём на короткий срок)",,kaikki-ru,CC BY-SA 4.0
gueltig:1,gueltig,"действительный, законный",,kaikki-ru,CC BY-SA 4.0
gueltig:2,gueltig,матем. значащий (о цифрах),,kaikki-ru,CC BY-SA 4.0
nie:1,nie,никогда,,kaikki-ru,CC BY-SA 4.0
nie:2,nie,нет,,kaikki-ru,CC BY-SA 4.0
druecken:1,druecken,"давить, жать",,kaikki-ru,CC BY-SA 4.0
druecken:2,druecken,"давить, угнетать, тяготить, притеснять",,kaikki-ru,CC BY-SA 4.0
druecken:3,druecken,экон. сбивать (цены); оказывать давление (на рынок),,kaikki-ru,CC BY-SA 4.0
druecken:4,druecken,перекрывать (рекорд),,kaikki-ru,CC BY-SA 4.0
druecken:5,druecken,авиац. вести на снижение (самолёт),,kaikki-ru,CC BY-SA 4.0
druecken:6,druecken,карт. сбрасывать (карты),,kaikki-ru,CC BY-SA 4.0
noch:1,noch,ещё; по-прежнему; пока; всё ещё,,kaikki-ru,CC BY-SA 4.0
noch:2,noch,"ещё, когда-нибудь",,kaikki-ru,CC BY-SA 4.0
noch:3,noch,"ещё, не позднее, только (о времени)",,kaikki-ru,CC BY-SA 4.0
noch:4,noch,"ещё, сверх того, кроме; дополнительно",,kaikki-ru,CC BY-SA 4.0
noch:5,noch,ещё (обозначает усиление при сравнительной степени),,kaikki-ru,CC BY-SA 4.0
noch:6,noch,"в уступительных оборотах и предложениях сколько бы, как бы, когда бы и т. п.",,kaikki-ru,CC BY-SA 4.0
oder:1,oder,"или, или... или, либо... либо",,kaikki-ru,CC BY-SA 4.0
oder:2,oder,"или, не так ли",,kaikki-ru,CC BY-SA 4.0
oder:3,oder,"или, то есть",,kaikki-ru,CC BY-SA 4.0
schon:1,schon,уже́,,kaikki-ru,CC BY-SA 4.0
schon:2,schon,пожар,,kaikki-ru,CC BY-SA 4.0
schon:3,schon,"ну, же",,kaikki-ru,CC BY-SA 4.0
schon:4,schon,"наверное, по-видимому; конечно (выражает надежду, уверенность)",,kaikki-ru,CC BY-SA 4.0
schon:5,schon,"уж, даже",,kaikki-ru,CC BY-SA 4.0
schon:6,schon,пусть; хоть,,kaikki-ru,CC BY-SA 4.0
schon:7,schon,"уже, только, хоть",,kaikki-ru,CC BY-SA 4.0
mehr-adv:1,mehr-adv,"больше, более (сравн. от viel)",,kaikki-ru,CC BY-SA 4.0
mehr-adv:2,mehr-adv,ещё,,kaikki-ru,CC BY-SA 4.0
mehr-adv:3,mehr-adv,"уже не, больше не",,kaikki-ru,CC BY-SA 4.0
mehr-adv:4,mehr-adv,"скорее, больше, в большей степени",,kaikki-ru,CC BY-SA 4.0
mehr-adv:5,mehr-adv,диал. снова; всё ещё,,kaikki-ru,CC BY-SA 4.0
seit-prep:1,seit-prep,"с, от, начиная с",,kaikki-ru,CC BY-SA 4.0
seit-prep:2,seit-prep,с тех пор как,,kaikki-ru,CC BY-SA 4.0
sehr:1,sehr,"очень, весьма; крайне",,kaikki-ru,CC BY-SA 4.0
wenig-pron:1,wenig-pron,"мало, немного; немногие; немногое",,kaikki-ru,CC BY-SA 4.0
