id,lexeme,infinitive,pronoun,form,translation
de:kaufen:praes.3sg:produce,kaufen,kaufen,er,kauft,покупать
de:kaufen:praes.1pl:produce,kaufen,kaufen,wir,kaufen,покупать
de:kaufen:praes.2pl:produce,kaufen,kaufen,ihr,kauft,покупать
de:kennen:praes.1sg:produce,kennen,kennen,ich,kenne,знать
de:kennen:praes.2sg:produce,kennen,kennen,du,kennst,знать
de:kennen:praes.3sg:produce,kennen,kennen,er,kennt,знать
de:kennen:praes.1pl:produce,kennen,kennen,wir,kennen,знать
de:kennen:praes.2pl:produce,kennen,kennen,ihr,kennt,знать
de:kennenlernen:praes.1sg:produce,kennenlernen,kennenlernen,ich,lerne kennen,ознакомляться
de:kennenlernen:praes.2sg:produce,kennenlernen,kennenlernen,du,lernst kennen,ознакомляться
de:kennenlernen:praes.3sg:produce,kennenlernen,kennenlernen,er,lernt kennen,ознакомляться
de:kennenlernen:praes.1pl:produce,kennenlernen,kennenlernen,wir,lernen kennen,ознакомляться
de:kennenlernen:praes.2pl:produce,kennenlernen,kennenlernen,ihr,lernt kennen,ознакомляться
de:kochen:praes.1sg:produce,kochen,kochen,ich,koche,варить
de:kochen:praes.2sg:produce,kochen,kochen,du,kochst,варить
de:kochen:praes.3sg:produce,kochen,kochen,er,kocht,варить
de:kochen:praes.1pl:produce,kochen,kochen,wir,kochen,варить
de:kochen:praes.2pl:produce,kochen,kochen,ihr,kocht,варить
de:koennen:praes.1sg:produce,koennen,können,ich,kann,мочь
de:koennen:praes.2sg:produce,koennen,können,du,kannst,мочь
de:koennen:praes.3sg:produce,koennen,können,er,kann,мочь
de:koennen:praes.1pl:produce,koennen,können,wir,können,мочь
de:koennen:praes.2pl:produce,koennen,können,ihr,könnt,мочь
de:kommen:praes.1sg:produce,kommen,kommen,ich,komme,приходить
de:kommen:praes.2sg:produce,kommen,kommen,du,kommst,приходить
de:kommen:praes.3sg:produce,kommen,kommen,er,kommt,приходить
de:kommen:praes.1pl:produce,kommen,kommen,wir,kommen,приходить
de:kommen:praes.2pl:produce,kommen,kommen,ihr,kommt,приходить
de:kosten:praes.1sg:produce,kosten,kosten,ich,koste,стоить
de:kosten:praes.2sg:produce,kosten,kosten,du,kostest,стоить
de:kosten:praes.3sg:produce,kosten,kosten,er,kostet,стоить
de:kosten:praes.1pl:produce,kosten,kosten,wir,kosten,стоить
de:kosten:praes.2pl:produce,kosten,kosten,ihr,kostet,стоить
de:kriegen:praes.1sg:produce,kriegen,kriegen,ich,kriege,получать
de:kriegen:praes.2sg:produce,kriegen,kriegen,du,kriegst,получать
de:kriegen:praes.3sg:produce,kriegen,kriegen,er,kriegt,получать
de:kriegen:praes.1pl:produce,kriegen,kriegen,wir,kriegen,получать
de:kriegen:praes.2pl:produce,kriegen,kriegen,ihr,kriegt,получать
de:lachen:praes.1sg:produce,lachen,lachen,ich,lache,смеяться
de:lachen:praes.2sg:produce,lachen,lachen,du,lachst,смеяться
de:lachen:praes.3sg:produce,lachen,lachen,er,lacht,смеяться
de:lachen:praes.1pl:produce,lachen,lachen,wir,lachen,смеяться
de:lachen:praes.2pl:produce,lachen,lachen,ihr,lacht,смеяться
de:laufen:praes.1sg:produce,laufen,laufen,ich,laufe,бегать
de:laufen:praes.1pl:produce,laufen,laufen,wir,laufen,бегать
de:laufen:praes.2pl:produce,laufen,laufen,ihr,lauft,бегать
de:leben:praes.1sg:produce,leben,leben,ich,lebe,жить
de:leben:praes.2sg:produce,leben,leben,du,lebst,жить
de:leben:praes.3sg:produce,leben,leben,er,lebt,жить
de:leben:praes.1pl:produce,leben,leben,wir,leben,жить
de:leben:praes.2pl:produce,leben,leben,ihr,lebt,жить
de:legen:praes.1sg:produce,legen,legen,ich,lege,класть
de:legen:praes.2sg:produce,legen,legen,du,legst,класть
de:legen:praes.3sg:produce,legen,legen,er,legt,класть
de:legen:praes.1pl:produce,legen,legen,wir,legen,класть
de:legen:praes.2pl:produce,legen,legen,ihr,legt,класть
de:lernen:praes.1sg:produce,lernen,lernen,ich,lerne,учиться
de:lernen:praes.2sg:produce,lernen,lernen,du,lernst,учиться
de:lernen:praes.3sg:produce,lernen,lernen,er,lernt,учиться
de:lernen:praes.1pl:produce,lernen,lernen,wir,lernen,учиться
de:lernen:praes.2pl:produce,lernen,lernen,ihr,lernt,учиться
de:lesen:praes.1sg:produce,lesen,lesen,ich,lese,читать
de:lesen:praes.3sg:produce,lesen,lesen,er,liest,читать
de:lesen:praes.1pl:produce,lesen,lesen,wir,lesen,читать
de:lesen:praes.2pl:produce,lesen,lesen,ihr,lest,читать
de:lieben:praes.1sg:produce,lieben,lieben,ich,liebe,любить
de:lieben:praes.2sg:produce,lieben,lieben,du,liebst,любить
de:lieben:praes.3sg:produce,lieben,lieben,er,liebt,любить
de:lieben:praes.1pl:produce,lieben,lieben,wir,lieben,любить
de:lieben:praes.2pl:produce,lieben,lieben,ihr,liebt,любить
de:liegen:praes.1sg:produce,liegen,liegen,ich,liege,лежать
de:liegen:praes.2sg:produce,liegen,liegen,du,liegst,лежать
de:liegen:praes.3sg:produce,liegen,liegen,er,liegt,лежать
de:liegen:praes.1pl:produce,liegen,liegen,wir,liegen,лежать
de:liegen:praes.2pl:produce,liegen,liegen,ihr,liegt,лежать
de:machen:praes.1sg:produce,machen,machen,ich,mache,делать
de:machen:praes.2sg:produce,machen,machen,du,machst,делать
de:machen:praes.3sg:produce,machen,machen,er,macht,делать
de:machen:praes.1pl:produce,machen,machen,wir,machen,делать
de:machen:praes.2pl:produce,machen,machen,ihr,macht,делать
de:mieten:praes.1sg:produce,mieten,mieten,ich,miete,арендовать
de:mieten:praes.2sg:produce,mieten,mieten,du,mietest,арендовать
de:mieten:praes.3sg:produce,mieten,mieten,er,mietet,арендовать
de:mieten:praes.1pl:produce,mieten,mieten,wir,mieten,арендовать
de:mieten:praes.2pl:produce,mieten,mieten,ihr,mietet,арендовать
de:mitbringen:praes.1sg:produce,mitbringen,mitbringen,ich,bringe mit,принести
de:mitbringen:praes.2sg:produce,mitbringen,mitbringen,du,bringst mit,принести
de:mitbringen:praes.3sg:produce,mitbringen,mitbringen,er,bringt mit,принести
de:mitbringen:praes.1pl:produce,mitbringen,mitbringen,wir,bringen mit,принести
de:mitbringen:praes.2pl:produce,mitbringen,mitbringen,ihr,bringt mit,принести
de:mitkommen:praes.1sg:produce,mitkommen,mitkommen,ich,komme mit,приходить
de:mitkommen:praes.2sg:produce,mitkommen,mitkommen,du,kommst mit,приходить
de:mitkommen:praes.3sg:produce,mitkommen,mitkommen,er,kommt mit,приходить
de:mitkommen:praes.1pl:produce,mitkommen,mitkommen,wir,kommen mit,приходить
de:mitkommen:praes.2pl:produce,mitkommen,mitkommen,ihr,kommt mit,приходить
de:mitmachen:praes.1sg:produce,mitmachen,mitmachen,ich,mache mit,участвовать
de:mitmachen:praes.2sg:produce,mitmachen,mitmachen,du,machst mit,участвовать
de:mitmachen:praes.3sg:produce,mitmachen,mitmachen,er,macht mit,участвовать
de:mitmachen:praes.1pl:produce,mitmachen,mitmachen,wir,machen mit,участвовать
de:mitmachen:praes.2pl:produce,mitmachen,mitmachen,ihr,macht mit,участвовать
de:mitnehmen:praes.1sg:produce,mitnehmen,mitnehmen,ich,nehme mit,брать   с собой
de:mitnehmen:praes.2sg:produce,mitnehmen,mitnehmen,du,nimmst mit,брать   с собой
de:mitnehmen:praes.3sg:produce,mitnehmen,mitnehmen,er,nimmt mit,брать   с собой
de:mitnehmen:praes.1pl:produce,mitnehmen,mitnehmen,wir,nehmen mit,брать   с собой
de:mitnehmen:praes.2pl:produce,mitnehmen,mitnehmen,ihr,nehmt mit,брать   с собой
de:moegen:praes.1sg:produce,moegen,mögen,ich,mag,нравиться
de:moegen:praes.2sg:produce,moegen,mögen,du,magst,нравиться
de:moegen:praes.3sg:produce,moegen,mögen,er,mag,нравиться
de:moegen:praes.1pl:produce,moegen,mögen,wir,mögen,нравиться
de:moegen:praes.2pl:produce,moegen,mögen,ihr,mögt,нравиться
de:muessen:praes.1sg:produce,muessen,müssen,ich,muss,быть должным
de:muessen:praes.2sg:produce,muessen,müssen,du,musst,быть должным
de:muessen:praes.3sg:produce,muessen,müssen,er,muss,быть должным
de:muessen:praes.1pl:produce,muessen,müssen,wir,müssen,быть должным
de:muessen:praes.2pl:produce,muessen,müssen,ihr,müsst,быть должным
de:nehmen:praes.1sg:produce,nehmen,nehmen,ich,nehme,брать
de:nehmen:praes.1pl:produce,nehmen,nehmen,wir,nehmen,брать
de:nehmen:praes.2pl:produce,nehmen,nehmen,ihr,nehmt,брать
de:oeffnen:praes.1sg:produce,oeffnen,öffnen,ich,öffne,открывать
de:oeffnen:praes.2sg:produce,oeffnen,öffnen,du,öffnest,открывать
de:oeffnen:praes.3sg:produce,oeffnen,öffnen,er,öffnet,открывать
de:oeffnen:praes.1pl:produce,oeffnen,öffnen,wir,öffnen,открывать
de:oeffnen:praes.2pl:produce,oeffnen,öffnen,ihr,öffnet,открывать
de:rauchen:praes.1sg:produce,rauchen,rauchen,ich,rauche,курить
de:rauchen:praes.2sg:produce,rauchen,rauchen,du,rauchst,курить
de:rauchen:praes.3sg:produce,rauchen,rauchen,er,raucht,курить
de:rauchen:praes.1pl:produce,rauchen,rauchen,wir,rauchen,курить
de:rauchen:praes.2pl:produce,rauchen,rauchen,ihr,raucht,курить
de:reisen:praes.1sg:produce,reisen,reisen,ich,reise,путешествовать
de:reisen:praes.2sg:produce,reisen,reisen,du,reist,путешествовать
de:reisen:praes.3sg:produce,reisen,reisen,er,reist,путешествовать
de:reisen:praes.1pl:produce,reisen,reisen,wir,reisen,путешествовать
de:reisen:praes.2pl:produce,reisen,reisen,ihr,reist,путешествовать
de:reparieren:praes.1sg:produce,reparieren,reparieren,ich,repariere,чинить
de:reparieren:praes.2sg:produce,reparieren,reparieren,du,reparierst,чинить
de:reparieren:praes.3sg:produce,reparieren,reparieren,er,repariert,чинить
de:reparieren:praes.1pl:produce,reparieren,reparieren,wir,reparieren,чинить
de:reparieren:praes.2pl:produce,reparieren,reparieren,ihr,repariert,чинить
de:riechen:praes.1sg:produce,riechen,riechen,ich,rieche,чуять запах
de:riechen:praes.2sg:produce,riechen,riechen,du,riechst,чуять запах
de:riechen:praes.3sg:produce,riechen,riechen,er,riecht,чуять запах
de:riechen:praes.1pl:produce,riechen,riechen,wir,riechen,чуять запах
de:riechen:praes.2pl:produce,riechen,riechen,ihr,riecht,чуять запах
de:sagen:praes.1sg:produce,sagen,sagen,ich,sage,сказать
de:sagen:praes.2sg:produce,sagen,sagen,du,sagst,сказать
de:sagen:praes.3sg:produce,sagen,sagen,er,sagt,сказать
de:sagen:praes.1pl:produce,sagen,sagen,wir,sagen,сказать
de:sagen:praes.2pl:produce,sagen,sagen,ihr,sagt,сказать
de:scheinen:praes.1sg:produce,scheinen,scheinen,ich,scheine,светить
de:scheinen:praes.2sg:produce,scheinen,scheinen,du,scheinst,светить
de:scheinen:praes.3sg:produce,scheinen,scheinen,er,scheint,светить
de:scheinen:praes.1pl:produce,scheinen,scheinen,wir,scheinen,светить
de:scheinen:praes.2pl:produce,scheinen,scheinen,ihr,scheint,светить
de:schicken:praes.1sg:produce,schicken,schicken,ich,schicke,посылать
de:schicken:praes.2sg:produce,schicken,schicken,du,schickst,посылать
de:schicken:praes.3sg:produce,schicken,schicken,er,schickt,посылать
de:schicken:praes.1pl:produce,schicken,schicken,wir,schicken,посылать
de:schicken:praes.2pl:produce,schicken,schicken,ihr,schickt,посылать
de:schlafen:praes.1sg:produce,schlafen,schlafen,ich,schlafe,спать
de:schlafen:praes.1pl:produce,schlafen,schlafen,wir,schlafen,спать
de:schlafen:praes.2pl:produce,schlafen,schlafen,ihr,schlaft,спать
de:schliessen:praes.1sg:produce,schliessen,schließen,ich,schließe,закрывать
de:schliessen:praes.2sg:produce,schliessen,schließen,du,schließt,закрывать
de:schliessen:praes.3sg:produce,schliessen,schließen,er,schließt,закрывать
de:schliessen:praes.1pl:produce,schliessen,schließen,wir,schließen,закрывать
de:schliessen:praes.2pl:produce,schliessen,schließen,ihr,schließt,закрывать
de:schmecken:praes.1sg:produce,schmecken,schmecken,ich,schmecke,пробовать на вкус
de:schmecken:praes.2sg:produce,schmecken,schmecken,du,schmeckst,пробовать на вкус
de:schmecken:praes.3sg:produce,schmecken,schmecken,er,schmeckt,пробовать на вкус
de:schmecken:praes.1pl:produce,schmecken,schmecken,wir,schmecken,пробовать на вкус
de:schmecken:praes.2pl:produce,schmecken,schmecken,ihr,schmeckt,пробовать на вкус
de:schreiben:praes.1sg:produce,schreiben,schreiben,ich,schreibe,писать
de:schreiben:praes.2sg:produce,schreiben,schreiben,du,schreibst,писать
de:schreiben:praes.3sg:produce,schreiben,schreiben,er,schreibt,писать
de:schreiben:praes.1pl:produce,schreiben,schreiben,wir,schreiben,писать
de:schreiben:praes.2pl:produce,schreiben,schreiben,ihr,schreibt,писать
de:schwimmen:praes.1sg:produce,schwimmen,schwimmen,ich,schwimme,плавать
de:schwimmen:praes.2sg:produce,schwimmen,schwimmen,du,schwimmst,плавать
de:schwimmen:praes.3sg:produce,schwimmen,schwimmen,er,schwimmt,плавать
de:schwimmen:praes.1pl:produce,schwimmen,schwimmen,wir,schwimmen,плавать
de:schwimmen:praes.2pl:produce,schwimmen,schwimmen,ihr,schwimmt,плавать
de:sehen:praes.1sg:produce,sehen,sehen,ich,sehe,смотреть
de:sehen:praes.1pl:produce,sehen,sehen,wir,sehen,смотреть
de:sehen:praes.2pl:produce,sehen,sehen,ihr,seht,смотреть
de:sein:praes.1pl:produce,sein,sein,wir,sind,быть
de:sein:praes.2pl:produce,sein,sein,ihr,seid,быть
de:sitzen:praes.1sg:produce,sitzen,sitzen,ich,sitze,сидеть
de:sitzen:praes.2sg:produce,sitzen,sitzen,du,sitzt,сидеть
de:sitzen:praes.3sg:produce,sitzen,sitzen,er,sitzt,сидеть
de:sitzen:praes.1pl:produce,sitzen,sitzen,wir,sitzen,сидеть
de:sitzen:praes.2pl:produce,sitzen,sitzen,ihr,sitzt,сидеть
de:sollen:praes.1sg:produce,sollen,sollen,ich,soll,следует
de:sollen:praes.2sg:produce,sollen,sollen,du,sollst,следует
de:sollen:praes.3sg:produce,sollen,sollen,er,soll,следует
de:sollen:praes.1pl:produce,sollen,sollen,wir,sollen,следует
de:sollen:praes.2pl:produce,sollen,sollen,ihr,sollt,следует
de:spielen:praes.1sg:produce,spielen,spielen,ich,spiele,играть
de:spielen:praes.2sg:produce,spielen,spielen,du,spielst,играть
de:spielen:praes.3sg:produce,spielen,spielen,er,spielt,играть
de:spielen:praes.1pl:produce,spielen,spielen,wir,spielen,играть
de:spielen:praes.2pl:produce,spielen,spielen,ihr,spielt,играть
de:sprechen:praes.1sg:produce,sprechen,sprechen,ich,spreche,говорить
de:sprechen:praes.1pl:produce,sprechen,sprechen,wir,sprechen,говорить
de:sprechen:praes.2pl:produce,sprechen,sprechen,ihr,sprecht,говорить
de:stehen:praes.1sg:produce,stehen,stehen,ich,stehe,стоять
de:stehen:praes.2sg:produce,stehen,stehen,du,stehst,стоять
de:stehen:praes.3sg:produce,stehen,stehen,er,steht,стоять
de:stehen:praes.1pl:produce,stehen,stehen,wir,stehen,стоять
de:stehen:praes.2pl:produce,stehen,stehen,ihr,steht,стоять
de:stellen:praes.1sg:produce,stellen,stellen,ich,stelle,ставить
de:stellen:praes.2sg:produce,stellen,stellen,du,stellst,ставить
de:stellen:praes.3sg:produce,stellen,stellen,er,stellt,ставить
de:stellen:praes.1pl:produce,stellen,stellen,wir,stellen,ставить
de:stellen:praes.2pl:produce,stellen,stellen,ihr,stellt,ставить
de:studieren:praes.1sg:produce,studieren,studieren,ich,studiere,изучать
de:studieren:praes.2sg:produce,studieren,studieren,du,studierst,изучать
de:studieren:praes.3sg:produce,studieren,studieren,er,studiert,изучать
de:studieren:praes.1pl:produce,studieren,studieren,wir,studieren,изучать
de:studieren:praes.2pl:produce,studieren,studieren,ihr,studiert,изучать
de:suchen:praes.1sg:produce,suchen,suchen,ich,suche,искать
de:suchen:praes.2sg:produce,suchen,suchen,du,suchst,искать
de:suchen:praes.3sg:produce,suchen,suchen,er,sucht,искать
de:suchen:praes.1pl:produce,suchen,suchen,wir,suchen,искать
de:suchen:praes.2pl:produce,suchen,suchen,ihr,sucht,искать
de:tanzen:praes.1sg:produce,tanzen,tanzen,ich,tanze,танцевать
de:tanzen:praes.2sg:produce,tanzen,tanzen,du,tanzt,танцевать
de:tanzen:praes.3sg:produce,tanzen,tanzen,er,tanzt,танцевать
de:tanzen:praes.1pl:produce,tanzen,tanzen,wir,tanzen,танцевать
de:tanzen:praes.2pl:produce,tanzen,tanzen,ihr,tanzt,танцевать
de:telefonieren:praes.1sg:produce,telefonieren,telefonieren,ich,telefoniere,говорить по телефону
de:telefonieren:praes.2sg:produce,telefonieren,telefonieren,du,telefonierst,говорить по телефону
de:telefonieren:praes.3sg:produce,telefonieren,telefonieren,er,telefoniert,говорить по телефону
de:telefonieren:praes.1pl:produce,telefonieren,telefonieren,wir,telefonieren,говорить по телефону
de:telefonieren:praes.2pl:produce,telefonieren,telefonieren,ihr,telefoniert,говорить по телефону
de:trinken:praes.1sg:produce,trinken,trinken,ich,trinke,пить
de:trinken:praes.2sg:produce,trinken,trinken,du,trinkst,пить
de:trinken:praes.3sg:produce,trinken,trinken,er,trinkt,пить
de:trinken:praes.1pl:produce,trinken,trinken,wir,trinken,пить
de:trinken:praes.2pl:produce,trinken,trinken,ihr,trinkt,пить
de:tun:praes.1sg:produce,tun,tun,ich,tue,делать
de:tun:praes.2sg:produce,tun,tun,du,tust,делать
de:tun:praes.3sg:produce,tun,tun,er,tut,делать
de:tun:praes.1pl:produce,tun,tun,wir,tun,делать
de:tun:praes.2pl:produce,tun,tun,ihr,tut,делать
de:uebernachten:praes.1sg:produce,uebernachten,übernachten,ich,übernachte,переночевать
de:uebernachten:praes.2sg:produce,uebernachten,übernachten,du,übernachtest,переночевать
de:uebernachten:praes.3sg:produce,uebernachten,übernachten,er,übernachtet,переночевать
de:uebernachten:praes.1pl:produce,uebernachten,übernachten,wir,übernachten,переночевать
de:uebernachten:praes.2pl:produce,uebernachten,übernachten,ihr,übernachtet,переночевать
de:ueberweisen:praes.1sg:produce,ueberweisen,überweisen,ich,überweise,переводить
de:ueberweisen:praes.2sg:produce,ueberweisen,überweisen,du,überweist,переводить
de:ueberweisen:praes.3sg:produce,ueberweisen,überweisen,er,überweist,переводить
de:ueberweisen:praes.1pl:produce,ueberweisen,überweisen,wir,überweisen,переводить
de:ueberweisen:praes.2pl:produce,ueberweisen,überweisen,ihr,überweist,переводить
de:umziehen:praes.1sg:produce,umziehen,umziehen,ich,ziehe um,переезжать
de:umziehen:praes.2sg:produce,umziehen,umziehen,du,ziehst um,переезжать
de:umziehen:praes.3sg:produce,umziehen,umziehen,er,zieht um,переезжать
de:umziehen:praes.1pl:produce,umziehen,umziehen,wir,ziehen um,переезжать
de:umziehen:praes.2pl:produce,umziehen,umziehen,ihr,zieht um,переезжать
de:unterschreiben:praes.1sg:produce,unterschreiben,unterschreiben,ich,unterschreibe,подписывать
de:unterschreiben:praes.2sg:produce,unterschreiben,unterschreiben,du,unterschreibst,подписывать
de:unterschreiben:praes.3sg:produce,unterschreiben,unterschreiben,er,unterschreibt,подписывать
de:unterschreiben:praes.1pl:produce,unterschreiben,unterschreiben,wir,unterschreiben,подписывать
de:unterschreiben:praes.2pl:produce,unterschreiben,unterschreiben,ihr,unterschreibt,подписывать
de:verdienen:praes.1sg:produce,verdienen,verdienen,ich,verdiene,зарабатывать
de:verdienen:praes.2sg:produce,verdienen,verdienen,du,verdienst,зарабатывать
de:verdienen:praes.3sg:produce,verdienen,verdienen,er,verdient,зарабатывать
de:verdienen:praes.1pl:produce,verdienen,verdienen,wir,verdienen,зарабатывать
de:verdienen:praes.2pl:produce,verdienen,verdienen,ihr,verdient,зарабатывать
de:verkaufen:praes.1sg:produce,verkaufen,verkaufen,ich,verkaufe,продавать
de:verkaufen:praes.2sg:produce,verkaufen,verkaufen,du,verkaufst,продавать
de:verkaufen:praes.3sg:produce,verkaufen,verkaufen,er,verkauft,продавать
de:verkaufen:praes.1pl:produce,verkaufen,verkaufen,wir,verkaufen,продавать
de:verkaufen:praes.2pl:produce,verkaufen,verkaufen,ihr,verkauft,продавать
de:vermieten:praes.1sg:produce,vermieten,vermieten,ich,vermiete,сдавать внаём
de:vermieten:praes.2sg:produce,vermieten,vermieten,du,vermietest,сдавать внаём
de:vermieten:praes.3sg:produce,vermieten,vermieten,er,vermietet,сдавать внаём
de:vermieten:praes.1pl:produce,vermieten,vermieten,wir,vermieten,сдавать внаём
de:vermieten:praes.2pl:produce,vermieten,vermieten,ihr,vermietet,сдавать внаём
de:verstehen:praes.1sg:produce,verstehen,verstehen,ich,verstehe,понимать
de:verstehen:praes.2sg:produce,verstehen,verstehen,du,verstehst,понимать
de:verstehen:praes.3sg:produce,verstehen,verstehen,er,versteht,понимать
de:verstehen:praes.1pl:produce,verstehen,verstehen,wir,verstehen,понимать
de:verstehen:praes.2pl:produce,verstehen,verstehen,ihr,versteht,понимать
de:wandern:praes.1sg:produce,wandern,wandern,ich,wandre,путешествовать
de:wandern:praes.2sg:produce,wandern,wandern,du,wanderst,путешествовать
de:wandern:praes.3sg:produce,wandern,wandern,er,wandert,путешествовать
de:wandern:praes.1pl:produce,wandern,wandern,wir,wandern,путешествовать
de:wandern:praes.2pl:produce,wandern,wandern,ihr,wandert,путешествовать
de:warten:praes.1sg:produce,warten,warten,ich,warte,ждать
de:warten:praes.2sg:produce,warten,warten,du,wartest,ждать
de:warten:praes.3sg:produce,warten,warten,er,wartet,ждать
de:warten:praes.1pl:produce,warten,warten,wir,warten,ждать
de:warten:praes.2pl:produce,warten,warten,ihr,wartet,ждать
de:werden:praes.1sg:produce,werden,werden,ich,werde,становиться
de:werden:praes.1pl:produce,werden,werden,wir,werden,становиться
de:werden:praes.2pl:produce,werden,werden,ihr,werdet,становиться
de:wiederholen:praes.1sg:produce,wiederholen,wiederholen,ich,wiederhole,повторять
de:wiederholen:praes.2sg:produce,wiederholen,wiederholen,du,wiederholst,повторять
de:wiederholen:praes.3sg:produce,wiederholen,wiederholen,er,wiederholt,повторять
de:wiederholen:praes.1pl:produce,wiederholen,wiederholen,wir,wiederholen,повторять
de:wiederholen:praes.2pl:produce,wiederholen,wiederholen,ihr,wiederholt,повторять
de:wissen:praes.1sg:produce,wissen,wissen,ich,weiß,знать
de:wissen:praes.2sg:produce,wissen,wissen,du,weißt,знать
de:wissen:praes.3sg:produce,wissen,wissen,er,weiß,знать
de:wissen:praes.1pl:produce,wissen,wissen,wir,wissen,знать
de:wissen:praes.2pl:produce,wissen,wissen,ihr,wisst,знать
de:wohnen:praes.1sg:produce,wohnen,wohnen,ich,wohne,жить
de:wohnen:praes.2sg:produce,wohnen,wohnen,du,wohnst,жить
de:wohnen:praes.3sg:produce,wohnen,wohnen,er,wohnt,жить
de:wohnen:praes.1pl:produce,wohnen,wohnen,wir,wohnen,жить
de:wohnen:praes.2pl:produce,wohnen,wohnen,ihr,wohnt,жить
de:wollen-verb:praes.1sg:produce,wollen-verb,wollen,ich,will,хотеть
de:wollen-verb:praes.2sg:produce,wollen-verb,wollen,du,willst,хотеть
de:wollen-verb:praes.3sg:produce,wollen-verb,wollen,er,will,хотеть
de:wollen-verb:praes.1pl:produce,wollen-verb,wollen,wir,wollen,хотеть
de:wollen-verb:praes.2pl:produce,wollen-verb,wollen,ihr,wollt,хотеть
de:zahlen:praes.1sg:produce,zahlen,zahlen,ich,zahle,платить
de:zahlen:praes.2sg:produce,zahlen,zahlen,du,zahlst,платить
de:zahlen:praes.3sg:produce,zahlen,zahlen,er,zahlt,платить
de:zahlen:praes.1pl:produce,zahlen,zahlen,wir,zahlen,платить
de:zahlen:praes.2pl:produce,zahlen,zahlen,ihr,zahlt,платить
de:abbiegen:praes.1sg:produce,abbiegen,abbiegen,ich,biege ab,отгибать
de:abbiegen:praes.2sg:produce,abbiegen,abbiegen,du,biegst ab,отгибать
de:abbiegen:praes.3sg:produce,abbiegen,abbiegen,er,biegt ab,отгибать
de:abbiegen:praes.1pl:produce,abbiegen,abbiegen,wir,biegen ab,отгибать
de:abbiegen:praes.2pl:produce,abbiegen,abbiegen,ihr,biegt ab,отгибать
de:abheben:praes.1sg:produce,abheben,abheben,ich,hebe ab,снимать
de:abheben:praes.2sg:produce,abheben,abheben,du,hebst ab,снимать
de:abheben:praes.3sg:produce,abheben,abheben,er,hebt ab,снимать
de:abheben:praes.1pl:produce,abheben,abheben,wir,heben ab,снимать
de:abheben:praes.2pl:produce,abheben,abheben,ihr,hebt ab,снимать
de:anziehen:praes.1sg:produce,anziehen,anziehen,ich,ziehe an,одевать
de:anziehen:praes.2sg:produce,anziehen,anziehen,du,ziehst an,одевать
de:anziehen:praes.3sg:produce,anziehen,anziehen,er,zieht an,одевать
de:anziehen:praes.1pl:produce,anziehen,anziehen,wir,ziehen an,одевать
de:anziehen:praes.2pl:produce,anziehen,anziehen,ihr,zieht an,одевать
de:aufraeumen:praes.1sg:produce,aufraeumen,aufräumen,ich,räume auf,убирать
de:aufraeumen:praes.2sg:produce,aufraeumen,aufräumen,du,räumst auf,убирать
de:aufraeumen:praes.3sg:produce,aufraeumen,aufräumen,er,räumt auf,убирать
de:aufraeumen:praes.1pl:produce,aufraeumen,aufräumen,wir,räumen auf,убирать
de:aufraeumen:praes.2pl:produce,aufraeumen,aufräumen,ihr,räumt auf,убирать
de:aufwachen:praes.1sg:produce,aufwachen,aufwachen,ich,wache auf,просыпа́ться
de:aufwachen:praes.2sg:produce,aufwachen,aufwachen,du,wachst auf,просыпа́ться
de:aufwachen:praes.3sg:produce,aufwachen,aufwachen,er,wacht auf,просыпа́ться
de:aufwachen:praes.1pl:produce,aufwachen,aufwachen,wir,wachen auf,просыпа́ться
de:aufwachen:praes.2pl:produce,aufwachen,aufwachen,ihr,wacht auf,просыпа́ться
de:ausziehen:praes.1sg:produce,ausziehen,ausziehen,ich,ziehe aus,съезжать
de:ausziehen:praes.2sg:produce,ausziehen,ausziehen,du,ziehst aus,съезжать
de:ausziehen:praes.3sg:produce,ausziehen,ausziehen,er,zieht aus,съезжать
de:ausziehen:praes.1pl:produce,ausziehen,ausziehen,wir,ziehen aus,съезжать
de:ausziehen:praes.2pl:produce,ausziehen,ausziehen,ihr,zieht aus,съезжать
de:backen:praes.1sg:produce,backen,backen,ich,backe,печь
de:backen:praes.2sg:produce,backen,backen,du,backst,печь
de:backen:praes.3sg:produce,backen,backen,er,backt,печь
de:backen:praes.1pl:produce,backen,backen,wir,backen,печь
de:backen:praes.2pl:produce,backen,backen,ihr,backt,печь
de:duschen:praes.1sg:produce,duschen,duschen,ich,dusche,принимать душ
de:duschen:praes.2sg:produce,duschen,duschen,du,duschst,принимать душ
de:duschen:praes.3sg:produce,duschen,duschen,er,duscht,принимать душ
de:duschen:praes.1pl:produce,duschen,duschen,wir,duschen,принимать душ
de:duschen:praes.2pl:produce,duschen,duschen,ihr,duscht,принимать душ
de:husten:praes.1sg:produce,husten,husten,ich,huste,кашлять
de:husten:praes.2sg:produce,husten,husten,du,hustest,кашлять
de:husten:praes.3sg:produce,husten,husten,er,hustet,кашлять
de:husten:praes.1pl:produce,husten,husten,wir,husten,кашлять
de:husten:praes.2pl:produce,husten,husten,ihr,hustet,кашлять
de:putzen:praes.1sg:produce,putzen,putzen,ich,putze,чистить
de:putzen:praes.2sg:produce,putzen,putzen,du,putzt,чистить
de:putzen:praes.3sg:produce,putzen,putzen,er,putzt,чистить
de:putzen:praes.1pl:produce,putzen,putzen,wir,putzen,чистить
