lexeme,count,rank,source,license
man,17666,64,Tatoeba deu,CC BY 2.0 FR
man-adv,17666,64,Tatoeba deu,CC BY 2.0 FR
mann,6127,126,Tatoeba deu,CC BY 2.0 FR
markt,310,626,Tatoeba deu,CC BY 2.0 FR
maschine,351,604,Tatoeba deu,CC BY 2.0 FR
medikament,469,558,Tatoeba deu,CC BY 2.0 FR
meer,976,406,Tatoeba deu,CC BY 2.0 FR
mehr,12682,86,Tatoeba deu,CC BY 2.0 FR
mehr-adv,12682,86,Tatoeba deu,CC BY 2.0 FR
mein,6505,122,Tatoeba deu,CC BY 2.0 FR
meist,1624,316,Tatoeba deu,CC BY 2.0 FR
meist-adv,173,722,Tatoeba deu,CC BY 2.0 FR
mensch,10264,91,Tatoeba deu,CC BY 2.0 FR
messer,510,534,Tatoeba deu,CC BY 2.0 FR
miete,193,713,Tatoeba deu,CC BY 2.0 FR
mieten,188,715,Tatoeba deu,CC BY 2.0 FR
milch,975,407,Tatoeba deu,CC BY 2.0 FR
mit,36444,25,Tatoeba deu,CC BY 2.0 FR
mit-adv,36444,25,Tatoeba deu,CC BY 2.0 FR
mitbringen,484,545,Tatoeba deu,CC BY 2.0 FR
mitkommen,231,670,Tatoeba deu,CC BY 2.0 FR
mitmachen,102,783,Tatoeba deu,CC BY 2.0 FR
mitnehmen,363,600,Tatoeba deu,CC BY 2.0 FR
mittag,507,535,Tatoeba deu,CC BY 2.0 FR
mittagessen,513,533,Tatoeba deu,CC BY 2.0 FR
mitte,277,648,Tatoeba deu,CC BY 2.0 FR
mittel,70,819,Tatoeba deu,CC BY 2.0 FR
moebel,172,723,Tatoeba deu,CC BY 2.0 FR
moechten,484,545,Tatoeba deu,CC BY 2.0 FR
moegen,13635,79,Tatoeba deu,CC BY 2.0 FR
moeglich,1392,348,Tatoeba deu,CC BY 2.0 FR
moeglich-adv,1223,366,Tatoeba deu,CC BY 2.0 FR
moment,857,431,Tatoeba deu,CC BY 2.0 FR
morgen,3748,191,Tatoeba deu,CC BY 2.0 FR
motorrad,194,711,Tatoeba deu,CC BY 2.0 FR
muede,1481,333,Tatoeba deu,CC BY 2.0 FR
muenze,196,708,Tatoeba deu,CC BY 2.0 FR
muessen,19830,54,Tatoeba deu,CC BY 2.0 FR
mund,783,457,Tatoeba deu,CC BY 2.0 FR
museum,362,601,Tatoeba deu,CC BY 2.0 FR
mutter,3579,200,Tatoeba deu,CC BY 2.0 FR
nach,15336,75,Tatoeba deu,CC BY 2.0 FR
nach-adv,15336,75,Tatoeba deu,CC BY 2.0 FR
nachbar,819,442,Tatoeba deu,CC BY 2.0 FR
nachbarin,111,771,Tatoeba deu,CC BY 2.0 FR
nachmittag,650,493,Tatoeba deu,CC BY 2.0 FR
nacht,2486,253,Tatoeba deu,CC BY 2.0 FR
naechst,1,910,Tatoeba deu,CC BY 2.0 FR
naechst-adj,1,910,Tatoeba deu,CC BY 2.0 FR
name,2547,250,Tatoeba deu,CC BY 2.0 FR
nase,544,528,Tatoeba deu,CC BY 2.0 FR
nehmen,5933,128,Tatoeba deu,CC BY 2.0 FR
nein,480,548,Tatoeba deu,CC BY 2.0 FR
neu,5921,129,Tatoeba deu,CC BY 2.0 FR
nicht,112714,6,Tatoeba deu,CC BY 2.0 FR
nicht-part,112714,6,Tatoeba deu,CC BY 2.0 FR
nichts,9238,100,Tatoeba deu,CC BY 2.0 FR
nichts-adv,9238,100,Tatoeba deu,CC BY 2.0 FR
nie,7808,110,Tatoeba deu,CC BY 2.0 FR
noch,21077,51,Tatoeba deu,CC BY 2.0 FR
noch-conj,21077,51,Tatoeba deu,CC BY 2.0 FR
normal,377,593,Tatoeba deu,CC BY 2.0 FR
normal-adv,220,681,Tatoeba deu,CC BY 2.0 FR
nudeln,57,842,Tatoeba deu,CC BY 2.0 FR
nummer,356,602,Tatoeba deu,CC BY 2.0 FR
nur,13670,78,Tatoeba deu,CC BY 2.0 FR
nur-conj,13670,78,Tatoeba deu,CC BY 2.0 FR
oben,562,519,Tatoeba deu,CC BY 2.0 FR
obst,311,624,Tatoeba deu,CC BY 2.0 FR
oder,9169,102,Tatoeba deu,CC BY 2.0 FR
oder-part,9169,102,Tatoeba deu,CC BY 2.0 FR
oeffnen,1630,315,Tatoeba deu,CC BY 2.0 FR
oel,168,727,Tatoeba deu,CC BY 2.0 FR
oft,4072,182,Tatoeba deu,CC BY 2.0 FR
ohne,4452,161,Tatoeba deu,CC BY 2.0 FR
ohne-adv,4452,161,Tatoeba deu,CC BY 2.0 FR
ohne-prep,4452,161,Tatoeba deu,CC BY 2.0 FR
ohr,800,453,Tatoeba deu,CC BY 2.0 FR
oma,315,623,Tatoeba deu,CC BY 2.0 FR
onkel,600,512,Tatoeba deu,CC BY 2.0 FR
opa,224,679,Tatoeba deu,CC BY 2.0 FR
ordnung,685,483,Tatoeba deu,CC BY 2.0 FR
ort,847,436,Tatoeba deu,CC BY 2.0 FR
packung,38,860,Tatoeba deu,CC BY 2.0 FR
papier,468,559,Tatoeba deu,CC BY 2.0 FR
papiere,59,839,Tatoeba deu,CC BY 2.0 FR
parkplatz,117,763,Tatoeba deu,CC BY 2.0 FR
partner,114,766,Tatoeba deu,CC BY 2.0 FR
partnerin,10,893,Tatoeba deu,CC BY 2.0 FR
party,655,491,Tatoeba deu,CC BY 2.0 FR
pass,439,572,Tatoeba deu,CC BY 2.0 FR
pause,393,584,Tatoeba deu,CC BY 2.0 FR
personalausweis,30,867,Tatoeba deu,CC BY 2.0 FR
plan,1299,360,Tatoeba deu,CC BY 2.0 FR
platz,1193,373,Tatoeba deu,CC BY 2.0 FR
polizei,1100,390,Tatoeba deu,CC BY 2.0 FR
pommes,118,759,Tatoeba deu,CC BY 2.0 FR
post,376,594,Tatoeba deu,CC BY 2.0 FR
postleitzahl,51,850,Tatoeba deu,CC BY 2.0 FR
praktikum,11,891,Tatoeba deu,CC BY 2.0 FR
praxis,119,758,Tatoeba deu,CC BY 2.0 FR
preis,935,416,Tatoeba deu,CC BY 2.0 FR
problem,3639,193,Tatoeba deu,CC BY 2.0 FR
prospekt,7,901,Tatoeba deu,CC BY 2.0 FR
pruefung,742,463,Tatoeba deu,CC BY 2.0 FR
puenktlich,379,592,Tatoeba deu,CC BY 2.0 FR
putzen,339,615,Tatoeba deu,CC BY 2.0 FR
rad,258,659,Tatoeba deu,CC BY 2.0 FR
rauchen,912,423,Tatoeba deu,CC BY 2.0 FR
raum,776,458,Tatoeba deu,CC BY 2.0 FR
rechnung,346,609,Tatoeba deu,CC BY 2.0 FR
rechts,286,637,Tatoeba deu,CC BY 2.0 FR
regal,193,713,Tatoeba deu,CC BY 2.0 FR
regen,933,417,Tatoeba deu,CC BY 2.0 FR
regnen,1485,330,Tatoeba deu,CC BY 2.0 FR
reis,1311,356,Tatoeba deu,CC BY 2.0 FR
reise,956,412,Tatoeba deu,CC BY 2.0 FR
reisebuero,19,882,Tatoeba deu,CC BY 2.0 FR
reisefuehrer,21,879,Tatoeba deu,CC BY 2.0 FR
reisen,1169,377,Tatoeba deu,CC BY 2.0 FR
reparatur,92,796,Tatoeba deu,CC BY 2.0 FR
reparieren,662,488,Tatoeba deu,CC BY 2.0 FR
restaurant,731,470,Tatoeba deu,CC BY 2.0 FR
rezept,159,731,Tatoeba deu,CC BY 2.0 FR
rezeption,23,877,Tatoeba deu,CC BY 2.0 FR
richtig,2472,254,Tatoeba deu,CC BY 2.0 FR
richtig-adv,1560,324,Tatoeba deu,CC BY 2.0 FR
richtung,382,589,Tatoeba deu,CC BY 2.0 FR
richtung-prep,337,617,Tatoeba deu,CC BY 2.0 FR
riechen,446,568,Tatoeba deu,CC BY 2.0 FR
ruecken,460,561,Tatoeba deu,CC BY 2.0 FR
ruhig,812,445,Tatoeba deu,CC BY 2.0 FR
ruhig-adv,627,505,Tatoeba deu,CC BY 2.0 FR
ruhig-noun,627,505,Tatoeba deu,CC BY 2.0 FR
saft,119,758,Tatoeba deu,CC BY 2.0 FR
sagen,26942,33,Tatoeba deu,CC BY 2.0 FR
salat,194,711,Tatoeba deu,CC BY 2.0 FR
salz,328,620,Tatoeba deu,CC BY 2.0 FR
satz,2982,221,Tatoeba deu,CC BY 2.0 FR
schalter,47,855,Tatoeba deu,CC BY 2.0 FR
schein,90,801,Tatoeba deu,CC BY 2.0 FR
scheinen,3548,201,Tatoeba deu,CC BY 2.0 FR
schicken,1192,374,Tatoeba deu,CC BY 2.0 FR
schicken-adj,294,634,Tatoeba deu,CC BY 2.0 FR
schiff,758,462,Tatoeba deu,CC BY 2.0 FR
schild,187,716,Tatoeba deu,CC BY 2.0 FR
schinken,59,839,Tatoeba deu,CC BY 2.0 FR
schlafen,3248,209,Tatoeba deu,CC BY 2.0 FR
schlafzimmer,209,694,Tatoeba deu,CC BY 2.0 FR
schlecht,2972,222,Tatoeba deu,CC BY 2.0 FR
schlecht-adv,1317,355,Tatoeba deu,CC BY 2.0 FR
schliessen,1564,323,Tatoeba deu,CC BY 2.0 FR
schluessel,1011,402,Tatoeba deu,CC BY 2.0 FR
schluss,339,615,Tatoeba deu,CC BY 2.0 FR
schmecken,898,426,Tatoeba deu,CC BY 2.0 FR
schmerz,635,499,Tatoeba deu,CC BY 2.0 FR
schnee,723,473,Tatoeba deu,CC BY 2.0 FR
schnell,3509,202,Tatoeba deu,CC BY 2.0 FR
schnell-adv,2653,242,Tatoeba deu,CC BY 2.0 FR
schoen,5449,136,Tatoeba deu,CC BY 2.0 FR
schoen-adv,2396,257,Tatoeba deu,CC BY 2.0 FR
schokolade,354,603,Tatoeba deu,CC BY 2.0 FR
schon,13189,81,Tatoeba deu,CC BY 2.0 FR
schon-verb,13189,81,Tatoeba deu,CC BY 2.0 FR
schrank,209,694,Tatoeba deu,CC BY 2.0 FR
schreiben,4657,147,Tatoeba deu,CC BY 2.0 FR
schueler,1167,378,Tatoeba deu,CC BY 2.0 FR
schuh,1194,372,Tatoeba deu,CC BY 2.0 FR
schule,3506,203,Tatoeba deu,CC BY 2.0 FR
schwer,2812,231,Tatoeba deu,CC BY 2.0 FR
schwester,2227,268,Tatoeba deu,CC BY 2.0 FR
schwimmbad,64,830,Tatoeba deu,CC BY 2.0 FR
schwimmen,1588,321,Tatoeba deu,CC BY 2.0 FR
see,658,490,Tatoeba deu,CC BY 2.0 FR
sehen,18763,56,Tatoeba deu,CC BY 2.0 FR
sehenswuerdigkeit,64,830,Tatoeba deu,CC BY 2.0 FR
sehr,27930,31,Tatoeba deu,CC BY 2.0 FR
sein,243398,2,Tatoeba deu,CC BY 2.0 FR
sein-pron,17785,62,Tatoeba deu,CC BY 2.0 FR
seit,2524,252,Tatoeba deu,CC BY 2.0 FR
seit-prep,2524,252,Tatoeba deu,CC BY 2.0 FR
selbststaendig,44,856,Tatoeba deu,CC BY 2.0 FR
selbststaendig-adv,38,860,Tatoeba deu,CC BY 2.0 FR
setzen,1989,278,Tatoeba deu,CC BY 2.0 FR
sich,40111,23,Tatoeba deu,CC BY 2.0 FR
sie,35953,29,Tatoeba deu,CC BY 2.0 FR
sitzen,2581,247,Tatoeba deu,CC BY 2.0 FR
so,22487,44,Tatoeba deu,CC BY 2.0 FR
so-conj,22487,44,Tatoeba deu,CC BY 2.0 FR
so-part,22487,44,Tatoeba deu,CC BY 2.0 FR
so-pron,22487,44,Tatoeba deu,CC BY 2.0 FR
sofa,349,605,Tatoeba deu,CC BY 2.0 FR
sofort,1472,337,Tatoeba deu,CC BY 2.0 FR
sohn,1944,279,Tatoeba deu,CC BY 2.0 FR
sollen,15370,73,Tatoeba deu,CC BY 2.0 FR
sommer,1038,398,Tatoeba deu,CC BY 2.0 FR
sonne,1404,345,Tatoeba deu,CC BY 2.0 FR
spaet,3236,212,Tatoeba deu,CC BY 2.0 FR
spaet-adv,1838,293,Tatoeba deu,CC BY 2.0 FR
spaet-noun,1838,293,Tatoeba deu,CC BY 2.0 FR
spaeter,1299,360,Tatoeba deu,CC BY 2.0 FR
spaeter-adv,1299,360,Tatoeba deu,CC BY 2.0 FR
sparen,348,607,Tatoeba deu,CC BY 2.0 FR
speisekarte,66,825,Tatoeba deu,CC BY 2.0 FR
spiegel,337,617,Tatoeba deu,CC BY 2.0 FR
spielen,4426,163,Tatoeba deu,CC BY 2.0 FR
sport,373,597,Tatoeba deu,CC BY 2.0 FR
sprache,4041,183,Tatoeba deu,CC BY 2.0 FR
sprechen,9916,92,Tatoeba deu,CC BY 2.0 FR
staatsangehoerigkeit,18,883,Tatoeba deu,CC BY 2.0 FR
stadt,3067,217,Tatoeba deu,CC BY 2.0 FR
stehen,5623,134,Tatoeba deu,CC BY 2.0 FR
stelle,1252,364,Tatoeba deu,CC BY 2.0 FR
stellen,2880,229,Tatoeba deu,CC BY 2.0 FR
stock,294,634,Tatoeba deu,CC BY 2.0 FR
strasse,1855,286,Tatoeba deu,CC BY 2.0 FR
strassenbahn,71,818,Tatoeba deu,CC BY 2.0 FR
student,826,438,Tatoeba deu,CC BY 2.0 FR
studieren,1122,386,Tatoeba deu,CC BY 2.0 FR
studium,297,630,Tatoeba deu,CC BY 2.0 FR
stueck,819,442,Tatoeba deu,CC BY 2.0 FR
stuhl,424,577,Tatoeba deu,CC BY 2.0 FR
stunde,2614,245,Tatoeba deu,CC BY 2.0 FR
suchen,2650,243,Tatoeba deu,CC BY 2.0 FR
supermarkt,295,631,Tatoeba deu,CC BY 2.0 FR
suppe,473,552,Tatoeba deu,CC BY 2.0 FR
tablette,106,776,Tatoeba deu,CC BY 2.0 FR
tankstelle,59,839,Tatoeba deu,CC BY 2.0 FR
tante,341,612,Tatoeba deu,CC BY 2.0 FR
tanzen,888,429,Tatoeba deu,CC BY 2.0 FR
tasche,802,452,Tatoeba deu,CC BY 2.0 FR
taxi,443,569,Tatoeba deu,CC BY 2.0 FR
tee,1129,384,Tatoeba deu,CC BY 2.0 FR
teil,1071,392,Tatoeba deu,CC BY 2.0 FR
telefon,974,409,Tatoeba deu,CC BY 2.0 FR
telefonieren,185,719,Tatoeba deu,CC BY 2.0 FR
temperatur,256,660,Tatoeba deu,CC BY 2.0 FR
teppich,208,695,Tatoeba deu,CC BY 2.0 FR
termin,246,663,Tatoeba deu,CC BY 2.0 FR
test,268,654,Tatoeba deu,CC BY 2.0 FR
teuer,974,409,Tatoeba deu,CC BY 2.0 FR
teuer-adv,606,510,Tatoeba deu,CC BY 2.0 FR
text,479,549,Tatoeba deu,CC BY 2.0 FR
theater,270,652,Tatoeba deu,CC BY 2.0 FR
thema,741,466,Tatoeba deu,CC BY 2.0 FR
ticket,134,748,Tatoeba deu,CC BY 2.0 FR
tisch,1503,329,Tatoeba deu,CC BY 2.0 FR
tochter,1508,327,Tatoeba deu,CC BY 2.0 FR
toilette,227,675,Tatoeba deu,CC BY 2.0 FR
tomate,169,726,Tatoeba deu,CC BY 2.0 FR
tot,912,423,Tatoeba deu,CC BY 2.0 FR
tragen,3160,214,Tatoeba deu,CC BY 2.0 FR
treppe,280,646,Tatoeba deu,CC BY 2.0 FR
trinken,3627,194,Tatoeba deu,CC BY 2.0 FR
tuer,2301,262,Tatoeba deu,CC BY 2.0 FR
tun,17533,65,Tatoeba deu,CC BY 2.0 FR
ueber,9517,96,Tatoeba deu,CC BY 2.0 FR
ueber-adj,9517,96,Tatoeba deu,CC BY 2.0 FR
ueber-adv,9517,96,Tatoeba deu,CC BY 2.0 FR
uebernachten,156,732,Tatoeba deu,CC BY 2.0 FR
ueberweisen,32,865,Tatoeba deu,CC BY 2.0 FR
ueberweisung,6,903,Tatoeba deu,CC BY 2.0 FR
uhr,3394,207,Tatoeba deu,CC BY 2.0 FR
uhrzeit,67,823,Tatoeba deu,CC BY 2.0 FR
um,16572,69,Tatoeba deu,CC BY 2.0 FR
um-adj,16572,69,Tatoeba deu,CC BY 2.0 FR
um-adv,16572,69,Tatoeba deu,CC BY 2.0 FR
um-conj,16572,69,Tatoeba deu,CC BY 2.0 FR
umsteigen,40,858,Tatoeba deu,CC BY 2.0 FR
umziehen,175,721,Tatoeba deu,CC BY 2.0 FR
und,61543,14,Tatoeba deu,CC BY 2.0 FR
universitaet,454,564,Tatoeba deu,CC BY 2.0 FR
unser,1282,362,Tatoeba deu,CC BY 2.0 FR
unten,340,613,Tatoeba deu,CC BY 2.0 FR
unter,2940,224,Tatoeba deu,CC BY 2.0 FR
unter-adj,2940,224,Tatoeba deu,CC BY 2.0 FR
unterricht,491,541,Tatoeba deu,CC BY 2.0 FR
unterschreiben,243,664,Tatoeba deu,CC BY 2.0 FR
unterschrift,64,830,Tatoeba deu,CC BY 2.0 FR
urlaub,613,508,Tatoeba deu,CC BY 2.0 FR
vater,4249,178,Tatoeba deu,CC BY 2.0 FR
verboten,343,610,Tatoeba deu,CC BY 2.0 FR
verboten-adj,367,599,Tatoeba deu,CC BY 2.0 FR
verdienen,1244,365,Tatoeba deu,CC BY 2.0 FR
verein,112,769,Tatoeba deu,CC BY 2.0 FR
verheiratet,700,476,Tatoeba deu,CC BY 2.0 FR
verheiratet-adj,740,468,Tatoeba deu,CC BY 2.0 FR
verkaeufer,101,784,Tatoeba deu,CC BY 2.0 FR
verkaufen,1419,343,Tatoeba deu,CC BY 2.0 FR
vermieten,58,841,Tatoeba deu,CC BY 2.0 FR
vermieter,24,874,Tatoeba deu,CC BY 2.0 FR
verstehen,5051,144,Tatoeba deu,CC BY 2.0 FR
verwandte,203,700,Tatoeba deu,CC BY 2.0 FR
viel,9571,93,Tatoeba deu,CC BY 2.0 FR
viel-adv,22253,45,Tatoeba deu,CC BY 2.0 FR
vielleicht,1383,349,Tatoeba deu,CC BY 2.0 FR
visum,62,835,Tatoeba deu,CC BY 2.0 FR
von,27537,32,Tatoeba deu,CC BY 2.0 FR
vor,11088,88,Tatoeba deu,CC BY 2.0 FR
vormittag,69,821,Tatoeba deu,CC BY 2.0 FR
vorname,99,788,Tatoeba deu,CC BY 2.0 FR
vorsicht,183,720,Tatoeba deu,CC BY 2.0 FR
vorwahl,7,901,Tatoeba deu,CC BY 2.0 FR
wand,602,511,Tatoeba deu,CC BY 2.0 FR
wandern,211,692,Tatoeba deu,CC BY 2.0 FR
wann,1066,394,Tatoeba deu,CC BY 2.0 FR
wann-conj,1066,394,Tatoeba deu,CC BY 2.0 FR
warten,4337,170,Tatoeba deu,CC BY 2.0 FR
warum,2683,239,Tatoeba deu,CC BY 2.0 FR
was,20985,52,Tatoeba deu,CC BY 2.0 FR
was-adv,20908,53,Tatoeba deu,CC BY 2.0 FR
waschen,951,413,Tatoeba deu,CC BY 2.0 FR
wasser,3111,216,Tatoeba deu,CC BY 2.0 FR
wechselgeld,30,867,Tatoeba deu,CC BY 2.0 FR
wechseln,469,558,Tatoeba deu,CC BY 2.0 FR
weg,1750,302,Tatoeba deu,CC BY 2.0 FR
weg-adj,1750,302,Tatoeba deu,CC BY 2.0 FR
weg-conj,1750,302,Tatoeba deu,CC BY 2.0 FR
weg-noun,2896,228,Tatoeba deu,CC BY 2.0 FR
weh,634,501,Tatoeba deu,CC BY 2.0 FR
wehtun,93,795,Tatoeba deu,CC BY 2.0 FR
weiblich,135,746,Tatoeba deu,CC BY 2.0 FR
wein,1190,375,Tatoeba deu,CC BY 2.0 FR
weit,3831,188,Tatoeba deu,CC BY 2.0 FR
weit-adv,1422,342,Tatoeba deu,CC BY 2.0 FR
weiter,1477,336,Tatoeba deu,CC BY 2.0 FR
weiter-adv,1477,336,Tatoeba deu,CC BY 2.0 FR
welt,4587,148,Tatoeba deu,CC BY 2.0 FR
wenig,2845,230,Tatoeba deu,CC BY 2.0 FR
wenig-adv,1678,309,Tatoeba deu,CC BY 2.0 FR
wenig-pron,1678,309,Tatoeba deu,CC BY 2.0 FR
wer,3238,211,Tatoeba deu,CC BY 2.0 FR
wer-noun,2122,271,Tatoeba deu,CC BY 2.0 FR
werden,64281,13,Tatoeba deu,CC BY 2.0 FR
wetter,1145,383,Tatoeba deu,CC BY 2.0 FR
wichtig,2447,255,Tatoeba deu,CC BY 2.0 FR
wichtig-adv,1402,347,Tatoeba deu,CC BY 2.0 FR
wie,21108,49,Tatoeba deu,CC BY 2.0 FR
wie-conj,21108,49,Tatoeba deu,CC BY 2.0 FR
wiederhoeren,5,904,Tatoeba deu,CC BY 2.0 FR
wiederholen,373,597,Tatoeba deu,CC BY 2.0 FR
wiedersehen,115,764,Tatoeba deu,CC BY 2.0 FR
willkommen,230,674,Tatoeba deu,CC BY 2.0 FR
wind,803,450,Tatoeba deu,CC BY 2.0 FR
winter,809,447,Tatoeba deu,CC BY 2.0 FR
wir,18630,57,Tatoeba deu,CC BY 2.0 FR
wissen,19236,55,Tatoeba deu,CC BY 2.0 FR
wo,4223,181,Tatoeba deu,CC BY 2.0 FR
wo-conj,4223,181,Tatoeba deu,CC BY 2.0 FR
wo-pron,4223,181,Tatoeba deu,CC BY 2.0 FR
wochenende,770,461,Tatoeba deu,CC BY 2.0 FR
woher,153,736,Tatoeba deu,CC BY 2.0 FR
wohin,472,553,Tatoeba deu,CC BY 2.0 FR
wohnen,3235,213,Tatoeba deu,CC BY 2.0 FR
wohnung,894,427,Tatoeba deu,CC BY 2.0 FR
wohnzimmer,213,690,Tatoeba deu,CC BY 2.0 FR
wolke,405,582,Tatoeba deu,CC BY 2.0 FR
wollen,3475,205,Tatoeba deu,CC BY 2.0 FR
wollen-verb,22870,38,Tatoeba deu,CC BY 2.0 FR
wort,4429,162,Tatoeba deu,CC BY 2.0 FR
wunderbar,294,634,Tatoeba deu,CC BY 2.0 FR
wurst,93,795,Tatoeba deu,CC BY 2.0 FR
zahlen,635,499,Tatoeba deu,CC BY 2.0 FR
zahn,634,501,Tatoeba deu,CC BY 2.0 FR
zeit,8704,106,Tatoeba deu,CC BY 2.0 FR
zeitung,810,446,Tatoeba deu,CC BY 2.0 FR
ziehen,2755,233,Tatoeba deu,CC BY 2.0 FR
zigarette,273,651,Tatoeba deu,CC BY 2.0 FR
zimmer,2937,225,Tatoeba deu,CC BY 2.0 FR
zoll,40,858,Tatoeba deu,CC BY 2.0 FR
zu,82032,10,Tatoeba deu,CC BY 2.0 FR
zu-adj,82032,10,Tatoeba deu,CC BY 2.0 FR
zu-adv,82032,10,Tatoeba deu,CC BY 2.0 FR
zu-part,82032,10,Tatoeba deu,CC BY 2.0 FR
zucker,504,537,Tatoeba deu,CC BY 2.0 FR
zufrieden,788,456,Tatoeba deu,CC BY 2.0 FR
zug,2025,276,Tatoeba deu,CC BY 2.0 FR
zurueck,2798,232,Tatoeba deu,CC BY 2.0 FR
zurzeit,76,813,Tatoeba deu,CC BY 2.0 FR
zusammen,2323,261,Tatoeba deu,CC BY 2.0 FR
zusammen-adj,2323,261,Tatoeba deu,CC BY 2.0 FR
zwischen,1934,282,Tatoeba deu,CC BY 2.0 FR
abend,2885,292,Leipzig deu_news_2024_1M,CC BY 4.0
ausruhen,69,872,Leipzig deu_news_2024_1M,CC BY 4.0
dienstag,4183,240,Leipzig deu_news_2024_1M,CC BY 4.0
donnerstag,4327,233,Leipzig deu_news_2024_1M,CC BY 4.0
einschlafen,70,869,Leipzig deu_news_2024_1M,CC BY 4.0
feierabend,87,851,Leipzig deu_news_2024_1M,CC BY 4.0
ferien,192,759,Leipzig deu_news_2024_1M,CC BY 4.0
freitag,5461,197,Leipzig deu_news_2024_1M,CC BY 4.0
jahr,51290,41,Leipzig deu_news_2024_1M,CC BY 4.0
kalender,193,756,Leipzig deu_news_2024_1M,CC BY 4.0
minute,5380,199,Leipzig deu_news_2024_1M,CC BY 4.0
mitternacht,275,708,Leipzig deu_news_2024_1M,CC BY 4.0
mittwoch,4239,234,Leipzig deu_news_2024_1M,CC BY 4.0
monat,7082,160,Leipzig deu_news_2024_1M,CC BY 4.0
montag,4497,228,Leipzig deu_news_2024_1M,CC BY 4.0
morgen-noun,1036,464,Leipzig deu_news_2024_1M,CC BY 4.0
samstag,5300,209,Leipzig deu_news_2024_1M,CC BY 4.0
sekunde,1334,416,Leipzig deu_news_2024_1M,CC BY 4.0
sonntag,5494,195,Leipzig deu_news_2024_1M,CC BY 4.0
spazieren,141,795,Leipzig deu_news_2024_1M,CC BY 4.0
tag,13270,113,Leipzig deu_news_2024_1M,CC BY 4.0
wecker,41,891,Leipzig deu_news_2024_1M,CC BY 4.0
woche,9937,135,Leipzig deu_news_2024_1M,CC BY 4.0
wochentag,42,890,Leipzig deu_news_2024_1M,CC BY 4.0
abend,2571,252,Tatoeba deu,CC BY 2.0 FR
ausruhen,202,717,Tatoeba deu,CC BY 2.0 FR
dienstag,181,738,Tatoeba deu,CC BY 2.0 FR
donnerstag,136,764,Tatoeba deu,CC BY 2.0 FR
einschlafen,423,589,Tatoeba deu,CC BY 2.0 FR
feierabend,60,859,Tatoeba deu,CC BY 2.0 FR
ferien,238,682,Tatoeba deu,CC BY 2.0 FR
freitag,312,635,Tatoeba deu,CC BY 2.0 FR
jahr,8841,104,Tatoeba deu,CC BY 2.0 FR
kalender,66,847,Tatoeba deu,CC BY 2.0 FR
minute,1604,324,Tatoeba deu,CC BY 2.0 FR
mitternacht,195,725,Tatoeba deu,CC BY 2.0 FR
mittwoch,132,770,Tatoeba deu,CC BY 2.0 FR
monat,1880,290,Tatoeba deu,CC BY 2.0 FR
montag,894,435,Tatoeba deu,CC BY 2.0 FR
morgen-noun,2406,260,Tatoeba deu,CC BY 2.0 FR
samstag,279,659,Tatoeba deu,CC BY 2.0 FR
sekunde,260,671,Tatoeba deu,CC BY 2.0 FR
sonntag,699,485,Tatoeba deu,CC BY 2.0 FR
spazieren,552,533,Tatoeba deu,CC BY 2.0 FR
tag,8562,108,Tatoeba deu,CC BY 2.0 FR
wecker,135,766,Tatoeba deu,CC BY 2.0 FR
woche,3061,220,Tatoeba deu,CC BY 2.0 FR
wochentag,44,880,Tatoeba deu,CC BY 2.0 FR
