lexeme,feature,form,source,license
hell,superl.indef.nom.pl,hellsten,kaikki-en,CC BY-SA 4.0
hell,superl.indef.nom.pl,keine hellsten,kaikki-en,CC BY-SA 4.0
hell,superl.indef.gen.sg.m,eines hellsten,kaikki-en,CC BY-SA 4.0
hell,superl.indef.gen.sg.f,einer hellsten,kaikki-en,CC BY-SA 4.0
hell,superl.indef.gen.sg.n,eines hellsten,kaikki-en,CC BY-SA 4.0
hell,superl.indef.gen.pl,hellsten,kaikki-en,CC BY-SA 4.0
hell,superl.indef.gen.pl,keiner hellsten,kaikki-en,CC BY-SA 4.0
hell,superl.indef.dat.sg.m,einem hellsten,kaikki-en,CC BY-SA 4.0
hell,superl.indef.dat.sg.f,einer hellsten,kaikki-en,CC BY-SA 4.0
hell,superl.indef.dat.sg.n,einem hellsten,kaikki-en,CC BY-SA 4.0
hell,superl.indef.dat.pl,hellsten,kaikki-en,CC BY-SA 4.0
hell,superl.indef.dat.pl,keinen hellsten,kaikki-en,CC BY-SA 4.0
hell,superl.indef.akk.sg.m,einen hellsten,kaikki-en,CC BY-SA 4.0
hell,superl.indef.akk.sg.f,eine hellste,kaikki-en,CC BY-SA 4.0
hell,superl.indef.akk.sg.n,ein hellstes,kaikki-en,CC BY-SA 4.0
hell,superl.indef.akk.pl,hellsten,kaikki-en,CC BY-SA 4.0
hell,superl.indef.akk.pl,keine hellsten,kaikki-en,CC BY-SA 4.0
uhr,gen,Uhr,kaikki-en,CC BY-SA 4.0
uhr,pl,Uhren,kaikki-en,CC BY-SA 4.0
uhr,nom.sg,Uhr,kaikki-en,CC BY-SA 4.0
uhr,def.nom.pl,Uhren,kaikki-en,CC BY-SA 4.0
uhr,gen.sg,Uhr,kaikki-en,CC BY-SA 4.0
uhr,def.gen.pl,Uhren,kaikki-en,CC BY-SA 4.0
uhr,dat.sg,Uhr,kaikki-en,CC BY-SA 4.0
uhr,def.dat.pl,Uhren,kaikki-en,CC BY-SA 4.0
uhr,akk.sg,Uhr,kaikki-en,CC BY-SA 4.0
uhr,def.akk.pl,Uhren,kaikki-en,CC BY-SA 4.0
was,nom.sg,was,kaikki-en,CC BY-SA 4.0
was,gen.sg,wessen,kaikki-en,CC BY-SA 4.0
was,dat.sg,was,kaikki-en,CC BY-SA 4.0
was,akk.sg,was,kaikki-en,CC BY-SA 4.0
regnen,praes.3sg,regnet,kaikki-en,CC BY-SA 4.0
regnen,partizip2,geregnet,kaikki-en,CC BY-SA 4.0
regnen,inf,regnen,kaikki-en,CC BY-SA 4.0
regnen,partizip1,regnend,kaikki-en,CC BY-SA 4.0
regnen,praes.1sg,regne,kaikki-en,CC BY-SA 4.0
regnen,praes.1pl,regnen,kaikki-en,CC BY-SA 4.0
regnen,konj1.1sg,regne,kaikki-en,CC BY-SA 4.0
regnen,konj1.1pl,regnen,kaikki-en,CC BY-SA 4.0
regnen,praes.2sg,regnest,kaikki-en,CC BY-SA 4.0
regnen,praes.2pl,regnet,kaikki-en,CC BY-SA 4.0
regnen,konj1.2sg,regnest,kaikki-en,CC BY-SA 4.0
regnen,konj1.2pl,regnet,kaikki-en,CC BY-SA 4.0
regnen,praes.3pl,regnen,kaikki-en,CC BY-SA 4.0
regnen,konj1.3sg,regne,kaikki-en,CC BY-SA 4.0
regnen,konj1.3pl,regnen,kaikki-en,CC BY-SA 4.0
regnen,praet.1sg,regnete,kaikki-en,CC BY-SA 4.0
regnen,praet.1pl,regneten,kaikki-en,CC BY-SA 4.0
regnen,praet.2sg,regnetest,kaikki-en,CC BY-SA 4.0
regnen,praet.2pl,regnetet,kaikki-en,CC BY-SA 4.0
regnen,praet.3sg,regnete,kaikki-en,CC BY-SA 4.0
regnen,praet.3pl,regneten,kaikki-en,CC BY-SA 4.0
regnen,imp.2sg,regne,kaikki-en,CC BY-SA 4.0
regnen,imp.2pl,regnet,kaikki-en,CC BY-SA 4.0
regnen,perf.1sg,habe geregnet,kaikki-en,CC BY-SA 4.0
regnen,perf.1pl,haben geregnet,kaikki-en,CC BY-SA 4.0
regnen,konj1.perf.1sg,habe geregnet,kaikki-en,CC BY-SA 4.0
regnen,konj1.perf.1pl,haben geregnet,kaikki-en,CC BY-SA 4.0
regnen,perf.2sg,hast geregnet,kaikki-en,CC BY-SA 4.0
regnen,perf.2pl,habt geregnet,kaikki-en,CC BY-SA 4.0
regnen,konj1.perf.2sg,habest geregnet,kaikki-en,CC BY-SA 4.0
regnen,konj1.perf.2pl,habet geregnet,kaikki-en,CC BY-SA 4.0
regnen,perf.3sg,hat geregnet,kaikki-en,CC BY-SA 4.0
regnen,perf.3pl,haben geregnet,kaikki-en,CC BY-SA 4.0
regnen,konj1.perf.3sg,habe geregnet,kaikki-en,CC BY-SA 4.0
regnen,konj1.perf.3pl,haben geregnet,kaikki-en,CC BY-SA 4.0
regnen,plusq.1sg,hatte geregnet,kaikki-en,CC BY-SA 4.0
regnen,plusq.1pl,hatten geregnet,kaikki-en,CC BY-SA 4.0
regnen,konj2.plusq.1sg,hätte geregnet,kaikki-en,CC BY-SA 4.0
regnen,konj2.plusq.1pl,hätten geregnet,kaikki-en,CC BY-SA 4.0
regnen,plusq.2sg,hattest geregnet,kaikki-en,CC BY-SA 4.0
regnen,plusq.2pl,hattet geregnet,kaikki-en,CC BY-SA 4.0
regnen,konj2.plusq.2sg,hättest geregnet,kaikki-en,CC BY-SA 4.0
regnen,konj2.plusq.2pl,hättet geregnet,kaikki-en,CC BY-SA 4.0
regnen,plusq.3sg,hatte geregnet,kaikki-en,CC BY-SA 4.0
regnen,plusq.3pl,hatten geregnet,kaikki-en,CC BY-SA 4.0
regnen,konj2.plusq.3sg,hätte geregnet,kaikki-en,CC BY-SA 4.0
regnen,konj2.plusq.3pl,hätten geregnet,kaikki-en,CC BY-SA 4.0
regnen,inf.fut1,regnen werden,kaikki-en,CC BY-SA 4.0
regnen,konj1.fut1.1sg,werde regnen,kaikki-en,CC BY-SA 4.0
regnen,konj1.fut1.1pl,werden regnen,kaikki-en,CC BY-SA 4.0
regnen,konj1.fut1.2sg,werdest regnen,kaikki-en,CC BY-SA 4.0
regnen,konj1.fut1.2pl,werdet regnen,kaikki-en,CC BY-SA 4.0
regnen,konj1.fut1.3sg,werde regnen,kaikki-en,CC BY-SA 4.0
regnen,konj1.fut1.3pl,werden regnen,kaikki-en,CC BY-SA 4.0
regnen,fut1.1sg,werde regnen,kaikki-en,CC BY-SA 4.0
regnen,fut1.1pl,werden regnen,kaikki-en,CC BY-SA 4.0
regnen,konj2.fut1.1sg,würde regnen,kaikki-en,CC BY-SA 4.0
regnen,konj2.fut1.1pl,würden regnen,kaikki-en,CC BY-SA 4.0
regnen,fut1.2sg,wirst regnen,kaikki-en,CC BY-SA 4.0
regnen,fut1.2pl,werdet regnen,kaikki-en,CC BY-SA 4.0
regnen,konj2.fut1.2sg,würdest regnen,kaikki-en,CC BY-SA 4.0
regnen,konj2.fut1.2pl,würdet regnen,kaikki-en,CC BY-SA 4.0
regnen,fut1.3sg,wird regnen,kaikki-en,CC BY-SA 4.0
regnen,fut1.3pl,werden regnen,kaikki-en,CC BY-SA 4.0
regnen,konj2.fut1.3sg,würde regnen,kaikki-en,CC BY-SA 4.0
regnen,konj2.fut1.3pl,würden regnen,kaikki-en,CC BY-SA 4.0
regnen,inf.fut2,geregnet haben werden,kaikki-en,CC BY-SA 4.0
regnen,konj1.fut2.1sg,werde geregnet haben,kaikki-en,CC BY-SA 4.0
regnen,konj1.fut2.1pl,werden geregnet haben,kaikki-en,CC BY-SA 4.0
regnen,konj1.fut2.2sg,werdest geregnet haben,kaikki-en,CC BY-SA 4.0
regnen,konj1.fut2.2pl,werdet geregnet haben,kaikki-en,CC BY-SA 4.0
regnen,konj1.fut2.3sg,werde geregnet haben,kaikki-en,CC BY-SA 4.0
regnen,konj1.fut2.3pl,werden geregnet haben,kaikki-en,CC BY-SA 4.0
regnen,fut2.1sg,werde geregnet haben,kaikki-en,CC BY-SA 4.0
regnen,fut2.1pl,werden geregnet haben,kaikki-en,CC BY-SA 4.0
regnen,konj2.fut2.1sg,würde geregnet haben,kaikki-en,CC BY-SA 4.0
regnen,konj2.fut2.1pl,würden geregnet haben,kaikki-en,CC BY-SA 4.0
regnen,fut2.2sg,wirst geregnet haben,kaikki-en,CC BY-SA 4.0
regnen,fut2.2pl,werdet geregnet haben,kaikki-en,CC BY-SA 4.0
regnen,konj2.fut2.2sg,würdest geregnet haben,kaikki-en,CC BY-SA 4.0
regnen,konj2.fut2.2pl,würdet geregnet haben,kaikki-en,CC BY-SA 4.0
regnen,fut2.3sg,wird geregnet haben,kaikki-en,CC BY-SA 4.0
regnen,fut2.3pl,werden geregnet haben,kaikki-en,CC BY-SA 4.0
regnen,konj2.fut2.3sg,würde geregnet haben,kaikki-en,CC BY-SA 4.0
regnen,konj2.fut2.3pl,würden geregnet haben,kaikki-en,CC BY-SA 4.0
sehen,praes.3sg,sieht,kaikki-en,CC BY-SA 4.0
sehen,partizip2,gesehen,kaikki-en,CC BY-SA 4.0
sehen,konj1,sähe,kaikki-en,CC BY-SA 4.0
sehen,inf,sehen,kaikki-en,CC BY-SA 4.0
sehen,partizip1,sehend,kaikki-en,CC BY-SA 4.0
sehen,praes.1sg,sehe,kaikki-en,CC BY-SA 4.0
sehen,praes.1pl,sehen,kaikki-en,CC BY-SA 4.0
sehen,konj1.1sg,sehe,kaikki-en,CC BY-SA 4.0
sehen,konj1.1pl,sehen,kaikki-en,CC BY-SA 4.0
sehen,praes.2sg,siehst,kaikki-en,CC BY-SA 4.0
sehen,praes.2pl,seht,kaikki-en,CC BY-SA 4.0
sehen,konj1.2sg,sehest,kaikki-en,CC BY-SA 4.0
sehen,konj1.2pl,sehet,kaikki-en,CC BY-SA 4.0
sehen,praes.3pl,sehen,kaikki-en,CC BY-SA 4.0
sehen,konj1.3sg,sehe,kaikki-en,CC BY-SA 4.0
sehen,konj1.3pl,sehen,kaikki-en,CC BY-SA 4.0
sehen,praet.1sg,sah,kaikki-en,CC BY-SA 4.0
sehen,praet.1pl,sahen,kaikki-en,CC BY-SA 4.0
sehen,konj2.1sg,sähe,kaikki-en,CC BY-SA 4.0
sehen,konj2.1pl,sähen,kaikki-en,CC BY-SA 4.0
sehen,praet.2sg,sahst,kaikki-en,CC BY-SA 4.0
sehen,praet.2pl,saht,kaikki-en,CC BY-SA 4.0
sehen,konj2.2sg,sähest,kaikki-en,CC BY-SA 4.0
sehen,konj2.2sg,sähst,kaikki-en,CC BY-SA 4.0
sehen,konj2.2pl,sähet,kaikki-en,CC BY-SA 4.0
sehen,konj2.2pl,säht,kaikki-en,CC BY-SA 4.0
sehen,praet.3sg,sah,kaikki-en,CC BY-SA 4.0
sehen,praet.3pl,sahen,kaikki-en,CC BY-SA 4.0
sehen,konj2.3sg,sähe,kaikki-en,CC BY-SA 4.0
sehen,konj2.3pl,sähen,kaikki-en,CC BY-SA 4.0
sehen,imp.2sg,sieh,kaikki-en,CC BY-SA 4.0
sehen,imp.2sg,siehe,kaikki-en,CC BY-SA 4.0
sehen,imp.2pl,seht,kaikki-en,CC BY-SA 4.0
sehen,perf.1sg,habe gesehen,kaikki-en,CC BY-SA 4.0
sehen,perf.1pl,haben gesehen,kaikki-en,CC BY-SA 4.0
sehen,konj1.perf.1sg,habe gesehen,kaikki-en,CC BY-SA 4.0
sehen,konj1.perf.1pl,haben gesehen,kaikki-en,CC BY-SA 4.0
sehen,perf.2sg,hast gesehen,kaikki-en,CC BY-SA 4.0
sehen,perf.2pl,habt gesehen,kaikki-en,CC BY-SA 4.0
sehen,konj1.perf.2sg,habest gesehen,kaikki-en,CC BY-SA 4.0
sehen,konj1.perf.2pl,habet gesehen,kaikki-en,CC BY-SA 4.0
sehen,perf.3sg,hat gesehen,kaikki-en,CC BY-SA 4.0
sehen,perf.3pl,haben gesehen,kaikki-en,CC BY-SA 4.0
sehen,konj1.perf.3sg,habe gesehen,kaikki-en,CC BY-SA 4.0
sehen,konj1.perf.3pl,haben gesehen,kaikki-en,CC BY-SA 4.0
sehen,plusq.1sg,hatte gesehen,kaikki-en,CC BY-SA 4.0
sehen,plusq.1pl,hatten gesehen,kaikki-en,CC BY-SA 4.0
sehen,konj2.plusq.1sg,hätte gesehen,kaikki-en,CC BY-SA 4.0
sehen,konj2.plusq.1pl,hätten gesehen,kaikki-en,CC BY-SA 4.0
sehen,plusq.2sg,hattest gesehen,kaikki-en,CC BY-SA 4.0
sehen,plusq.2pl,hattet gesehen,kaikki-en,CC BY-SA 4.0
sehen,konj2.plusq.2sg,hättest gesehen,kaikki-en,CC BY-SA 4.0
sehen,konj2.plusq.2pl,hättet gesehen,kaikki-en,CC BY-SA 4.0
sehen,plusq.3sg,hatte gesehen,kaikki-en,CC BY-SA 4.0
sehen,plusq.3pl,hatten gesehen,kaikki-en,CC BY-SA 4.0
sehen,konj2.plusq.3sg,hätte gesehen,kaikki-en,CC BY-SA 4.0
sehen,konj2.plusq.3pl,hätten gesehen,kaikki-en,CC BY-SA 4.0
sehen,inf.fut1,sehen werden,kaikki-en,CC BY-SA 4.0
sehen,konj1.fut1.1sg,werde sehen,kaikki-en,CC BY-SA 4.0
sehen,konj1.fut1.1pl,werden sehen,kaikki-en,CC BY-SA 4.0
sehen,konj1.fut1.2sg,werdest sehen,kaikki-en,CC BY-SA 4.0
sehen,konj1.fut1.2pl,werdet sehen,kaikki-en,CC BY-SA 4.0
sehen,konj1.fut1.3sg,werde sehen,kaikki-en,CC BY-SA 4.0
sehen,konj1.fut1.3pl,werden sehen,kaikki-en,CC BY-SA 4.0
sehen,fut1.1sg,werde sehen,kaikki-en,CC BY-SA 4.0
sehen,fut1.1pl,werden sehen,kaikki-en,CC BY-SA 4.0
sehen,konj2.fut1.1sg,würde sehen,kaikki-en,CC BY-SA 4.0
sehen,konj2.fut1.1pl,würden sehen,kaikki-en,CC BY-SA 4.0
sehen,fut1.2sg,wirst sehen,kaikki-en,CC BY-SA 4.0
sehen,fut1.2pl,werdet sehen,kaikki-en,CC BY-SA 4.0
sehen,konj2.fut1.2sg,würdest sehen,kaikki-en,CC BY-SA 4.0
sehen,konj2.fut1.2pl,würdet sehen,kaikki-en,CC BY-SA 4.0
sehen,fut1.3sg,wird sehen,kaikki-en,CC BY-SA 4.0
sehen,fut1.3pl,werden sehen,kaikki-en,CC BY-SA 4.0
sehen,konj2.fut1.3sg,würde sehen,kaikki-en,CC BY-SA 4.0
sehen,konj2.fut1.3pl,würden sehen,kaikki-en,CC BY-SA 4.0
sehen,inf.fut2,gesehen haben werden,kaikki-en,CC BY-SA 4.0
sehen,konj1.fut2.1sg,werde gesehen haben,kaikki-en,CC BY-SA 4.0
sehen,konj1.fut2.1pl,werden gesehen haben,kaikki-en,CC BY-SA 4.0
sehen,konj1.fut2.2sg,werdest gesehen haben,kaikki-en,CC BY-SA 4.0
sehen,konj1.fut2.2pl,werdet gesehen haben,kaikki-en,CC BY-SA 4.0
sehen,konj1.fut2.3sg,werde gesehen haben,kaikki-en,CC BY-SA 4.0
sehen,konj1.fut2.3pl,werden gesehen haben,kaikki-en,CC BY-SA 4.0
sehen,fut2.1sg,werde gesehen haben,kaikki-en,CC BY-SA 4.0
sehen,fut2.1pl,werden gesehen haben,kaikki-en,CC BY-SA 4.0
sehen,konj2.fut2.1sg,würde gesehen haben,kaikki-en,CC BY-SA 4.0
sehen,konj2.fut2.1pl,würden gesehen haben,kaikki-en,CC BY-SA 4.0
sehen,fut2.2sg,wirst gesehen haben,kaikki-en,CC BY-SA 4.0
sehen,fut2.2pl,werdet gesehen haben,kaikki-en,CC BY-SA 4.0
sehen,konj2.fut2.2sg,würdest gesehen haben,kaikki-en,CC BY-SA 4.0
sehen,konj2.fut2.2pl,würdet gesehen haben,kaikki-en,CC BY-SA 4.0
sehen,fut2.3sg,wird gesehen haben,kaikki-en,CC BY-SA 4.0
sehen,fut2.3pl,werden gesehen haben,kaikki-en,CC BY-SA 4.0
sehen,konj2.fut2.3sg,würde gesehen haben,kaikki-en,CC BY-SA 4.0
sehen,konj2.fut2.3pl,würden gesehen haben,kaikki-en,CC BY-SA 4.0
bitten,praes.3sg,bittet,kaikki-en,CC BY-SA 4.0
bitten,partizip2,gebeten,kaikki-en,CC BY-SA 4.0
bitten,konj1,bäte,kaikki-en,CC BY-SA 4.0
bitten,inf,bitten,kaikki-en,CC BY-SA 4.0
bitten,partizip1,bittend,kaikki-en,CC BY-SA 4.0
bitten,praes.1sg,bitte,kaikki-en,CC BY-SA 4.0
bitten,praes.1pl,bitten,kaikki-en,CC BY-SA 4.0
bitten,konj1.1sg,bitte,kaikki-en,CC BY-SA 4.0
bitten,konj1.1pl,bitten,kaikki-en,CC BY-SA 4.0
bitten,praes.2sg,bittest,kaikki-en,CC BY-SA 4.0
bitten,praes.2pl,bittet,kaikki-en,CC BY-SA 4.0
bitten,konj1.2sg,bittest,kaikki-en,CC BY-SA 4.0
bitten,konj1.2pl,bittet,kaikki-en,CC BY-SA 4.0
bitten,praes.3pl,bitten,kaikki-en,CC BY-SA 4.0
bitten,konj1.3sg,bitte,kaikki-en,CC BY-SA 4.0
bitten,konj1.3pl,bitten,kaikki-en,CC BY-SA 4.0
bitten,praet.1sg,bat,kaikki-en,CC BY-SA 4.0
bitten,praet.1pl,baten,kaikki-en,CC BY-SA 4.0
bitten,praet.2sg,batest,kaikki-en,CC BY-SA 4.0
bitten,praet.2sg,batst,kaikki-en,CC BY-SA 4.0
bitten,praet.2pl,batet,kaikki-en,CC BY-SA 4.0
bitten,praet.3sg,bat,kaikki-en,CC BY-SA 4.0
bitten,praet.3pl,baten,kaikki-en,CC BY-SA 4.0
bitten,imp.2sg,bitt,kaikki-en,CC BY-SA 4.0
bitten,imp.2sg,bitte,kaikki-en,CC BY-SA 4.0
bitten,imp.2pl,bittet,kaikki-en,CC BY-SA 4.0
bitten,perf.1sg,habe gebeten,kaikki-en,CC BY-SA 4.0
bitten,perf.1pl,haben gebeten,kaikki-en,CC BY-SA 4.0
bitten,konj1.perf.1sg,habe gebeten,kaikki-en,CC BY-SA 4.0
bitten,konj1.perf.1pl,haben gebeten,kaikki-en,CC BY-SA 4.0
bitten,perf.2sg,hast gebeten,kaikki-en,CC BY-SA 4.0
bitten,perf.2pl,habt gebeten,kaikki-en,CC BY-SA 4.0
bitten,konj1.perf.2sg,habest gebeten,kaikki-en,CC BY-SA 4.0
bitten,konj1.perf.2pl,habet gebeten,kaikki-en,CC BY-SA 4.0
bitten,perf.3sg,hat gebeten,kaikki-en,CC BY-SA 4.0
bitten,perf.3pl,haben gebeten,kaikki-en,CC BY-SA 4.0
bitten,konj1.perf.3sg,habe gebeten,kaikki-en,CC BY-SA 4.0
bitten,konj1.perf.3pl,haben gebeten,kaikki-en,CC BY-SA 4.0
bitten,plusq.1sg,hatte gebeten,kaikki-en,CC BY-SA 4.0
bitten,plusq.1pl,hatten gebeten,kaikki-en,CC BY-SA 4.0
bitten,konj2.plusq.1sg,hätte gebeten,kaikki-en,CC BY-SA 4.0
bitten,konj2.plusq.1pl,hätten gebeten,kaikki-en,CC BY-SA 4.0
bitten,plusq.2sg,hattest gebeten,kaikki-en,CC BY-SA 4.0
bitten,plusq.2pl,hattet gebeten,kaikki-en,CC BY-SA 4.0
bitten,konj2.plusq.2sg,hättest gebeten,kaikki-en,CC BY-SA 4.0
bitten,konj2.plusq.2pl,hättet gebeten,kaikki-en,CC BY-SA 4.0
bitten,plusq.3sg,hatte gebeten,kaikki-en,CC BY-SA 4.0
bitten,plusq.3pl,hatten gebeten,kaikki-en,CC BY-SA 4.0
bitten,konj2.plusq.3sg,hätte gebeten,kaikki-en,CC BY-SA 4.0
bitten,konj2.plusq.3pl,hätten gebeten,kaikki-en,CC BY-SA 4.0
bitten,inf.fut1,bitten werden,kaikki-en,CC BY-SA 4.0
bitten,konj1.fut1.1sg,werde bitten,kaikki-en,CC BY-SA 4.0
bitten,konj1.fut1.1pl,werden bitten,kaikki-en,CC BY-SA 4.0
bitten,konj1.fut1.2sg,werdest bitten,kaikki-en,CC BY-SA 4.0
bitten,konj1.fut1.2pl,werdet bitten,kaikki-en,CC BY-SA 4.0
bitten,konj1.fut1.3sg,werde bitten,kaikki-en,CC BY-SA 4.0
bitten,konj1.fut1.3pl,werden bitten,kaikki-en,CC BY-SA 4.0
bitten,fut1.1sg,werde bitten,kaikki-en,CC BY-SA 4.0
bitten,fut1.1pl,werden bitten,kaikki-en,CC BY-SA 4.0
bitten,konj2.fut1.1sg,würde bitten,kaikki-en,CC BY-SA 4.0
bitten,konj2.fut1.1pl,würden bitten,kaikki-en,CC BY-SA 4.0
bitten,fut1.2sg,wirst bitten,kaikki-en,CC BY-SA 4.0
bitten,fut1.2pl,werdet bitten,kaikki-en,CC BY-SA 4.0
bitten,konj2.fut1.2sg,würdest bitten,kaikki-en,CC BY-SA 4.0
bitten,konj2.fut1.2pl,würdet bitten,kaikki-en,CC BY-SA 4.0
bitten,fut1.3sg,wird bitten,kaikki-en,CC BY-SA 4.0
bitten,fut1.3pl,werden bitten,kaikki-en,CC BY-SA 4.0
bitten,konj2.fut1.3sg,würde bitten,kaikki-en,CC BY-SA 4.0
bitten,konj2.fut1.3pl,würden bitten,kaikki-en,CC BY-SA 4.0
bitten,inf.fut2,gebeten haben werden,kaikki-en,CC BY-SA 4.0
bitten,konj1.fut2.1sg,werde gebeten haben,kaikki-en,CC BY-SA 4.0
bitten,konj1.fut2.1pl,werden gebeten haben,kaikki-en,CC BY-SA 4.0
bitten,konj1.fut2.2sg,werdest gebeten haben,kaikki-en,CC BY-SA 4.0
bitten,konj1.fut2.2pl,werdet gebeten haben,kaikki-en,CC BY-SA 4.0
bitten,konj1.fut2.3sg,werde gebeten haben,kaikki-en,CC BY-SA 4.0
bitten,konj1.fut2.3pl,werden gebeten haben,kaikki-en,CC BY-SA 4.0
bitten,fut2.1sg,werde gebeten haben,kaikki-en,CC BY-SA 4.0
bitten,fut2.1pl,werden gebeten haben,kaikki-en,CC BY-SA 4.0
bitten,konj2.fut2.1sg,würde gebeten haben,kaikki-en,CC BY-SA 4.0
bitten,konj2.fut2.1pl,würden gebeten haben,kaikki-en,CC BY-SA 4.0
bitten,fut2.2sg,wirst gebeten haben,kaikki-en,CC BY-SA 4.0
bitten,fut2.2pl,werdet gebeten haben,kaikki-en,CC BY-SA 4.0
bitten,konj2.fut2.2sg,würdest gebeten haben,kaikki-en,CC BY-SA 4.0
bitten,konj2.fut2.2pl,würdet gebeten haben,kaikki-en,CC BY-SA 4.0
bitten,fut2.3sg,wird gebeten haben,kaikki-en,CC BY-SA 4.0
bitten,fut2.3pl,werden gebeten haben,kaikki-en,CC BY-SA 4.0
bitten,konj2.fut2.3sg,würde gebeten haben,kaikki-en,CC BY-SA 4.0
bitten,konj2.fut2.3pl,würden gebeten haben,kaikki-en,CC BY-SA 4.0
bitter,none.nom.sg.m,bitterer,kaikki-en,CC BY-SA 4.0
bitter,none.nom.sg.m,bittrer,kaikki-en,CC BY-SA 4.0
bitter,komp,bitterer,kaikki-en,CC BY-SA 4.0
bitter,komp,bittrer,kaikki-en,CC BY-SA 4.0
bitter,superl,am bittersten,kaikki-en,CC BY-SA 4.0
bitter,none.nom.sg.f,bittere,kaikki-en,CC BY-SA 4.0
bitter,none.nom.sg.f,bittre,kaikki-en,CC BY-SA 4.0
bitter,none.nom.sg.n,bitteres,kaikki-en,CC BY-SA 4.0
bitter,none.nom.sg.n,bittres,kaikki-en,CC BY-SA 4.0
bitter,none.nom.pl,bittere,kaikki-en,CC BY-SA 4.0
bitter,none.nom.pl,bittre,kaikki-en,CC BY-SA 4.0
bitter,none.gen.sg.m,bitteren,kaikki-en,CC BY-SA 4.0
bitter,none.gen.sg.m,bittren,kaikki-en,CC BY-SA 4.0
bitter,none.gen.sg.f,bitterer,kaikki-en,CC BY-SA 4.0
bitter,none.gen.sg.f,bittrer,kaikki-en,CC BY-SA 4.0
bitter,none.gen.sg.n,bitteren,kaikki-en,CC BY-SA 4.0
bitter,none.gen.sg.n,bittren,kaikki-en,CC BY-SA 4.0
bitter,none.gen.pl,bitterer,kaikki-en,CC BY-SA 4.0
bitter,none.gen.pl,bittrer,kaikki-en,CC BY-SA 4.0
bitter,none.dat.sg.m,bitterem,kaikki-en,CC BY-SA 4.0
bitter,none.dat.sg.m,bittrem,kaikki-en,CC BY-SA 4.0
bitter,none.dat.sg.f,bitterer,kaikki-en,CC BY-SA 4.0
bitter,none.dat.sg.f,bittrer,kaikki-en,CC BY-SA 4.0
bitter,none.dat.sg.n,bitterem,kaikki-en,CC BY-SA 4.0
bitter,none.dat.sg.n,bittrem,kaikki-en,CC BY-SA 4.0
bitter,none.dat.pl,bitteren,kaikki-en,CC BY-SA 4.0
bitter,none.dat.pl,bittren,kaikki-en,CC BY-SA 4.0
bitter,none.akk.sg.m,bitteren,kaikki-en,CC BY-SA 4.0
bitter,none.akk.sg.m,bittren,kaikki-en,CC BY-SA 4.0
bitter,none.akk.sg.f,bittere,kaikki-en,CC BY-SA 4.0
bitter,none.akk.sg.f,bittre,kaikki-en,CC BY-SA 4.0
bitter,none.akk.sg.n,bitteres,kaikki-en,CC BY-SA 4.0
bitter,none.akk.sg.n,bittres,kaikki-en,CC BY-SA 4.0
bitter,none.akk.pl,bittere,kaikki-en,CC BY-SA 4.0
bitter,none.akk.pl,bittre,kaikki-en,CC BY-SA 4.0
bitter,def.nom.sg.m,der bittere,kaikki-en,CC BY-SA 4.0
bitter,def.nom.sg.m,der bittre,kaikki-en,CC BY-SA 4.0
bitter,def.nom.sg.f,die bittere,kaikki-en,CC BY-SA 4.0
bitter,def.nom.sg.f,die bittre,kaikki-en,CC BY-SA 4.0
bitter,def.nom.sg.n,das bittere,kaikki-en,CC BY-SA 4.0
bitter,def.nom.sg.n,das bittre,kaikki-en,CC BY-SA 4.0
bitter,def.nom.pl,die bitteren,kaikki-en,CC BY-SA 4.0
bitter,def.nom.pl,die bittren,kaikki-en,CC BY-SA 4.0
bitter,def.gen.sg.m,des bitteren,kaikki-en,CC BY-SA 4.0
bitter,def.gen.sg.m,des bittren,kaikki-en,CC BY-SA 4.0
bitter,def.gen.sg.f,der bitteren,kaikki-en,CC BY-SA 4.0
bitter,def.gen.sg.f,der bittren,kaikki-en,CC BY-SA 4.0
bitter,def.gen.sg.n,des bitteren,kaikki-en,CC BY-SA 4.0
bitter,def.gen.sg.n,des bittren,kaikki-en,CC BY-SA 4.0
bitter,def.gen.pl,der bitteren,kaikki-en,CC BY-SA 4.0
bitter,def.gen.pl,der bittren,kaikki-en,CC BY-SA 4.0
bitter,def.dat.sg.m,dem bitteren,kaikki-en,CC BY-SA 4.0
bitter,def.dat.sg.m,dem bittren,kaikki-en,CC BY-SA 4.0
bitter,def.dat.sg.f,der bitteren,kaikki-en,CC BY-SA 4.0
bitter,def.dat.sg.f,der bittren,kaikki-en,CC BY-SA 4.0
bitter,def.dat.sg.n,dem bitteren,kaikki-en,CC BY-SA 4.0
bitter,def.dat.sg.n,dem bittren,kaikki-en,CC BY-SA 4.0
bitter,def.dat.pl,den bitteren,kaikki-en,CC BY-SA 4.0
bitter,def.dat.pl,den bittren,kaikki-en,CC BY-SA 4.0
bitter,def.akk.sg.m,den bitteren,kaikki-en,CC BY-SA 4.0
bitter,def.akk.sg.m,den bittren,kaikki-en,CC BY-SA 4.0
bitter,def.akk.sg.f,die bittere,kaikki-en,CC BY-SA 4.0
bitter,def.akk.sg.f,die bittre,kaikki-en,CC BY-SA 4.0
bitter,def.akk.sg.n,das bittere,kaikki-en,CC BY-SA 4.0
bitter,def.akk.sg.n,das bittre,kaikki-en,CC BY-SA 4.0
bitter,def.akk.pl,die bitteren,kaikki-en,CC BY-SA 4.0
