lexeme,feature,form,source,license
legen,konj2.plusq.1sg,hätte gelegt,kaikki-en,CC BY-SA 4.0
legen,konj2.plusq.1pl,hätten gelegt,kaikki-en,CC BY-SA 4.0
legen,plusq.2sg,hattest gelegt,kaikki-en,CC BY-SA 4.0
legen,plusq.2pl,hattet gelegt,kaikki-en,CC BY-SA 4.0
legen,konj2.plusq.2sg,hättest gelegt,kaikki-en,CC BY-SA 4.0
legen,konj2.plusq.2pl,hättet gelegt,kaikki-en,CC BY-SA 4.0
legen,plusq.3sg,hatte gelegt,kaikki-en,CC BY-SA 4.0
legen,plusq.3pl,hatten gelegt,kaikki-en,CC BY-SA 4.0
legen,konj2.plusq.3sg,hätte gelegt,kaikki-en,CC BY-SA 4.0
legen,konj2.plusq.3pl,hätten gelegt,kaikki-en,CC BY-SA 4.0
legen,inf.fut1,legen werden,kaikki-en,CC BY-SA 4.0
legen,konj1.fut1.1sg,werde legen,kaikki-en,CC BY-SA 4.0
legen,konj1.fut1.1pl,werden legen,kaikki-en,CC BY-SA 4.0
legen,konj1.fut1.2sg,werdest legen,kaikki-en,CC BY-SA 4.0
legen,konj1.fut1.2pl,werdet legen,kaikki-en,CC BY-SA 4.0
legen,konj1.fut1.3sg,werde legen,kaikki-en,CC BY-SA 4.0
legen,konj1.fut1.3pl,werden legen,kaikki-en,CC BY-SA 4.0
legen,fut1.1sg,werde legen,kaikki-en,CC BY-SA 4.0
legen,fut1.1pl,werden legen,kaikki-en,CC BY-SA 4.0
legen,konj2.fut1.1sg,würde legen,kaikki-en,CC BY-SA 4.0
legen,konj2.fut1.1pl,würden legen,kaikki-en,CC BY-SA 4.0
legen,fut1.2sg,wirst legen,kaikki-en,CC BY-SA 4.0
legen,fut1.2pl,werdet legen,kaikki-en,CC BY-SA 4.0
legen,konj2.fut1.2sg,würdest legen,kaikki-en,CC BY-SA 4.0
legen,konj2.fut1.2pl,würdet legen,kaikki-en,CC BY-SA 4.0
legen,fut1.3sg,wird legen,kaikki-en,CC BY-SA 4.0
legen,fut1.3pl,werden legen,kaikki-en,CC BY-SA 4.0
legen,konj2.fut1.3sg,würde legen,kaikki-en,CC BY-SA 4.0
legen,konj2.fut1.3pl,würden legen,kaikki-en,CC BY-SA 4.0
legen,inf.fut2,gelegt haben werden,kaikki-en,CC BY-SA 4.0
legen,konj1.fut2.1sg,werde gelegt haben,kaikki-en,CC BY-SA 4.0
legen,konj1.fut2.1pl,werden gelegt haben,kaikki-en,CC BY-SA 4.0
legen,konj1.fut2.2sg,werdest gelegt haben,kaikki-en,CC BY-SA 4.0
legen,konj1.fut2.2pl,werdet gelegt haben,kaikki-en,CC BY-SA 4.0
legen,konj1.fut2.3sg,werde gelegt haben,kaikki-en,CC BY-SA 4.0
legen,konj1.fut2.3pl,werden gelegt haben,kaikki-en,CC BY-SA 4.0
legen,fut2.1sg,werde gelegt haben,kaikki-en,CC BY-SA 4.0
legen,fut2.1pl,werden gelegt haben,kaikki-en,CC BY-SA 4.0
legen,konj2.fut2.1sg,würde gelegt haben,kaikki-en,CC BY-SA 4.0
legen,konj2.fut2.1pl,würden gelegt haben,kaikki-en,CC BY-SA 4.0
legen,fut2.2sg,wirst gelegt haben,kaikki-en,CC BY-SA 4.0
legen,fut2.2pl,werdet gelegt haben,kaikki-en,CC BY-SA 4.0
legen,konj2.fut2.2sg,würdest gelegt haben,kaikki-en,CC BY-SA 4.0
legen,konj2.fut2.2pl,würdet gelegt haben,kaikki-en,CC BY-SA 4.0
legen,fut2.3sg,wird gelegt haben,kaikki-en,CC BY-SA 4.0
legen,fut2.3pl,werden gelegt haben,kaikki-en,CC BY-SA 4.0
legen,konj2.fut2.3sg,würde gelegt haben,kaikki-en,CC BY-SA 4.0
legen,konj2.fut2.3pl,würden gelegt haben,kaikki-en,CC BY-SA 4.0
glauben,praes.3sg,glaubt,kaikki-en,CC BY-SA 4.0
glauben,partizip2,geglaubt,kaikki-en,CC BY-SA 4.0
glauben,inf,glauben,kaikki-en,CC BY-SA 4.0
glauben,partizip1,glaubend,kaikki-en,CC BY-SA 4.0
glauben,praes.1sg,glaube,kaikki-en,CC BY-SA 4.0
glauben,praes.1pl,glauben,kaikki-en,CC BY-SA 4.0
glauben,konj1.1sg,glaube,kaikki-en,CC BY-SA 4.0
glauben,konj1.1pl,glauben,kaikki-en,CC BY-SA 4.0
glauben,praes.2sg,glaubst,kaikki-en,CC BY-SA 4.0
glauben,praes.2pl,glaubt,kaikki-en,CC BY-SA 4.0
glauben,konj1.2sg,glaubest,kaikki-en,CC BY-SA 4.0
glauben,konj1.2pl,glaubet,kaikki-en,CC BY-SA 4.0
glauben,praes.3pl,glauben,kaikki-en,CC BY-SA 4.0
glauben,konj1.3sg,glaube,kaikki-en,CC BY-SA 4.0
glauben,konj1.3pl,glauben,kaikki-en,CC BY-SA 4.0
glauben,praet.1sg,glaubte,kaikki-en,CC BY-SA 4.0
glauben,praet.1pl,glaubten,kaikki-en,CC BY-SA 4.0
glauben,praet.2sg,glaubtest,kaikki-en,CC BY-SA 4.0
glauben,praet.2pl,glaubtet,kaikki-en,CC BY-SA 4.0
glauben,praet.3sg,glaubte,kaikki-en,CC BY-SA 4.0
glauben,praet.3pl,glaubten,kaikki-en,CC BY-SA 4.0
glauben,imp.2sg,glaub,kaikki-en,CC BY-SA 4.0
glauben,imp.2sg,glaube,kaikki-en,CC BY-SA 4.0
glauben,imp.2pl,glaubt,kaikki-en,CC BY-SA 4.0
glauben,perf.1sg,habe geglaubt,kaikki-en,CC BY-SA 4.0
glauben,perf.1pl,haben geglaubt,kaikki-en,CC BY-SA 4.0
glauben,konj1.perf.1sg,habe geglaubt,kaikki-en,CC BY-SA 4.0
glauben,konj1.perf.1pl,haben geglaubt,kaikki-en,CC BY-SA 4.0
glauben,perf.2sg,hast geglaubt,kaikki-en,CC BY-SA 4.0
glauben,perf.2pl,habt geglaubt,kaikki-en,CC BY-SA 4.0
glauben,konj1.perf.2sg,habest geglaubt,kaikki-en,CC BY-SA 4.0
glauben,konj1.perf.2pl,habet geglaubt,kaikki-en,CC BY-SA 4.0
glauben,perf.3sg,hat geglaubt,kaikki-en,CC BY-SA 4.0
glauben,perf.3pl,haben geglaubt,kaikki-en,CC BY-SA 4.0
glauben,konj1.perf.3sg,habe geglaubt,kaikki-en,CC BY-SA 4.0
glauben,konj1.perf.3pl,haben geglaubt,kaikki-en,CC BY-SA 4.0
glauben,plusq.1sg,hatte geglaubt,kaikki-en,CC BY-SA 4.0
glauben,plusq.1pl,hatten geglaubt,kaikki-en,CC BY-SA 4.0
glauben,konj2.plusq.1sg,hätte geglaubt,kaikki-en,CC BY-SA 4.0
glauben,konj2.plusq.1pl,hätten geglaubt,kaikki-en,CC BY-SA 4.0
glauben,plusq.2sg,hattest geglaubt,kaikki-en,CC BY-SA 4.0
glauben,plusq.2pl,hattet geglaubt,kaikki-en,CC BY-SA 4.0
glauben,konj2.plusq.2sg,hättest geglaubt,kaikki-en,CC BY-SA 4.0
glauben,konj2.plusq.2pl,hättet geglaubt,kaikki-en,CC BY-SA 4.0
glauben,plusq.3sg,hatte geglaubt,kaikki-en,CC BY-SA 4.0
glauben,plusq.3pl,hatten geglaubt,kaikki-en,CC BY-SA 4.0
glauben,konj2.plusq.3sg,hätte geglaubt,kaikki-en,CC BY-SA 4.0
glauben,konj2.plusq.3pl,hätten geglaubt,kaikki-en,CC BY-SA 4.0
glauben,inf.fut1,glauben werden,kaikki-en,CC BY-SA 4.0
glauben,konj1.fut1.1sg,werde glauben,kaikki-en,CC BY-SA 4.0
glauben,konj1.fut1.1pl,werden glauben,kaikki-en,CC BY-SA 4.0
glauben,konj1.fut1.2sg,werdest glauben,kaikki-en,CC BY-SA 4.0
glauben,konj1.fut1.2pl,werdet glauben,kaikki-en,CC BY-SA 4.0
glauben,konj1.fut1.3sg,werde glauben,kaikki-en,CC BY-SA 4.0
glauben,konj1.fut1.3pl,werden glauben,kaikki-en,CC BY-SA 4.0
glauben,fut1.1sg,werde glauben,kaikki-en,CC BY-SA 4.0
glauben,fut1.1pl,werden glauben,kaikki-en,CC BY-SA 4.0
glauben,konj2.fut1.1sg,würde glauben,kaikki-en,CC BY-SA 4.0
glauben,konj2.fut1.1pl,würden glauben,kaikki-en,CC BY-SA 4.0
glauben,fut1.2sg,wirst glauben,kaikki-en,CC BY-SA 4.0
glauben,fut1.2pl,werdet glauben,kaikki-en,CC BY-SA 4.0
glauben,konj2.fut1.2sg,würdest glauben,kaikki-en,CC BY-SA 4.0
glauben,konj2.fut1.2pl,würdet glauben,kaikki-en,CC BY-SA 4.0
glauben,fut1.3sg,wird glauben,kaikki-en,CC BY-SA 4.0
glauben,fut1.3pl,werden glauben,kaikki-en,CC BY-SA 4.0
glauben,konj2.fut1.3sg,würde glauben,kaikki-en,CC BY-SA 4.0
glauben,konj2.fut1.3pl,würden glauben,kaikki-en,CC BY-SA 4.0
glauben,inf.fut2,geglaubt haben werden,kaikki-en,CC BY-SA 4.0
glauben,konj1.fut2.1sg,werde geglaubt haben,kaikki-en,CC BY-SA 4.0
glauben,konj1.fut2.1pl,werden geglaubt haben,kaikki-en,CC BY-SA 4.0
glauben,konj1.fut2.2sg,werdest geglaubt haben,kaikki-en,CC BY-SA 4.0
glauben,konj1.fut2.2pl,werdet geglaubt haben,kaikki-en,CC BY-SA 4.0
glauben,konj1.fut2.3sg,werde geglaubt haben,kaikki-en,CC BY-SA 4.0
glauben,konj1.fut2.3pl,werden geglaubt haben,kaikki-en,CC BY-SA 4.0
glauben,fut2.1sg,werde geglaubt haben,kaikki-en,CC BY-SA 4.0
glauben,fut2.1pl,werden geglaubt haben,kaikki-en,CC BY-SA 4.0
glauben,konj2.fut2.1sg,würde geglaubt haben,kaikki-en,CC BY-SA 4.0
glauben,konj2.fut2.1pl,würden geglaubt haben,kaikki-en,CC BY-SA 4.0
glauben,fut2.2sg,wirst geglaubt haben,kaikki-en,CC BY-SA 4.0
glauben,fut2.2pl,werdet geglaubt haben,kaikki-en,CC BY-SA 4.0
glauben,konj2.fut2.2sg,würdest geglaubt haben,kaikki-en,CC BY-SA 4.0
glauben,konj2.fut2.2pl,würdet geglaubt haben,kaikki-en,CC BY-SA 4.0
glauben,fut2.3sg,wird geglaubt haben,kaikki-en,CC BY-SA 4.0
glauben,fut2.3pl,werden geglaubt haben,kaikki-en,CC BY-SA 4.0
glauben,konj2.fut2.3sg,würde geglaubt haben,kaikki-en,CC BY-SA 4.0
glauben,konj2.fut2.3pl,würden geglaubt haben,kaikki-en,CC BY-SA 4.0
breit,none.nom.sg.m,breiter,kaikki-en,CC BY-SA 4.0
breit,komp,breiter,kaikki-en,CC BY-SA 4.0
breit,superl,am breitesten,kaikki-en,CC BY-SA 4.0
breit,none.nom.sg.f,breite,kaikki-en,CC BY-SA 4.0
breit,none.nom.sg.n,breites,kaikki-en,CC BY-SA 4.0
breit,none.nom.pl,breite,kaikki-en,CC BY-SA 4.0
breit,none.gen.sg.m,breiten,kaikki-en,CC BY-SA 4.0
breit,none.gen.sg.f,breiter,kaikki-en,CC BY-SA 4.0
breit,none.gen.sg.n,breiten,kaikki-en,CC BY-SA 4.0
breit,none.gen.pl,breiter,kaikki-en,CC BY-SA 4.0
breit,none.dat.sg.m,breitem,kaikki-en,CC BY-SA 4.0
breit,none.dat.sg.f,breiter,kaikki-en,CC BY-SA 4.0
breit,none.dat.sg.n,breitem,kaikki-en,CC BY-SA 4.0
breit,none.dat.pl,breiten,kaikki-en,CC BY-SA 4.0
breit,none.akk.sg.m,breiten,kaikki-en,CC BY-SA 4.0
breit,none.akk.sg.f,breite,kaikki-en,CC BY-SA 4.0
breit,none.akk.sg.n,breites,kaikki-en,CC BY-SA 4.0
breit,none.akk.pl,breite,kaikki-en,CC BY-SA 4.0
breit,def.nom.sg.m,der breite,kaikki-en,CC BY-SA 4.0
breit,def.nom.sg.f,die breite,kaikki-en,CC BY-SA 4.0
breit,def.nom.sg.n,das breite,kaikki-en,CC BY-SA 4.0
breit,def.nom.pl,die breiten,kaikki-en,CC BY-SA 4.0
breit,def.gen.sg.m,des breiten,kaikki-en,CC BY-SA 4.0
breit,def.gen.sg.f,der breiten,kaikki-en,CC BY-SA 4.0
breit,def.gen.sg.n,des breiten,kaikki-en,CC BY-SA 4.0
breit,def.gen.pl,der breiten,kaikki-en,CC BY-SA 4.0
breit,def.dat.sg.m,dem breiten,kaikki-en,CC BY-SA 4.0
breit,def.dat.sg.f,der breiten,kaikki-en,CC BY-SA 4.0
breit,def.dat.sg.n,dem breiten,kaikki-en,CC BY-SA 4.0
breit,def.dat.pl,den breiten,kaikki-en,CC BY-SA 4.0
breit,def.akk.sg.m,den breiten,kaikki-en,CC BY-SA 4.0
breit,def.akk.sg.f,die breite,kaikki-en,CC BY-SA 4.0
breit,def.akk.sg.n,das breite,kaikki-en,CC BY-SA 4.0
breit,def.akk.pl,die breiten,kaikki-en,CC BY-SA 4.0
breit,indef.nom.sg.m,ein breiter,kaikki-en,CC BY-SA 4.0
breit,indef.nom.sg.f,eine breite,kaikki-en,CC BY-SA 4.0
breit,indef.nom.sg.n,ein breites,kaikki-en,CC BY-SA 4.0
breit,indef.nom.pl,breiten,kaikki-en,CC BY-SA 4.0
breit,indef.nom.pl,keine breiten,kaikki-en,CC BY-SA 4.0
breit,indef.gen.sg.m,eines breiten,kaikki-en,CC BY-SA 4.0
breit,indef.gen.sg.f,einer breiten,kaikki-en,CC BY-SA 4.0
breit,indef.gen.sg.n,eines breiten,kaikki-en,CC BY-SA 4.0
breit,indef.gen.pl,breiten,kaikki-en,CC BY-SA 4.0
breit,indef.gen.pl,keiner breiten,kaikki-en,CC BY-SA 4.0
breit,indef.dat.sg.m,einem breiten,kaikki-en,CC BY-SA 4.0
breit,indef.dat.sg.f,einer breiten,kaikki-en,CC BY-SA 4.0
breit,indef.dat.sg.n,einem breiten,kaikki-en,CC BY-SA 4.0
breit,indef.dat.pl,breiten,kaikki-en,CC BY-SA 4.0
breit,indef.dat.pl,keinen breiten,kaikki-en,CC BY-SA 4.0
breit,indef.akk.sg.m,einen breiten,kaikki-en,CC BY-SA 4.0
breit,indef.akk.sg.f,eine breite,kaikki-en,CC BY-SA 4.0
breit,indef.akk.sg.n,ein breites,kaikki-en,CC BY-SA 4.0
breit,indef.akk.pl,breiten,kaikki-en,CC BY-SA 4.0
breit,indef.akk.pl,keine breiten,kaikki-en,CC BY-SA 4.0
breit,komp.none.nom.sg.m,breiterer,kaikki-en,CC BY-SA 4.0
breit,komp.none.nom.sg.f,breitere,kaikki-en,CC BY-SA 4.0
breit,komp.none.nom.sg.n,breiteres,kaikki-en,CC BY-SA 4.0
breit,komp.none.nom.pl,breitere,kaikki-en,CC BY-SA 4.0
breit,komp.none.gen.sg.m,breiteren,kaikki-en,CC BY-SA 4.0
breit,komp.none.gen.sg.f,breiterer,kaikki-en,CC BY-SA 4.0
breit,komp.none.gen.sg.n,breiteren,kaikki-en,CC BY-SA 4.0
breit,komp.none.gen.pl,breiterer,kaikki-en,CC BY-SA 4.0
breit,komp.none.dat.sg.m,breiterem,kaikki-en,CC BY-SA 4.0
breit,komp.none.dat.sg.f,breiterer,kaikki-en,CC BY-SA 4.0
breit,komp.none.dat.sg.n,breiterem,kaikki-en,CC BY-SA 4.0
breit,komp.none.dat.pl,breiteren,kaikki-en,CC BY-SA 4.0
breit,komp.none.akk.sg.m,breiteren,kaikki-en,CC BY-SA 4.0
breit,komp.none.akk.sg.f,breitere,kaikki-en,CC BY-SA 4.0
breit,komp.none.akk.sg.n,breiteres,kaikki-en,CC BY-SA 4.0
breit,komp.none.akk.pl,breitere,kaikki-en,CC BY-SA 4.0
breit,komp.def.nom.sg.m,der breitere,kaikki-en,CC BY-SA 4.0
breit,komp.def.nom.sg.f,die breitere,kaikki-en,CC BY-SA 4.0
breit,komp.def.nom.sg.n,das breitere,kaikki-en,CC BY-SA 4.0
breit,komp.def.nom.pl,die breiteren,kaikki-en,CC BY-SA 4.0
breit,komp.def.gen.sg.m,des breiteren,kaikki-en,CC BY-SA 4.0
breit,komp.def.gen.sg.f,der breiteren,kaikki-en,CC BY-SA 4.0
breit,komp.def.gen.sg.n,des breiteren,kaikki-en,CC BY-SA 4.0
breit,komp.def.gen.pl,der breiteren,kaikki-en,CC BY-SA 4.0
breit,komp.def.dat.sg.m,dem breiteren,kaikki-en,CC BY-SA 4.0
breit,komp.def.dat.sg.f,der breiteren,kaikki-en,CC BY-SA 4.0
breit,komp.def.dat.sg.n,dem breiteren,kaikki-en,CC BY-SA 4.0
breit,komp.def.dat.pl,den breiteren,kaikki-en,CC BY-SA 4.0
breit,komp.def.akk.sg.m,den breiteren,kaikki-en,CC BY-SA 4.0
breit,komp.def.akk.sg.f,die breitere,kaikki-en,CC BY-SA 4.0
breit,komp.def.akk.sg.n,das breitere,kaikki-en,CC BY-SA 4.0
breit,komp.def.akk.pl,die breiteren,kaikki-en,CC BY-SA 4.0
breit,komp.indef.nom.sg.m,ein breiterer,kaikki-en,CC BY-SA 4.0
breit,komp.indef.nom.sg.f,eine breitere,kaikki-en,CC BY-SA 4.0
breit,komp.indef.nom.sg.n,ein breiteres,kaikki-en,CC BY-SA 4.0
breit,komp.indef.nom.pl,breiteren,kaikki-en,CC BY-SA 4.0
breit,komp.indef.nom.pl,keine breiteren,kaikki-en,CC BY-SA 4.0
breit,komp.indef.gen.sg.m,eines breiteren,kaikki-en,CC BY-SA 4.0
breit,komp.indef.gen.sg.f,einer breiteren,kaikki-en,CC BY-SA 4.0
breit,komp.indef.gen.sg.n,eines breiteren,kaikki-en,CC BY-SA 4.0
breit,komp.indef.gen.pl,breiteren,kaikki-en,CC BY-SA 4.0
breit,komp.indef.gen.pl,keiner breiteren,kaikki-en,CC BY-SA 4.0
breit,komp.indef.dat.sg.m,einem breiteren,kaikki-en,CC BY-SA 4.0
breit,komp.indef.dat.sg.f,einer breiteren,kaikki-en,CC BY-SA 4.0
breit,komp.indef.dat.sg.n,einem breiteren,kaikki-en,CC BY-SA 4.0
breit,komp.indef.dat.pl,breiteren,kaikki-en,CC BY-SA 4.0
breit,komp.indef.dat.pl,keinen breiteren,kaikki-en,CC BY-SA 4.0
breit,komp.indef.akk.sg.m,einen breiteren,kaikki-en,CC BY-SA 4.0
breit,komp.indef.akk.sg.f,eine breitere,kaikki-en,CC BY-SA 4.0
breit,komp.indef.akk.sg.n,ein breiteres,kaikki-en,CC BY-SA 4.0
breit,komp.indef.akk.pl,breiteren,kaikki-en,CC BY-SA 4.0
breit,komp.indef.akk.pl,keine breiteren,kaikki-en,CC BY-SA 4.0
breit,superl.none.nom.sg.m,breitester,kaikki-en,CC BY-SA 4.0
breit,superl.none.nom.sg.f,breiteste,kaikki-en,CC BY-SA 4.0
breit,superl.none.nom.sg.n,breitestes,kaikki-en,CC BY-SA 4.0
breit,superl.none.nom.pl,breiteste,kaikki-en,CC BY-SA 4.0
breit,superl.none.gen.sg.m,breitesten,kaikki-en,CC BY-SA 4.0
breit,superl.none.gen.sg.f,breitester,kaikki-en,CC BY-SA 4.0
breit,superl.none.gen.sg.n,breitesten,kaikki-en,CC BY-SA 4.0
breit,superl.none.gen.pl,breitester,kaikki-en,CC BY-SA 4.0
breit,superl.none.dat.sg.m,breitestem,kaikki-en,CC BY-SA 4.0
breit,superl.none.dat.sg.f,breitester,kaikki-en,CC BY-SA 4.0
breit,superl.none.dat.sg.n,breitestem,kaikki-en,CC BY-SA 4.0
breit,superl.none.dat.pl,breitesten,kaikki-en,CC BY-SA 4.0
breit,superl.none.akk.sg.m,breitesten,kaikki-en,CC BY-SA 4.0
breit,superl.none.akk.sg.f,breiteste,kaikki-en,CC BY-SA 4.0
breit,superl.none.akk.sg.n,breitestes,kaikki-en,CC BY-SA 4.0
breit,superl.none.akk.pl,breiteste,kaikki-en,CC BY-SA 4.0
breit,superl.def.nom.sg.m,der breiteste,kaikki-en,CC BY-SA 4.0
breit,superl.def.nom.sg.f,die breiteste,kaikki-en,CC BY-SA 4.0
breit,superl.def.nom.sg.n,das breiteste,kaikki-en,CC BY-SA 4.0
breit,superl.def.nom.pl,die breitesten,kaikki-en,CC BY-SA 4.0
breit,superl.def.gen.sg.m,des breitesten,kaikki-en,CC BY-SA 4.0
breit,superl.def.gen.sg.f,der breitesten,kaikki-en,CC BY-SA 4.0
breit,superl.def.gen.sg.n,des breitesten,kaikki-en,CC BY-SA 4.0
breit,superl.def.gen.pl,der breitesten,kaikki-en,CC BY-SA 4.0
breit,superl.def.dat.sg.m,dem breitesten,kaikki-en,CC BY-SA 4.0
breit,superl.def.dat.sg.f,der breitesten,kaikki-en,CC BY-SA 4.0
breit,superl.def.dat.sg.n,dem breitesten,kaikki-en,CC BY-SA 4.0
breit,superl.def.dat.pl,den breitesten,kaikki-en,CC BY-SA 4.0
breit,superl.def.akk.sg.m,den breitesten,kaikki-en,CC BY-SA 4.0
breit,superl.def.akk.sg.f,die breiteste,kaikki-en,CC BY-SA 4.0
breit,superl.def.akk.sg.n,das breiteste,kaikki-en,CC BY-SA 4.0
breit,superl.def.akk.pl,die breitesten,kaikki-en,CC BY-SA 4.0
breit,superl.indef.nom.sg.m,ein breitester,kaikki-en,CC BY-SA 4.0
breit,superl.indef.nom.sg.f,eine breiteste,kaikki-en,CC BY-SA 4.0
breit,superl.indef.nom.sg.n,ein breitestes,kaikki-en,CC BY-SA 4.0
breit,superl.indef.nom.pl,breitesten,kaikki-en,CC BY-SA 4.0
breit,superl.indef.nom.pl,keine breitesten,kaikki-en,CC BY-SA 4.0
breit,superl.indef.gen.sg.m,eines breitesten,kaikki-en,CC BY-SA 4.0
breit,superl.indef.gen.sg.f,einer breitesten,kaikki-en,CC BY-SA 4.0
breit,superl.indef.gen.sg.n,eines breitesten,kaikki-en,CC BY-SA 4.0
breit,superl.indef.gen.pl,breitesten,kaikki-en,CC BY-SA 4.0
breit,superl.indef.gen.pl,keiner breitesten,kaikki-en,CC BY-SA 4.0
breit,superl.indef.dat.sg.m,einem breitesten,kaikki-en,CC BY-SA 4.0
breit,superl.indef.dat.sg.f,einer breitesten,kaikki-en,CC BY-SA 4.0
breit,superl.indef.dat.sg.n,einem breitesten,kaikki-en,CC BY-SA 4.0
breit,superl.indef.dat.pl,breitesten,kaikki-en,CC BY-SA 4.0
breit,superl.indef.dat.pl,keinen breitesten,kaikki-en,CC BY-SA 4.0
breit,superl.indef.akk.sg.m,einen breitesten,kaikki-en,CC BY-SA 4.0
breit,superl.indef.akk.sg.f,eine breiteste,kaikki-en,CC BY-SA 4.0
breit,superl.indef.akk.sg.n,ein breitestes,kaikki-en,CC BY-SA 4.0
breit,superl.indef.akk.pl,breitesten,kaikki-en,CC BY-SA 4.0
breit,superl.indef.akk.pl,keine breitesten,kaikki-en,CC BY-SA 4.0
kaputt,none.nom.sg.m,kaputter,kaikki-en,CC BY-SA 4.0
kaputt,komp,kaputter,kaikki-en,CC BY-SA 4.0
kaputt,superl,am kaputtesten,kaikki-en,CC BY-SA 4.0
kaputt,none.nom.sg.f,kaputte,kaikki-en,CC BY-SA 4.0
kaputt,none.nom.sg.n,kaputtes,kaikki-en,CC BY-SA 4.0
kaputt,none.nom.pl,kaputte,kaikki-en,CC BY-SA 4.0
kaputt,none.gen.sg.m,kaputten,kaikki-en,CC BY-SA 4.0
kaputt,none.gen.sg.f,kaputter,kaikki-en,CC BY-SA 4.0
kaputt,none.gen.sg.n,kaputten,kaikki-en,CC BY-SA 4.0
kaputt,none.gen.pl,kaputter,kaikki-en,CC BY-SA 4.0
kaputt,none.dat.sg.m,kaputtem,kaikki-en,CC BY-SA 4.0
kaputt,none.dat.sg.f,kaputter,kaikki-en,CC BY-SA 4.0
kaputt,none.dat.sg.n,kaputtem,kaikki-en,CC BY-SA 4.0
kaputt,none.dat.pl,kaputten,kaikki-en,CC BY-SA 4.0
kaputt,none.akk.sg.m,kaputten,kaikki-en,CC BY-SA 4.0
kaputt,none.akk.sg.f,kaputte,kaikki-en,CC BY-SA 4.0
kaputt,none.akk.sg.n,kaputtes,kaikki-en,CC BY-SA 4.0
kaputt,none.akk.pl,kaputte,kaikki-en,CC BY-SA 4.0
kaputt,def.nom.sg.m,der kaputte,kaikki-en,CC BY-SA 4.0
kaputt,def.nom.sg.f,die kaputte,kaikki-en,CC BY-SA 4.0
kaputt,def.nom.sg.n,das kaputte,kaikki-en,CC BY-SA 4.0
kaputt,def.nom.pl,die kaputten,kaikki-en,CC BY-SA 4.0
kaputt,def.gen.sg.m,des kaputten,kaikki-en,CC BY-SA 4.0
kaputt,def.gen.sg.f,der kaputten,kaikki-en,CC BY-SA 4.0
kaputt,def.gen.sg.n,des kaputten,kaikki-en,CC BY-SA 4.0
kaputt,def.gen.pl,der kaputten,kaikki-en,CC BY-SA 4.0
kaputt,def.dat.sg.m,dem kaputten,kaikki-en,CC BY-SA 4.0
kaputt,def.dat.sg.f,der kaputten,kaikki-en,CC BY-SA 4.0
kaputt,def.dat.sg.n,dem kaputten,kaikki-en,CC BY-SA 4.0
kaputt,def.dat.pl,den kaputten,kaikki-en,CC BY-SA 4.0
kaputt,def.akk.sg.m,den kaputten,kaikki-en,CC BY-SA 4.0
kaputt,def.akk.sg.f,die kaputte,kaikki-en,CC BY-SA 4.0
kaputt,def.akk.sg.n,das kaputte,kaikki-en,CC BY-SA 4.0
kaputt,def.akk.pl,die kaputten,kaikki-en,CC BY-SA 4.0
kaputt,indef.nom.sg.m,ein kaputter,kaikki-en,CC BY-SA 4.0
kaputt,indef.nom.sg.f,eine kaputte,kaikki-en,CC BY-SA 4.0
kaputt,indef.nom.sg.n,ein kaputtes,kaikki-en,CC BY-SA 4.0
kaputt,indef.nom.pl,kaputten,kaikki-en,CC BY-SA 4.0
kaputt,indef.nom.pl,keine kaputten,kaikki-en,CC BY-SA 4.0
kaputt,indef.gen.sg.m,eines kaputten,kaikki-en,CC BY-SA 4.0
kaputt,indef.gen.sg.f,einer kaputten,kaikki-en,CC BY-SA 4.0
kaputt,indef.gen.sg.n,eines kaputten,kaikki-en,CC BY-SA 4.0
kaputt,indef.gen.pl,kaputten,kaikki-en,CC BY-SA 4.0
kaputt,indef.gen.pl,keiner kaputten,kaikki-en,CC BY-SA 4.0
kaputt,indef.dat.sg.m,einem kaputten,kaikki-en,CC BY-SA 4.0
kaputt,indef.dat.sg.f,einer kaputten,kaikki-en,CC BY-SA 4.0
kaputt,indef.dat.sg.n,einem kaputten,kaikki-en,CC BY-SA 4.0
kaputt,indef.dat.pl,kaputten,kaikki-en,CC BY-SA 4.0
kaputt,indef.dat.pl,keinen kaputten,kaikki-en,CC BY-SA 4.0
kaputt,indef.akk.sg.m,einen kaputten,kaikki-en,CC BY-SA 4.0
kaputt,indef.akk.sg.f,eine kaputte,kaikki-en,CC BY-SA 4.0
kaputt,indef.akk.sg.n,ein kaputtes,kaikki-en,CC BY-SA 4.0
kaputt,indef.akk.pl,kaputten,kaikki-en,CC BY-SA 4.0
kaputt,indef.akk.pl,keine kaputten,kaikki-en,CC BY-SA 4.0
kaputt,komp.none.nom.sg.m,kaputterer,kaikki-en,CC BY-SA 4.0
kaputt,komp.none.nom.sg.f,kaputtere,kaikki-en,CC BY-SA 4.0
kaputt,komp.none.nom.sg.n,kaputteres,kaikki-en,CC BY-SA 4.0
kaputt,komp.none.nom.pl,kaputtere,kaikki-en,CC BY-SA 4.0
kaputt,komp.none.gen.sg.m,kaputteren,kaikki-en,CC BY-SA 4.0
kaputt,komp.none.gen.sg.f,kaputterer,kaikki-en,CC BY-SA 4.0
kaputt,komp.none.gen.sg.n,kaputteren,kaikki-en,CC BY-SA 4.0
kaputt,komp.none.gen.pl,kaputterer,kaikki-en,CC BY-SA 4.0
