id	файл	ключ	заведён	примечание
de:tisch:_:genus	data/de_nouns.csv	Tisch|_|genus	2026-08-26	
de:lampe:_:genus	data/de_nouns.csv	Lampe|_|genus	2026-08-26	
de:buch:_:genus	data/de_nouns.csv	Buch|_|genus	2026-08-26	
de:stuhl:_:genus	data/de_nouns.csv	Stuhl|_|genus	2026-08-26	
de:tuer:_:genus	data/de_nouns.csv	Tür|_|genus	2026-08-26	
de:fenster:_:genus	data/de_nouns.csv	Fenster|_|genus	2026-08-26	
de:schluessel:_:genus	data/de_nouns.csv	Schlüssel|_|genus	2026-08-26	
de:strasse:_:genus	data/de_nouns.csv	Straße|_|genus	2026-08-26	
de:auto:_:genus	data/de_nouns.csv	Auto|_|genus	2026-08-26	
de:baum:_:genus	data/de_nouns.csv	Baum|_|genus	2026-08-26	
de:blume:_:genus	data/de_nouns.csv	Blume|_|genus	2026-08-26	
de:wasser:_:genus	data/de_nouns.csv	Wasser|_|genus	2026-08-26	
de:loeffel:_:genus	data/de_nouns.csv	Löffel|_|genus	2026-08-26	
de:gabel:_:genus	data/de_nouns.csv	Gabel|_|genus	2026-08-26	
de:messer:_:genus	data/de_nouns.csv	Messer|_|genus	2026-08-26	
de:hund:_:genus	data/de_nouns.csv	Hund|_|genus	2026-08-26	
de:katze:_:genus	data/de_nouns.csv	Katze|_|genus	2026-08-26	
de:maedchen:_:genus	data/de_nouns.csv	Mädchen|_|genus	2026-08-26	
de:junge:_:genus	data/de_nouns.csv	Junge|_|genus	2026-08-26	
de:sein:praes.1sg:produce	data/de_verbs.csv	sein|praes.1sg|produce	2026-08-26	
de:sein:praes.2sg:produce	data/de_verbs.csv	sein|praes.2sg|produce	2026-08-26	
de:sein:praes.3sg:produce	data/de_verbs.csv	sein|praes.3sg|produce	2026-08-26	
de:haben:praes.1sg:produce	data/de_verbs.csv	haben|praes.1sg|produce	2026-08-26	
de:haben:praes.2sg:produce	data/de_verbs.csv	haben|praes.2sg|produce	2026-08-26	
de:haben:praes.3sg:produce	data/de_verbs.csv	haben|praes.3sg|produce	2026-08-26	
de:werden:praes.2sg:produce	data/de_verbs.csv	werden|praes.2sg|produce	2026-08-26	
de:werden:praes.3sg:produce	data/de_verbs.csv	werden|praes.3sg|produce	2026-08-26	
de:fahren:praes.2sg:produce	data/de_verbs.csv	fahren|praes.2sg|produce	2026-08-26	
de:fahren:praes.3sg:produce	data/de_verbs.csv	fahren|praes.3sg|produce	2026-08-26	
de:lesen:praes.2sg:produce	data/de_verbs.csv	lesen|praes.2sg|produce	2026-08-26	
de:sprechen:praes.2sg:produce	data/de_verbs.csv	sprechen|praes.2sg|produce	2026-08-26	
de:sprechen:praes.3sg:produce	data/de_verbs.csv	sprechen|praes.3sg|produce	2026-08-26	
de:nehmen:praes.2sg:produce	data/de_verbs.csv	nehmen|praes.2sg|produce	2026-08-26	
de:nehmen:praes.3sg:produce	data/de_verbs.csv	nehmen|praes.3sg|produce	2026-08-26	
de:geben:praes.2sg:produce	data/de_verbs.csv	geben|praes.2sg|produce	2026-08-26	
de:geben:praes.3sg:produce	data/de_verbs.csv	geben|praes.3sg|produce	2026-08-26	
de:sehen:praes.2sg:produce	data/de_verbs.csv	sehen|praes.2sg|produce	2026-08-26	
de:sehen:praes.3sg:produce	data/de_verbs.csv	sehen|praes.3sg|produce	2026-08-26	
de:essen:praes.2sg:produce	data/de_verbs.csv	essen|praes.2sg|produce	2026-08-26	
de:laufen:praes.2sg:produce	data/de_verbs.csv	laufen|praes.2sg|produce	2026-08-26	
de:laufen:praes.3sg:produce	data/de_verbs.csv	laufen|praes.3sg|produce	2026-08-26	
de:schlafen:praes.2sg:produce	data/de_verbs.csv	schlafen|praes.2sg|produce	2026-08-26	
de:schlafen:praes.3sg:produce	data/de_verbs.csv	schlafen|praes.3sg|produce	2026-08-26	
de:abfahrt:_:genus	data/de_nouns.csv	Abfahrt|_|genus	2026-08-26	
de:abflug:_:genus	data/de_nouns.csv	Abflug|_|genus	2026-08-26	
de:absender:_:genus	data/de_nouns.csv	Absender|_|genus	2026-08-26	
de:achtung:_:genus	data/de_nouns.csv	Achtung|_|genus	2026-08-26	
de:adresse:_:genus	data/de_nouns.csv	Adresse|_|genus	2026-08-26	
de:alter:_:genus	data/de_nouns.csv	Alter|_|genus	2026-08-26	
de:anfang:_:genus	data/de_nouns.csv	Anfang|_|genus	2026-08-26	
de:angebot:_:genus	data/de_nouns.csv	Angebot|_|genus	2026-08-26	
de:ankunft:_:genus	data/de_nouns.csv	Ankunft|_|genus	2026-08-26	
de:anmeldung:_:genus	data/de_nouns.csv	Anmeldung|_|genus	2026-08-26	
de:anrede:_:genus	data/de_nouns.csv	Anrede|_|genus	2026-08-26	
de:anruf:_:genus	data/de_nouns.csv	Anruf|_|genus	2026-08-26	
de:ansage:_:genus	data/de_nouns.csv	Ansage|_|genus	2026-08-26	
de:anschluss:_:genus	data/de_nouns.csv	Anschluss|_|genus	2026-08-26	
de:antwort:_:genus	data/de_nouns.csv	Antwort|_|genus	2026-08-26	
de:anzeige:_:genus	data/de_nouns.csv	Anzeige|_|genus	2026-08-26	
de:apartment:_:genus	data/de_nouns.csv	Apartment|_|genus	2026-08-26	
de:apfel:_:genus	data/de_nouns.csv	Apfel|_|genus	2026-08-26	
de:appetit:_:genus	data/de_nouns.csv	Appetit|_|genus	2026-08-26	
de:arbeit:_:genus	data/de_nouns.csv	Arbeit|_|genus	2026-08-26	
de:arbeitsplatz:_:genus	data/de_nouns.csv	Arbeitsplatz|_|genus	2026-08-26	
de:arm:_:genus	data/de_nouns.csv	Arm|_|genus	2026-08-26	
de:arzt:_:genus	data/de_nouns.csv	Arzt|_|genus	2026-08-26	
de:aufgabe:_:genus	data/de_nouns.csv	Aufgabe|_|genus	2026-08-26	
de:aufzug:_:genus	data/de_nouns.csv	Aufzug|_|genus	2026-08-26	
de:auge:_:genus	data/de_nouns.csv	Auge|_|genus	2026-08-26	
de:ausflug:_:genus	data/de_nouns.csv	Ausflug|_|genus	2026-08-26	
de:ausgang:_:genus	data/de_nouns.csv	Ausgang|_|genus	2026-08-26	
de:auskunft:_:genus	data/de_nouns.csv	Auskunft|_|genus	2026-08-26	
de:auslaender:_:genus	data/de_nouns.csv	Ausländer|_|genus	2026-08-26	
de:ausland:_:genus	data/de_nouns.csv	Ausland|_|genus	2026-08-26	
de:aussage:_:genus	data/de_nouns.csv	Aussage|_|genus	2026-08-26	
de:ausweis:_:genus	data/de_nouns.csv	Ausweis|_|genus	2026-08-26	
de:autobahn:_:genus	data/de_nouns.csv	Autobahn|_|genus	2026-08-26	
de:automat:_:genus	data/de_nouns.csv	Automat|_|genus	2026-08-26	
de:baby:_:genus	data/de_nouns.csv	Baby|_|genus	2026-08-26	
de:bad:_:genus	data/de_nouns.csv	Bad|_|genus	2026-08-26	
de:baeckerei:_:genus	data/de_nouns.csv	Bäckerei|_|genus	2026-08-26	
de:bahn:_:genus	data/de_nouns.csv	Bahn|_|genus	2026-08-26	
de:bahnhof:_:genus	data/de_nouns.csv	Bahnhof|_|genus	2026-08-26	
de:bahnsteig:_:genus	data/de_nouns.csv	Bahnsteig|_|genus	2026-08-26	
de:balkon:_:genus	data/de_nouns.csv	Balkon|_|genus	2026-08-26	
de:banane:_:genus	data/de_nouns.csv	Banane|_|genus	2026-08-26	
de:bank:_:genus	data/de_nouns.csv	Bank|_|genus	2026-08-26	
de:bauch:_:genus	data/de_nouns.csv	Bauch|_|genus	2026-08-26	
de:beamte:_:genus	data/de_nouns.csv	Beamte|_|genus	2026-08-26	
de:bein:_:genus	data/de_nouns.csv	Bein|_|genus	2026-08-26	
de:beispiel:_:genus	data/de_nouns.csv	Beispiel|_|genus	2026-08-26	
de:beruf:_:genus	data/de_nouns.csv	Beruf|_|genus	2026-08-26	
de:bett:_:genus	data/de_nouns.csv	Bett|_|genus	2026-08-26	
de:bier:_:genus	data/de_nouns.csv	Bier|_|genus	2026-08-26	
de:bild:_:genus	data/de_nouns.csv	Bild|_|genus	2026-08-26	
de:birne:_:genus	data/de_nouns.csv	Birne|_|genus	2026-08-26	
de:bitte-noun:_:genus	data/de_nouns.csv	Bitte|_|genus	2026-08-26	
de:bleistift:_:genus	data/de_nouns.csv	Bleistift|_|genus	2026-08-26	
de:blick:_:genus	data/de_nouns.csv	Blick|_|genus	2026-08-26	
de:bogen:_:genus	data/de_nouns.csv	Bogen|_|genus	2026-08-26	
de:brief:_:genus	data/de_nouns.csv	Brief|_|genus	2026-08-26	
de:briefmarke:_:genus	data/de_nouns.csv	Briefmarke|_|genus	2026-08-26	
de:broetchen:_:genus	data/de_nouns.csv	Brötchen|_|genus	2026-08-26	
de:brot:_:genus	data/de_nouns.csv	Brot|_|genus	2026-08-26	
de:bruder:_:genus	data/de_nouns.csv	Bruder|_|genus	2026-08-26	
de:buchstabe:_:genus	data/de_nouns.csv	Buchstabe|_|genus	2026-08-26	
de:bus:_:genus	data/de_nouns.csv	Bus|_|genus	2026-08-26	
de:butter:_:genus	data/de_nouns.csv	Butter|_|genus	2026-08-26	
de:cd:_:genus	data/de_nouns.csv	CD|_|genus	2026-08-26	
de:chef:_:genus	data/de_nouns.csv	Chef|_|genus	2026-08-26	
de:computer:_:genus	data/de_nouns.csv	Computer|_|genus	2026-08-26	
de:dame:_:genus	data/de_nouns.csv	Dame|_|genus	2026-08-26	
de:dank:_:genus	data/de_nouns.csv	Dank|_|genus	2026-08-26	
de:datum:_:genus	data/de_nouns.csv	Datum|_|genus	2026-08-26	
de:disco:_:genus	data/de_nouns.csv	Disco|_|genus	2026-08-26	
de:doktor:_:genus	data/de_nouns.csv	Doktor|_|genus	2026-08-26	
de:doppelzimmer:_:genus	data/de_nouns.csv	Doppelzimmer|_|genus	2026-08-26	
de:dorf:_:genus	data/de_nouns.csv	Dorf|_|genus	2026-08-26	
de:drucker:_:genus	data/de_nouns.csv	Drucker|_|genus	2026-08-26	
de:durchsage:_:genus	data/de_nouns.csv	Durchsage|_|genus	2026-08-26	
de:durst:_:genus	data/de_nouns.csv	Durst|_|genus	2026-08-26	
de:dusche:_:genus	data/de_nouns.csv	Dusche|_|genus	2026-08-26	
de:ecke:_:genus	data/de_nouns.csv	Ecke|_|genus	2026-08-26	
de:ehefrau:_:genus	data/de_nouns.csv	Ehefrau|_|genus	2026-08-26	
de:ehemann:_:genus	data/de_nouns.csv	Ehemann|_|genus	2026-08-26	
de:ei:_:genus	data/de_nouns.csv	Ei|_|genus	2026-08-26	
de:eingang:_:genus	data/de_nouns.csv	Eingang|_|genus	2026-08-26	
de:einladung:_:genus	data/de_nouns.csv	Einladung|_|genus	2026-08-26	
de:eintritt:_:genus	data/de_nouns.csv	Eintritt|_|genus	2026-08-26	
de:einzelzimmer:_:genus	data/de_nouns.csv	Einzelzimmer|_|genus	2026-08-26	
de:empfaenger:_:genus	data/de_nouns.csv	Empfänger|_|genus	2026-08-26	
de:ende:_:genus	data/de_nouns.csv	Ende|_|genus	2026-08-26	
de:entschuldigung:_:genus	data/de_nouns.csv	Entschuldigung|_|genus	2026-08-26	
de:ergebnis:_:genus	data/de_nouns.csv	Ergebnis|_|genus	2026-08-26	
de:erwachsene:_:genus	data/de_nouns.csv	Erwachsene|_|genus	2026-08-26	
de:essen-noun:_:genus	data/de_nouns.csv	Essen|_|genus	2026-08-26	
de:fahrer:_:genus	data/de_nouns.csv	Fahrer|_|genus	2026-08-26	
de:fahrkarte:_:genus	data/de_nouns.csv	Fahrkarte|_|genus	2026-08-26	
de:fahrrad:_:genus	data/de_nouns.csv	Fahrrad|_|genus	2026-08-26	
de:familie:_:genus	data/de_nouns.csv	Familie|_|genus	2026-08-26	
de:familienname:_:genus	data/de_nouns.csv	Familienname|_|genus	2026-08-26	
de:familienstand:_:genus	data/de_nouns.csv	Familienstand|_|genus	2026-08-26	
de:farbe:_:genus	data/de_nouns.csv	Farbe|_|genus	2026-08-26	
de:fax:_:genus	data/de_nouns.csv	Fax|_|genus	2026-08-26	
de:fehler:_:genus	data/de_nouns.csv	Fehler|_|genus	2026-08-26	
de:feier:_:genus	data/de_nouns.csv	Feier|_|genus	2026-08-26	
de:feuer:_:genus	data/de_nouns.csv	Feuer|_|genus	2026-08-26	
de:fieber:_:genus	data/de_nouns.csv	Fieber|_|genus	2026-08-26	
de:film:_:genus	data/de_nouns.csv	Film|_|genus	2026-08-26	
de:firma:_:genus	data/de_nouns.csv	Firma|_|genus	2026-08-26	
de:fisch:_:genus	data/de_nouns.csv	Fisch|_|genus	2026-08-26	
de:flasche:_:genus	data/de_nouns.csv	Flasche|_|genus	2026-08-26	
de:fleisch:_:genus	data/de_nouns.csv	Fleisch|_|genus	2026-08-26	
de:flughafen:_:genus	data/de_nouns.csv	Flughafen|_|genus	2026-08-26	
de:flugzeug:_:genus	data/de_nouns.csv	Flugzeug|_|genus	2026-08-26	
de:formular:_:genus	data/de_nouns.csv	Formular|_|genus	2026-08-26	
de:foto:_:genus	data/de_nouns.csv	Foto|_|genus	2026-08-26	
de:frage:_:genus	data/de_nouns.csv	Frage|_|genus	2026-08-26	
de:frau:_:genus	data/de_nouns.csv	Frau|_|genus	2026-08-26	
de:freizeit:_:genus	data/de_nouns.csv	Freizeit|_|genus	2026-08-26	
de:freund:_:genus	data/de_nouns.csv	Freund|_|genus	2026-08-26	
de:fruehstueck:_:genus	data/de_nouns.csv	Frühstück|_|genus	2026-08-26	
de:fuehrung:_:genus	data/de_nouns.csv	Führung|_|genus	2026-08-26	
de:fuss:_:genus	data/de_nouns.csv	Fuß|_|genus	2026-08-26	
de:fussball:_:genus	data/de_nouns.csv	Fußball|_|genus	2026-08-26	
de:garten:_:genus	data/de_nouns.csv	Garten|_|genus	2026-08-26	
de:gast:_:genus	data/de_nouns.csv	Gast|_|genus	2026-08-26	
de:geburtsjahr:_:genus	data/de_nouns.csv	Geburtsjahr|_|genus	2026-08-26	
de:geburtsort:_:genus	data/de_nouns.csv	Geburtsort|_|genus	2026-08-26	
de:geburtstag:_:genus	data/de_nouns.csv	Geburtstag|_|genus	2026-08-26	
de:geld:_:genus	data/de_nouns.csv	Geld|_|genus	2026-08-26	
de:gemuese:_:genus	data/de_nouns.csv	Gemüse|_|genus	2026-08-26	
de:gepaeck:_:genus	data/de_nouns.csv	Gepäck|_|genus	2026-08-26	
de:geschaeft:_:genus	data/de_nouns.csv	Geschäft|_|genus	2026-08-26	
de:geschenk:_:genus	data/de_nouns.csv	Geschenk|_|genus	2026-08-26	
de:geschwister:_:genus	data/de_nouns.csv	Geschwister|_|genus	2026-08-26	
de:gespraech:_:genus	data/de_nouns.csv	Gespräch|_|genus	2026-08-26	
de:getraenk:_:genus	data/de_nouns.csv	Getränk|_|genus	2026-08-26	
de:gewicht:_:genus	data/de_nouns.csv	Gewicht|_|genus	2026-08-26	
de:glas:_:genus	data/de_nouns.csv	Glas|_|genus	2026-08-26	
de:gleis:_:genus	data/de_nouns.csv	Gleis|_|genus	2026-08-26	
de:glueck:_:genus	data/de_nouns.csv	Glück|_|genus	2026-08-26	
de:glueckwunsch:_:genus	data/de_nouns.csv	Glückwunsch|_|genus	2026-08-26	
de:grad:_:genus	data/de_nouns.csv	Grad|_|genus	2026-08-26	
de:groesse:_:genus	data/de_nouns.csv	Größe|_|genus	2026-08-26	
de:grossmutter:_:genus	data/de_nouns.csv	Großmutter|_|genus	2026-08-26	
de:grossvater:_:genus	data/de_nouns.csv	Großvater|_|genus	2026-08-26	
de:gruppe:_:genus	data/de_nouns.csv	Gruppe|_|genus	2026-08-26	
de:gruss:_:genus	data/de_nouns.csv	Gruß|_|genus	2026-08-26	
de:haar:_:genus	data/de_nouns.csv	Haar|_|genus	2026-08-26	
de:haehnchen:_:genus	data/de_nouns.csv	Hähnchen|_|genus	2026-08-26	
de:halbpension:_:genus	data/de_nouns.csv	Halbpension|_|genus	2026-08-26	
de:halle:_:genus	data/de_nouns.csv	Halle|_|genus	2026-08-26	
de:haltestelle:_:genus	data/de_nouns.csv	Haltestelle|_|genus	2026-08-26	
de:hand:_:genus	data/de_nouns.csv	Hand|_|genus	2026-08-26	
de:handy:_:genus	data/de_nouns.csv	Handy|_|genus	2026-08-26	
de:hausaufgabe:_:genus	data/de_nouns.csv	Hausaufgabe|_|genus	2026-08-26	
de:hausfrau:_:genus	data/de_nouns.csv	Hausfrau|_|genus	2026-08-26	
de:hausmann:_:genus	data/de_nouns.csv	Hausmann|_|genus	2026-08-26	
de:heimat:_:genus	data/de_nouns.csv	Heimat|_|genus	2026-08-26	
de:herd:_:genus	data/de_nouns.csv	Herd|_|genus	2026-08-26	
de:herr:_:genus	data/de_nouns.csv	Herr|_|genus	2026-08-26	
de:hilfe:_:genus	data/de_nouns.csv	Hilfe|_|genus	2026-08-26	
de:hobby:_:genus	data/de_nouns.csv	Hobby|_|genus	2026-08-26	
de:hochzeit:_:genus	data/de_nouns.csv	Hochzeit|_|genus	2026-08-26	
de:hotel:_:genus	data/de_nouns.csv	Hotel|_|genus	2026-08-26	
de:hunger:_:genus	data/de_nouns.csv	Hunger|_|genus	2026-08-26	
de:information:_:genus	data/de_nouns.csv	Information|_|genus	2026-08-26	
de:internet:_:genus	data/de_nouns.csv	Internet|_|genus	2026-08-26	
de:jacke:_:genus	data/de_nouns.csv	Jacke|_|genus	2026-08-26	
de:job:_:genus	data/de_nouns.csv	Job|_|genus	2026-08-26	
de:jugendliche:_:genus	data/de_nouns.csv	Jugendliche|_|genus	2026-08-26	
de:kaffee:_:genus	data/de_nouns.csv	Kaffee|_|genus	2026-08-26	
de:karte:_:genus	data/de_nouns.csv	Karte|_|genus	2026-08-26	
de:kartoffel:_:genus	data/de_nouns.csv	Kartoffel|_|genus	2026-08-26	
de:kasse:_:genus	data/de_nouns.csv	Kasse|_|genus	2026-08-26	
de:kind:_:genus	data/de_nouns.csv	Kind|_|genus	2026-08-26	
de:kindergarten:_:genus	data/de_nouns.csv	Kindergarten|_|genus	2026-08-26	
de:kino:_:genus	data/de_nouns.csv	Kino|_|genus	2026-08-26	
de:kiosk:_:genus	data/de_nouns.csv	Kiosk|_|genus	2026-08-26	
de:klasse:_:genus	data/de_nouns.csv	Klasse|_|genus	2026-08-26	
de:kleidung:_:genus	data/de_nouns.csv	Kleidung|_|genus	2026-08-26	
de:koffer:_:genus	data/de_nouns.csv	Koffer|_|genus	2026-08-26	
de:kollege:_:genus	data/de_nouns.csv	Kollege|_|genus	2026-08-26	
de:konto:_:genus	data/de_nouns.csv	Konto|_|genus	2026-08-26	
de:kopf:_:genus	data/de_nouns.csv	Kopf|_|genus	2026-08-26	
de:kuchen:_:genus	data/de_nouns.csv	Kuchen|_|genus	2026-08-26	
de:kueche:_:genus	data/de_nouns.csv	Küche|_|genus	2026-08-26	
de:kuehlschrank:_:genus	data/de_nouns.csv	Kühlschrank|_|genus	2026-08-26	
de:kugelschreiber:_:genus	data/de_nouns.csv	Kugelschreiber|_|genus	2026-08-26	
de:kunde:_:genus	data/de_nouns.csv	Kunde|_|genus	2026-08-26	
de:kurs:_:genus	data/de_nouns.csv	Kurs|_|genus	2026-08-26	
de:laden:_:genus	data/de_nouns.csv	Laden|_|genus	2026-08-26	
de:land:_:genus	data/de_nouns.csv	Land|_|genus	2026-08-26	
de:leben-noun:_:genus	data/de_nouns.csv	Leben|_|genus	2026-08-26	
de:lehrer:_:genus	data/de_nouns.csv	Lehrer|_|genus	2026-08-26	
de:licht:_:genus	data/de_nouns.csv	Licht|_|genus	2026-08-26	
de:lied:_:genus	data/de_nouns.csv	Lied|_|genus	2026-08-26	
de:lkw:_:genus	data/de_nouns.csv	Lkw|_|genus	2026-08-26	
de:loesung:_:genus	data/de_nouns.csv	Lösung|_|genus	2026-08-26	
de:lokal:_:genus	data/de_nouns.csv	Lokal|_|genus	2026-08-26	
de:mann:_:genus	data/de_nouns.csv	Mann|_|genus	2026-08-26	
de:maschine:_:genus	data/de_nouns.csv	Maschine|_|genus	2026-08-26	
de:meer:_:genus	data/de_nouns.csv	Meer|_|genus	2026-08-26	
de:mensch:_:genus	data/de_nouns.csv	Mensch|_|genus	2026-08-26	
de:miete:_:genus	data/de_nouns.csv	Miete|_|genus	2026-08-26	
de:milch:_:genus	data/de_nouns.csv	Milch|_|genus	2026-08-26	
de:mitte:_:genus	data/de_nouns.csv	Mitte|_|genus	2026-08-26	
de:moebel:_:genus	data/de_nouns.csv	Möbel|_|genus	2026-08-26	
de:moment:_:genus	data/de_nouns.csv	Moment|_|genus	2026-08-26	
de:mund:_:genus	data/de_nouns.csv	Mund|_|genus	2026-08-26	
de:mutter:_:genus	data/de_nouns.csv	Mutter|_|genus	2026-08-26	
de:name:_:genus	data/de_nouns.csv	Name|_|genus	2026-08-26	
de:nummer:_:genus	data/de_nouns.csv	Nummer|_|genus	2026-08-26	
de:obst:_:genus	data/de_nouns.csv	Obst|_|genus	2026-08-26	
de:oel:_:genus	data/de_nouns.csv	Öl|_|genus	2026-08-26	
de:oma:_:genus	data/de_nouns.csv	Oma|_|genus	2026-08-26	
de:opa:_:genus	data/de_nouns.csv	Opa|_|genus	2026-08-26	
de:ordnung:_:genus	data/de_nouns.csv	Ordnung|_|genus	2026-08-26	
de:ort:_:genus	data/de_nouns.csv	Ort|_|genus	2026-08-26	
de:papier:_:genus	data/de_nouns.csv	Papier|_|genus	2026-08-26	
de:partner:_:genus	data/de_nouns.csv	Partner|_|genus	2026-08-26	
de:partnerin:_:genus	data/de_nouns.csv	Partnerin|_|genus	2026-08-26	
de:party:_:genus	data/de_nouns.csv	Party|_|genus	2026-08-26	
de:pass:_:genus	data/de_nouns.csv	Pass|_|genus	2026-08-26	
de:pause:_:genus	data/de_nouns.csv	Pause|_|genus	2026-08-26	
de:plan:_:genus	data/de_nouns.csv	Plan|_|genus	2026-08-26	
de:platz:_:genus	data/de_nouns.csv	Platz|_|genus	2026-08-26	
de:polizei:_:genus	data/de_nouns.csv	Polizei|_|genus	2026-08-26	
de:pommes:_:genus	data/de_nouns.csv	Pommes|_|genus	2026-08-26	
de:post:_:genus	data/de_nouns.csv	Post|_|genus	2026-08-26	
de:postleitzahl:_:genus	data/de_nouns.csv	Postleitzahl|_|genus	2026-08-26	
de:praktikum:_:genus	data/de_nouns.csv	Praktikum|_|genus	2026-08-26	
de:praxis:_:genus	data/de_nouns.csv	Praxis|_|genus	2026-08-26	
de:preis:_:genus	data/de_nouns.csv	Preis|_|genus	2026-08-26	
de:problem:_:genus	data/de_nouns.csv	Problem|_|genus	2026-08-26	
de:prospekt:_:genus	data/de_nouns.csv	Prospekt|_|genus	2026-08-26	
de:pruefung:_:genus	data/de_nouns.csv	Prüfung|_|genus	2026-08-26	
de:rad:_:genus	data/de_nouns.csv	Rad|_|genus	2026-08-26	
de:raum:_:genus	data/de_nouns.csv	Raum|_|genus	2026-08-26	
de:rechnung:_:genus	data/de_nouns.csv	Rechnung|_|genus	2026-08-26	
de:regen:_:genus	data/de_nouns.csv	Regen|_|genus	2026-08-26	
de:reis:_:genus	data/de_nouns.csv	Reis|_|genus	2026-08-26	
de:reise:_:genus	data/de_nouns.csv	Reise|_|genus	2026-08-26	
de:reisebuero:_:genus	data/de_nouns.csv	Reisebüro|_|genus	2026-08-26	
de:reisefuehrer:_:genus	data/de_nouns.csv	Reiseführer|_|genus	2026-08-26	
de:reparatur:_:genus	data/de_nouns.csv	Reparatur|_|genus	2026-08-26	
de:restaurant:_:genus	data/de_nouns.csv	Restaurant|_|genus	2026-08-26	
de:rezeption:_:genus	data/de_nouns.csv	Rezeption|_|genus	2026-08-26	
de:saft:_:genus	data/de_nouns.csv	Saft|_|genus	2026-08-26	
de:salat:_:genus	data/de_nouns.csv	Salat|_|genus	2026-08-26	
de:salz:_:genus	data/de_nouns.csv	Salz|_|genus	2026-08-26	
de:satz:_:genus	data/de_nouns.csv	Satz|_|genus	2026-08-26	
de:schalter:_:genus	data/de_nouns.csv	Schalter|_|genus	2026-08-26	
de:schild:_:genus	data/de_nouns.csv	Schild|_|genus	2026-08-26	
de:schinken:_:genus	data/de_nouns.csv	Schinken|_|genus	2026-08-26	
de:schluss:_:genus	data/de_nouns.csv	Schluss|_|genus	2026-08-26	
de:schrank:_:genus	data/de_nouns.csv	Schrank|_|genus	2026-08-26	
de:schueler:_:genus	data/de_nouns.csv	Schüler|_|genus	2026-08-26	
de:schuh:_:genus	data/de_nouns.csv	Schuh|_|genus	2026-08-26	
de:schule:_:genus	data/de_nouns.csv	Schule|_|genus	2026-08-26	
de:schwester:_:genus	data/de_nouns.csv	Schwester|_|genus	2026-08-26	
de:schwimmbad:_:genus	data/de_nouns.csv	Schwimmbad|_|genus	2026-08-26	
de:see:_:genus	data/de_nouns.csv	See|_|genus	2026-08-26	
de:sehenswuerdigkeit:_:genus	data/de_nouns.csv	Sehenswürdigkeit|_|genus	2026-08-26	
de:sofa:_:genus	data/de_nouns.csv	Sofa|_|genus	2026-08-26	
de:sohn:_:genus	data/de_nouns.csv	Sohn|_|genus	2026-08-26	
de:sonne:_:genus	data/de_nouns.csv	Sonne|_|genus	2026-08-26	
